run_id,genome1,genome2,coverage,identity,comparision_type_species,comparision_type_genus,genome1_ST,genome2_ST,organism,connected_components_count,ST_count_per_species,cluster_id
117.0,GCF_014650615.1 | Streptomyces albaduncus JCM 4715 - ST 692:351,GCF_014203495.1 | Streptomyces albaduncus CECT 3226 - ST 692:350,1.0118138725,0.9991710347,intra,intra,692,692,Streptomyces albaduncus,1,1,0
118.0,GCF_004195965.1 | Streptomyces albidoflavus Ma1 - ST 152:417,GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430,0.840385869,0.9606308971,intra,intra,152,673,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195995.1 | Streptomyces albidoflavus CR47 - ST 146:418,GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430,0.8567046949,0.9609017902,intra,intra,146,673,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196035.1 | Streptomyces albidoflavus CR19 - ST 143:419,GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430,0.8590179729,0.960942524,intra,intra,143,673,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196145.1 | Streptomyces albidoflavus FXJ8.031 - ST 150:420,GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430,0.87898674,0.9609386709,intra,intra,150,673,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196155.1 | Streptomyces albidoflavus CGMCC 4.1615 - ST 150:421,GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430,0.8790988504,0.9609230877,intra,intra,150,673,Streptomyces albidoflavus,1,22,1
118.0,GCF_007896905.1 | Streptomyces albidoflavus 77 - ST 588:423,GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430,0.8306621229000001,0.9607898773,intra,intra,588,673,Streptomyces albidoflavus,1,22,1
118.0,GCF_013693715.1 | Streptomyces albidoflavus J1074/R2 - ST 39:429,GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430,0.8605063091,0.9610089893,intra,intra,39,673,Streptomyces albidoflavus,1,22,1
118.0,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430,0.8719402856,0.9610541522,intra,intra,802,673,Streptomyces albidoflavus,1,22,1
118.0,GCF_000359525.1 | Streptomyces albidoflavus J1074 - ST 39:387,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9433272593,0.9915539624,intra,intra,39,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.8308707023,0.9611432772,intra,intra,295,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9291397689,0.9907602113,intra,intra,382,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9396650987,0.9880221216,intra,intra,411,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_002289335.1 | Streptomyces albidoflavus 132 - ST 447:397,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.8700035410000001,0.9789637654,intra,intra,447,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_002317005.1 | Streptomyces albidoflavus 38 - ST 447:398,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.8606131228,0.9787596376,intra,intra,447,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_002317025.1 | Streptomyces albidoflavus 138 - ST 447:399,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.8610745162000001,0.9786909296,intra,intra,447,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004078575.1 | Streptomyces albidoflavus BSII#1 - ST 550:405,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.8172847178,0.9615639364,intra,intra,550,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195735.1 | Streptomyces albidoflavus DSM 40455 - ST 557:407,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9395816171,0.9906560939,intra,intra,557,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195745.1 | Streptomyces albidoflavus NBRC 100770 - ST 558:408,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9341071998,0.9904953743,intra,intra,558,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195755.1 | Streptomyces albidoflavus NBRC 13083 - ST 110:409,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9444564433,0.9906706682,intra,intra,110,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195845.1 | Streptomyces albidoflavus CGMCC 4.1681 - ST 105:410,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9177683536,0.9901880567,intra,intra,105,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195855.1 | Streptomyces albidoflavus FXJ.2339 - ST 148:411,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.927562903,0.9906145413,intra,intra,148,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195885.1 | Streptomyces albidoflavus NBRC 12790 - ST 107:412,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9469095226,0.9907134003,intra,intra,107,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195895.1 | Streptomyces albidoflavus Ma24 - ST 559:413,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9447658442,0.9886755632,intra,intra,559,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195935.1 | Streptomyces albidoflavus CR33 - ST 144:414,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9138817016,0.9867383673,intra,intra,144,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195945.1 | Streptomyces albidoflavus CR10 - ST 138:415,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9177105387,0.986549464,intra,intra,138,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195955.1 | Streptomyces albidoflavus CR25 - ST 144:416,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9133100574,0.9867052209,intra,intra,144,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195965.1 | Streptomyces albidoflavus Ma1 - ST 152:417,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.8950147809000001,0.9867507359,intra,intra,152,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004195995.1 | Streptomyces albidoflavus CR47 - ST 146:418,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9187702978,0.9867585884,intra,intra,146,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196035.1 | Streptomyces albidoflavus CR19 - ST 143:419,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9237477386,0.9884069178,intra,intra,143,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196145.1 | Streptomyces albidoflavus FXJ8.031 - ST 150:420,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9385921472,0.988956563,intra,intra,150,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_004196155.1 | Streptomyces albidoflavus CGMCC 4.1615 - ST 150:421,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.938978065,0.9889712337,intra,intra,150,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_007896905.1 | Streptomyces albidoflavus 77 - ST 588:423,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.8891033927,0.9885856919,intra,intra,588,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_013693715.1 | Streptomyces albidoflavus J1074/R2 - ST 39:429,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.9296610433,0.9915709622,intra,intra,39,802,Streptomyces albidoflavus,1,22,1
118.0,GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430,GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442,0.8985967897,0.9610541522,intra,intra,673,802,Streptomyces albidoflavus,1,22,1
119.0,GCF_003935055.1 | Streptomyces alboflavus 313 - ST 524:598,GCF_000716675.1 | Streptomyces alboflavus NRRL B-2373 - ST 155:597,0.9067498379,0.9802376411,intra,intra,524,155,Streptomyces alboflavus,1,2,2
119.0,GCF_000716675.1 | Streptomyces alboflavus NRRL B-2373 - ST 155:597,GCF_003935055.1 | Streptomyces alboflavus 313 - ST 524:598,0.8320373558,0.9802376411,intra,intra,155,524,Streptomyces alboflavus,1,2,2
120.0,GCF_000695235.1 | Streptomyces albulus NK660 - ST 264:451,GCF_000403765.2 | Streptomyces albulus CCRC 11814 - ST 255:450,0.935398304,0.9947803837,intra,intra,264,255,Streptomyces albulus,1,3,3
120.0,GCF_000935185.3 | Streptomyces albulus CK-15 - ST 339:453,GCF_000403765.2 | Streptomyces albulus CCRC 11814 - ST 255:450,0.9247464016,0.9951912486,intra,intra,339,255,Streptomyces albulus,1,3,3
120.0,GCF_003851665.1 | Streptomyces albulus NBRC 14147 - ST 255:454,GCF_000403765.2 | Streptomyces albulus CCRC 11814 - ST 255:450,0.9672914538,0.9998610706,intra,intra,255,255,Streptomyces albulus,1,3,3
120.0,GCF_000403765.2 | Streptomyces albulus CCRC 11814 - ST 255:450,GCF_000695235.1 | Streptomyces albulus NK660 - ST 264:451,0.9422375784,0.9947803837,intra,intra,255,264,Streptomyces albulus,1,3,3
120.0,GCF_000935185.3 | Streptomyces albulus CK-15 - ST 339:453,GCF_000695235.1 | Streptomyces albulus NK660 - ST 264:451,0.9537718592,0.9950658209,intra,intra,339,264,Streptomyces albulus,1,3,3
120.0,GCF_003851665.1 | Streptomyces albulus NBRC 14147 - ST 255:454,GCF_000695235.1 | Streptomyces albulus NK660 - ST 264:451,0.9386336021,0.994662555,intra,intra,255,264,Streptomyces albulus,1,3,3
120.0,GCF_000403765.2 | Streptomyces albulus CCRC 11814 - ST 255:450,GCF_000935185.3 | Streptomyces albulus CK-15 - ST 339:453,0.9279116235,0.9951912486,intra,intra,255,339,Streptomyces albulus,1,3,3
120.0,GCF_000695235.1 | Streptomyces albulus NK660 - ST 264:451,GCF_000935185.3 | Streptomyces albulus CK-15 - ST 339:453,0.9500897369,0.9950658209,intra,intra,264,339,Streptomyces albulus,1,3,3
120.0,GCF_003851665.1 | Streptomyces albulus NBRC 14147 - ST 255:454,GCF_000935185.3 | Streptomyces albulus CK-15 - ST 339:453,0.9278747771,0.9950300037,intra,intra,255,339,Streptomyces albulus,1,3,3
120.0,GCF_000403765.2 | Streptomyces albulus CCRC 11814 - ST 255:450,GCF_003851665.1 | Streptomyces albulus NBRC 14147 - ST 255:454,0.9994967956,0.9998610706,intra,intra,255,255,Streptomyces albulus,1,3,3
120.0,GCF_000695235.1 | Streptomyces albulus NK660 - ST 264:451,GCF_003851665.1 | Streptomyces albulus NBRC 14147 - ST 255:454,0.9628448463,0.994662555,intra,intra,264,255,Streptomyces albulus,1,3,3
120.0,GCF_000935185.3 | Streptomyces albulus CK-15 - ST 339:453,GCF_003851665.1 | Streptomyces albulus NBRC 14147 - ST 255:454,0.9554972902,0.9950300037,intra,intra,339,255,Streptomyces albulus,1,3,3
121.0,GCF_000813365.1 | Streptomyces albus NBRC 13014 - ST 156:380,GCF_000720885.1 | Streptomyces albus NRRL B-2362 - ST 256:379,0.9710119585,0.9951358497,intra,intra,156,256,Streptomyces albus,2,3,0
121.0,GCF_001418125.1 | Streptomyces albus NRRL B-1685 - ST 156:381,GCF_000720885.1 | Streptomyces albus NRRL B-2362 - ST 256:379,0.9661297434,0.9949848648,intra,intra,156,256,Streptomyces albus,2,3,0
121.0,GCF_001418545.1 | Streptomyces albus NRRL B-1335 - ST 156:382,GCF_000720885.1 | Streptomyces albus NRRL B-2362 - ST 256:379,0.965019661,0.9950063284,intra,intra,156,256,Streptomyces albus,2,3,0
121.0,GCF_001661615.1 | Streptomyces albus NRRL B-12378 - ST 156:383,GCF_000720885.1 | Streptomyces albus NRRL B-2362 - ST 256:379,0.9616073471,0.9949309304,intra,intra,156,256,Streptomyces albus,2,3,0
121.0,GCF_004768505.1 | Streptomyces albus DSM 40763 - ST 256:384,GCF_000720885.1 | Streptomyces albus NRRL B-2362 - ST 256:379,0.9413213554,0.9951202885,intra,intra,256,256,Streptomyces albus,2,3,0
121.0,GCF_011006355.1 | Streptomyces albus CAS922 - ST 256:385,GCF_000720885.1 | Streptomyces albus NRRL B-2362 - ST 256:379,0.9371385799,0.9941952941,intra,intra,256,256,Streptomyces albus,2,3,0
121.0,GCF_000719865.1 | Streptomyces albus NRRL F-4971 - ST 303:752,GCF_000720885.1 | Streptomyces albus NRRL B-2362 - ST 256:379,0.1525833783,0.8499856424000001,inter,inter,303,256,Streptomyces albus,2,3,0
121.0,GCF_000720885.1 | Streptomyces albus NRRL B-2362 - ST 256:379,GCF_000813365.1 | Streptomyces albus NBRC 13014 - ST 156:380,0.9398995884,0.9951358497,intra,intra,256,156,Streptomyces albus,2,3,0
121.0,GCF_001418125.1 | Streptomyces albus NRRL B-1685 - ST 156:381,GCF_000813365.1 | Streptomyces albus NBRC 13014 - ST 156:380,0.9740329525,0.9995697215,intra,intra,156,156,Streptomyces albus,2,3,0
121.0,GCF_001418545.1 | Streptomyces albus NRRL B-1335 - ST 156:382,GCF_000813365.1 | Streptomyces albus NBRC 13014 - ST 156:380,0.9804483029,0.9995279135,intra,intra,156,156,Streptomyces albus,2,3,0
121.0,GCF_001661615.1 | Streptomyces albus NRRL B-12378 - ST 156:383,GCF_000813365.1 | Streptomyces albus NBRC 13014 - ST 156:380,0.975245981,0.9995477186,intra,intra,156,156,Streptomyces albus,2,3,0
121.0,GCF_004768505.1 | Streptomyces albus DSM 40763 - ST 256:384,GCF_000813365.1 | Streptomyces albus NBRC 13014 - ST 156:380,0.9216455181,0.9950616223,intra,intra,256,156,Streptomyces albus,2,3,0
121.0,GCF_011006355.1 | Streptomyces albus CAS922 - ST 256:385,GCF_000813365.1 | Streptomyces albus NBRC 13014 - ST 156:380,0.9254623439,0.9940814837,intra,intra,256,156,Streptomyces albus,2,3,0
121.0,GCF_000719865.1 | Streptomyces albus NRRL F-4971 - ST 303:752,GCF_000813365.1 | Streptomyces albus NBRC 13014 - ST 156:380,0.1515364387,0.8500867408,inter,inter,303,156,Streptomyces albus,2,3,0
121.0,GCF_000720885.1 | Streptomyces albus NRRL B-2362 - ST 256:379,GCF_001418125.1 | Streptomyces albus NRRL B-1685 - ST 156:381,0.9081722015,0.9949848648,intra,intra,256,156,Streptomyces albus,2,3,0
121.0,GCF_000813365.1 | Streptomyces albus NBRC 13014 - ST 156:380,GCF_001418125.1 | Streptomyces albus NRRL B-1685 - ST 156:381,0.9459093548,0.9995697215,intra,intra,156,156,Streptomyces albus,2,3,0
121.0,GCF_001418545.1 | Streptomyces albus NRRL B-1335 - ST 156:382,GCF_001418125.1 | Streptomyces albus NRRL B-1685 - ST 156:381,0.9664668232,0.9994033982,intra,intra,156,156,Streptomyces albus,2,3,0
121.0,GCF_001661615.1 | Streptomyces albus NRRL B-12378 - ST 156:383,GCF_001418125.1 | Streptomyces albus NRRL B-1685 - ST 156:381,0.9564288297,0.9993499313,intra,intra,156,156,Streptomyces albus,2,3,0
121.0,GCF_004768505.1 | Streptomyces albus DSM 40763 - ST 256:384,GCF_001418125.1 | Streptomyces albus NRRL B-1685 - ST 156:381,0.8938215105,0.9950054717,intra,intra,256,156,Streptomyces albus,2,3,0
121.0,GCF_011006355.1 | Streptomyces albus CAS922 - ST 256:385,GCF_001418125.1 | Streptomyces albus NRRL B-1685 - ST 156:381,0.8959116196,0.9939729979,intra,intra,256,156,Streptomyces albus,2,3,0
121.0,GCF_000719865.1 | Streptomyces albus NRRL F-4971 - ST 303:752,GCF_001418125.1 | Streptomyces albus NRRL B-1685 - ST 156:381,0.1461336883,0.8505900848,inter,inter,303,156,Streptomyces albus,2,3,0
121.0,GCF_000720885.1 | Streptomyces albus NRRL B-2362 - ST 256:379,GCF_001418545.1 | Streptomyces albus NRRL B-1335 - ST 156:382,0.8564603717,0.9950063284,intra,intra,256,156,Streptomyces albus,2,3,0
121.0,GCF_000813365.1 | Streptomyces albus NBRC 13014 - ST 156:380,GCF_001418545.1 | Streptomyces albus NRRL B-1335 - ST 156:382,0.898957023,0.9995279135,intra,intra,156,156,Streptomyces albus,2,3,0
121.0,GCF_001418125.1 | Streptomyces albus NRRL B-1685 - ST 156:381,GCF_001418545.1 | Streptomyces albus NRRL B-1335 - ST 156:382,0.912484109,0.9994033982,intra,intra,156,156,Streptomyces albus,2,3,0
121.0,GCF_001661615.1 | Streptomyces albus NRRL B-12378 - ST 156:383,GCF_001418545.1 | Streptomyces albus NRRL B-1335 - ST 156:382,0.9313229428,0.9993888109,intra,intra,156,156,Streptomyces albus,2,3,0
121.0,GCF_004768505.1 | Streptomyces albus DSM 40763 - ST 256:384,GCF_001418545.1 | Streptomyces albus NRRL B-1335 - ST 156:382,0.8413272398,0.9950439868,intra,intra,256,156,Streptomyces albus,2,3,0
121.0,GCF_011006355.1 | Streptomyces albus CAS922 - ST 256:385,GCF_001418545.1 | Streptomyces albus NRRL B-1335 - ST 156:382,0.8422840650000001,0.9941510177,intra,intra,256,156,Streptomyces albus,2,3,0
121.0,GCF_000719865.1 | Streptomyces albus NRRL F-4971 - ST 303:752,GCF_001418545.1 | Streptomyces albus NRRL B-1335 - ST 156:382,0.143516051,0.8504338395000001,inter,inter,303,156,Streptomyces albus,2,3,0
121.0,GCF_000720885.1 | Streptomyces albus NRRL B-2362 - ST 256:379,GCF_001661615.1 | Streptomyces albus NRRL B-12378 - ST 156:383,0.8819396569,0.9949309304,intra,intra,256,156,Streptomyces albus,2,3,0
121.0,GCF_000813365.1 | Streptomyces albus NBRC 13014 - ST 156:380,GCF_001661615.1 | Streptomyces albus NRRL B-12378 - ST 156:383,0.9240562032,0.9995477186,intra,intra,156,156,Streptomyces albus,2,3,0
121.0,GCF_001418125.1 | Streptomyces albus NRRL B-1685 - ST 156:381,GCF_001661615.1 | Streptomyces albus NRRL B-12378 - ST 156:383,0.9331705091,0.9993499313,intra,intra,156,156,Streptomyces albus,2,3,0
121.0,GCF_001418545.1 | Streptomyces albus NRRL B-1335 - ST 156:382,GCF_001661615.1 | Streptomyces albus NRRL B-12378 - ST 156:383,0.9624325193,0.9993888109,intra,intra,156,156,Streptomyces albus,2,3,0
121.0,GCF_004768505.1 | Streptomyces albus DSM 40763 - ST 256:384,GCF_001661615.1 | Streptomyces albus NRRL B-12378 - ST 156:383,0.8664631937,0.9949176765,intra,intra,256,156,Streptomyces albus,2,3,0
121.0,GCF_011006355.1 | Streptomyces albus CAS922 - ST 256:385,GCF_001661615.1 | Streptomyces albus NRRL B-12378 - ST 156:383,0.8674256836,0.994023379,intra,intra,256,156,Streptomyces albus,2,3,0
121.0,GCF_000719865.1 | Streptomyces albus NRRL F-4971 - ST 303:752,GCF_001661615.1 | Streptomyces albus NRRL B-12378 - ST 156:383,0.1462887691,0.8506568486,inter,inter,303,156,Streptomyces albus,2,3,0
121.0,GCF_000720885.1 | Streptomyces albus NRRL B-2362 - ST 256:379,GCF_004768505.1 | Streptomyces albus DSM 40763 - ST 256:384,0.9725552304,0.9951202885,intra,intra,256,256,Streptomyces albus,2,3,0
121.0,GCF_000813365.1 | Streptomyces albus NBRC 13014 - ST 156:380,GCF_004768505.1 | Streptomyces albus DSM 40763 - ST 256:384,0.9837469457,0.9950616223,intra,intra,156,256,Streptomyces albus,2,3,0
121.0,GCF_001418125.1 | Streptomyces albus NRRL B-1685 - ST 156:381,GCF_004768505.1 | Streptomyces albus DSM 40763 - ST 256:384,0.9824137058,0.9950054717,intra,intra,156,256,Streptomyces albus,2,3,0
121.0,GCF_001418545.1 | Streptomyces albus NRRL B-1335 - ST 156:382,GCF_004768505.1 | Streptomyces albus DSM 40763 - ST 256:384,0.9794227809,0.9950439868,intra,intra,156,256,Streptomyces albus,2,3,0
121.0,GCF_001661615.1 | Streptomyces albus NRRL B-12378 - ST 156:383,GCF_004768505.1 | Streptomyces albus DSM 40763 - ST 256:384,0.9760799302,0.9949176765,intra,intra,156,256,Streptomyces albus,2,3,0
121.0,GCF_011006355.1 | Streptomyces albus CAS922 - ST 256:385,GCF_004768505.1 | Streptomyces albus DSM 40763 - ST 256:384,0.9529577245,0.994135858,intra,intra,256,256,Streptomyces albus,2,3,0
121.0,GCF_000719865.1 | Streptomyces albus NRRL F-4971 - ST 303:752,GCF_004768505.1 | Streptomyces albus DSM 40763 - ST 256:384,0.1529346161,0.8500936285,inter,inter,303,256,Streptomyces albus,2,3,0
121.0,GCF_000720885.1 | Streptomyces albus NRRL B-2362 - ST 256:379,GCF_011006355.1 | Streptomyces albus CAS922 - ST 256:385,0.9638110489,0.9941952941,intra,intra,256,256,Streptomyces albus,2,3,0
121.0,GCF_000813365.1 | Streptomyces albus NBRC 13014 - ST 156:380,GCF_011006355.1 | Streptomyces albus CAS922 - ST 256:385,0.9833088661,0.9940814837,intra,intra,156,256,Streptomyces albus,2,3,0
121.0,GCF_001418125.1 | Streptomyces albus NRRL B-1685 - ST 156:381,GCF_011006355.1 | Streptomyces albus CAS922 - ST 256:385,0.980213097,0.9939729979,intra,intra,156,256,Streptomyces albus,2,3,0
121.0,GCF_001418545.1 | Streptomyces albus NRRL B-1335 - ST 156:382,GCF_011006355.1 | Streptomyces albus CAS922 - ST 256:385,0.9760578451,0.9941510177,intra,intra,156,256,Streptomyces albus,2,3,0
121.0,GCF_001661615.1 | Streptomyces albus NRRL B-12378 - ST 156:383,GCF_011006355.1 | Streptomyces albus CAS922 - ST 256:385,0.9727007752,0.994023379,intra,intra,156,256,Streptomyces albus,2,3,0
121.0,GCF_004768505.1 | Streptomyces albus DSM 40763 - ST 256:384,GCF_011006355.1 | Streptomyces albus CAS922 - ST 256:385,0.9486048829,0.994135858,intra,intra,256,256,Streptomyces albus,2,3,0
121.0,GCF_000719865.1 | Streptomyces albus NRRL F-4971 - ST 303:752,GCF_011006355.1 | Streptomyces albus CAS922 - ST 256:385,0.1532466514,0.8511860536,inter,inter,303,256,Streptomyces albus,2,3,0
121.0,GCF_000720885.1 | Streptomyces albus NRRL B-2362 - ST 256:379,GCF_000719865.1 | Streptomyces albus NRRL F-4971 - ST 303:752,0.1349330982,0.8499856424000001,inter,inter,256,303,Streptomyces albus,2,3,0
121.0,GCF_000813365.1 | Streptomyces albus NBRC 13014 - ST 156:380,GCF_000719865.1 | Streptomyces albus NRRL F-4971 - ST 303:752,0.1384431466,0.8500867408,inter,inter,156,303,Streptomyces albus,2,3,0
121.0,GCF_001418125.1 | Streptomyces albus NRRL B-1685 - ST 156:381,GCF_000719865.1 | Streptomyces albus NRRL F-4971 - ST 303:752,0.1374766245,0.8505900848,inter,inter,156,303,Streptomyces albus,2,3,0
121.0,GCF_001418545.1 | Streptomyces albus NRRL B-1335 - ST 156:382,GCF_000719865.1 | Streptomyces albus NRRL F-4971 - ST 303:752,0.1430015124,0.8504338395000001,inter,inter,156,303,Streptomyces albus,2,3,0
121.0,GCF_001661615.1 | Streptomyces albus NRRL B-12378 - ST 156:383,GCF_000719865.1 | Streptomyces albus NRRL F-4971 - ST 303:752,0.1410526187,0.8506568486,inter,inter,156,303,Streptomyces albus,2,3,0
121.0,GCF_004768505.1 | Streptomyces albus DSM 40763 - ST 256:384,GCF_000719865.1 | Streptomyces albus NRRL F-4971 - ST 303:752,0.1309003179,0.8500936285,inter,inter,256,303,Streptomyces albus,2,3,0
121.0,GCF_011006355.1 | Streptomyces albus CAS922 - ST 256:385,GCF_000719865.1 | Streptomyces albus NRRL F-4971 - ST 303:752,0.131769281,0.8511860536,inter,inter,256,303,Streptomyces albus,2,3,0
122.0,GCF_001632865.1 | Streptomyces ambofaciens DSM 40697 - ST 399:694,GCF_001267885.1 | Streptomyces ambofaciens ATCC 23877 - ST 350:693,0.919547189,0.9916055528,intra,intra,399,350,Streptomyces ambofaciens,1,2,4
122.0,GCF_001267885.1 | Streptomyces ambofaciens ATCC 23877 - ST 350:693,GCF_001632865.1 | Streptomyces ambofaciens DSM 40697 - ST 399:694,0.8915319747,0.9916055528,intra,intra,350,399,Streptomyces ambofaciens,1,2,4
123.0,GCF_005405925.1 | Streptomyces antimycoticus NBRC 12839 - ST 67:538,GCF_002154275.1 | Streptomyces antimycoticus NRRL B-24289 - ST 94:535,0.7575646362,0.9746766105,intra,intra,67,94,Streptomyces antimycoticus,1,3,5
123.0,GCF_009936315.1 | Streptomyces antimycoticus NBRC 100767 - ST 95:540,GCF_002154275.1 | Streptomyces antimycoticus NRRL B-24289 - ST 94:535,0.7640920985,0.9749663404,intra,intra,95,94,Streptomyces antimycoticus,1,3,5
123.0,GCF_002154275.1 | Streptomyces antimycoticus NRRL B-24289 - ST 94:535,GCF_005405925.1 | Streptomyces antimycoticus NBRC 12839 - ST 67:538,0.7832919612,0.9746766105,intra,intra,94,67,Streptomyces antimycoticus,1,3,5
123.0,GCF_009936315.1 | Streptomyces antimycoticus NBRC 100767 - ST 95:540,GCF_005405925.1 | Streptomyces antimycoticus NBRC 12839 - ST 67:538,0.9068462081,0.9876586153,intra,intra,95,67,Streptomyces antimycoticus,1,3,5
123.0,GCF_002154275.1 | Streptomyces antimycoticus NRRL B-24289 - ST 94:535,GCF_009936315.1 | Streptomyces antimycoticus NBRC 100767 - ST 95:540,0.7777683190000001,0.9749663404,intra,intra,94,95,Streptomyces antimycoticus,1,3,5
123.0,GCF_005405925.1 | Streptomyces antimycoticus NBRC 12839 - ST 67:538,GCF_009936315.1 | Streptomyces antimycoticus NBRC 100767 - ST 95:540,0.8927589351,0.9876586153,intra,intra,67,95,Streptomyces antimycoticus,1,3,5
124.0,GCF_010548045.1 | Streptomyces anulatus SID10689 - ST 645:44,GCF_001434355.1 | Streptomyces anulatus ATCC 11523 - ST 378:17,0.8824485353,0.9616715795,intra,intra,645,378,Streptomyces anulatus,1,5,6
124.0,GCF_010548615.1 | Streptomyces anulatus SID505 - ST 653:47,GCF_001434355.1 | Streptomyces anulatus ATCC 11523 - ST 378:17,0.8639481283,0.9619993345,intra,intra,653,378,Streptomyces anulatus,1,5,6
124.0,GCF_010548705.1 | Streptomyces anulatus SID7903 - ST 655:48,GCF_001434355.1 | Streptomyces anulatus ATCC 11523 - ST 378:17,0.8709675275000001,0.9615509852,intra,intra,655,378,Streptomyces anulatus,1,5,6
124.0,GCF_010550525.1 | Streptomyces anulatus SID9598 - ST 655:49,GCF_001434355.1 | Streptomyces anulatus ATCC 11523 - ST 378:17,0.8746111485,0.9622866611,intra,intra,655,378,Streptomyces anulatus,1,5,6
124.0,GCF_019049185.1 | Streptomyces anulatus AC569_RSS891 - ST 782:63,GCF_001434355.1 | Streptomyces anulatus ATCC 11523 - ST 378:17,0.7858090755,0.9617525036,intra,intra,782,378,Streptomyces anulatus,1,5,6
124.0,GCF_001434355.1 | Streptomyces anulatus ATCC 11523 - ST 378:17,GCF_010548045.1 | Streptomyces anulatus SID10689 - ST 645:44,0.8265071479,0.9616715795,intra,intra,378,645,Streptomyces anulatus,1,5,6
