run_id,genome1,genome2,unique_taxa_names_per_connected_component,coverage,identity,comparision_type_species,comparision_type_genus,cluster_id,genome1_ST,genome2_ST,unique_taxa_names_per_ST
1.0,GCF_001723115.1 | Streptomyces griseus NRRL B-2165 - ST 12:18,GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1,11,0.9789097602,0.9995054981,intra,intra,0,12,12,1
12.0,GCF_015767855.1 | Streptomyces clavuligerus F1D18 - ST 167:157,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,1.0081449661,0.9995174448,intra,intra,16,167,167,1
12.0,GCF_015767875.1 | Streptomyces clavuligerus F1D26 - ST 167:158,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,1.0107776639,0.9994479764,intra,intra,16,167,167,1
12.0,GCF_015767895.1 | Streptomyces clavuligerus F1D31 - ST 167:159,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,1.008219781,0.9993638056,intra,intra,16,167,167,1
12.0,GCF_015767915.1 | Streptomyces clavuligerus F1D35 - ST 167:160,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,0.9725109354,0.9994858911,intra,intra,16,167,167,1
12.0,GCF_015767935.1 | Streptomyces clavuligerus F1D28 - ST 167:161,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,1.0081348522,0.9994971786,intra,intra,16,167,167,1
12.0,GCF_015912395.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:162,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,0.8307524316,0.9997128175,intra,intra,16,167,167,1
12.0,GCF_015912435.1 | Streptomyces clavuligerus NCIMB 14335 - ST 167:163,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,0.8280309534,0.9996611265,intra,intra,16,167,167,1
12.0,GCF_015912455.1 | Streptomyces clavuligerus BW0219 - ST 167:164,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,0.9960327993,0.9998527368,intra,intra,16,167,167,1
12.0,GCF_015912465.1 | Streptomyces clavuligerus BW0220 - ST 167:165,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,0.9967556988,0.9997849762,intra,intra,16,167,167,1
12.0,GCF_015912875.1 | Streptomyces clavuligerus DSM 738 - ST 167:166,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,0.8300648829,0.9997083254,intra,intra,16,167,167,1
12.0,GCF_015912895.1 | Streptomyces clavuligerus NRRL 3585 - ST 167:167,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,0.8300120028,0.9996993546,intra,intra,16,167,167,1
12.0,GCF_015912925.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:168,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,0.8631251692,0.9995638761,intra,intra,16,167,167,1
12.0,GCF_015912945.1 | Streptomyces clavuligerus NCIMB 12785 - ST 167:169,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,0.8306481875,0.9996454087,intra,intra,16,167,167,1
12.0,GCF_015912975.1 | Streptomyces clavuligerus BW0218 - ST 167:170,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,0.9972804055,0.9998083411,intra,intra,16,167,167,1
12.0,GCF_015912985.1 | Streptomyces clavuligerus BW0217 - ST 167:171,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,0.9942633386,0.9997520923,intra,intra,16,167,167,1
12.0,GCF_015912995.1 | Streptomyces clavuligerus BW0216 - ST 167:172,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,1,0.9974972174,0.9998364691,intra,intra,16,167,167,1
12.0,GCF_000148465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:146,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9374993438,0.9999533359,intra,intra,16,167,167,1
12.0,GCF_000163875.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:147,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9963785917,0.9999521458,intra,intra,16,167,167,1
12.0,GCF_001693675.1 | Streptomyces clavuligerus F613-1 - ST 167:148,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9919401989,0.9998872447,intra,intra,16,167,167,1
12.0,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9375324244,0.9994298338,intra,intra,16,167,167,1
12.0,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9906223025,0.9999899109,intra,intra,16,167,167,1
12.0,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9959166758,0.9998919016,intra,intra,16,167,167,1
12.0,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9913985772,0.9998581407,intra,intra,16,167,167,1
12.0,GCF_015767775.1 | Streptomyces clavuligerus F1D7 - ST 167:154,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9955216615,0.9998984657,intra,intra,16,167,167,1
12.0,GCF_015767795.1 | Streptomyces clavuligerus F1D10 - ST 167:155,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9770545049,0.999877761,intra,intra,16,167,167,1
12.0,GCF_015767815.1 | Streptomyces clavuligerus F1D14 - ST 167:156,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9713079925,0.9998673264,intra,intra,16,167,167,1
12.0,GCF_015767855.1 | Streptomyces clavuligerus F1D18 - ST 167:157,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9994372574,0.9998780787,intra,intra,16,167,167,1
12.0,GCF_015767875.1 | Streptomyces clavuligerus F1D26 - ST 167:158,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.997869079,0.9998860326,intra,intra,16,167,167,1
12.0,GCF_015767895.1 | Streptomyces clavuligerus F1D31 - ST 167:159,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9984507371,0.9998340231,intra,intra,16,167,167,1
12.0,GCF_015767915.1 | Streptomyces clavuligerus F1D35 - ST 167:160,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.960542208,0.9998735704,intra,intra,16,167,167,1
12.0,GCF_015767935.1 | Streptomyces clavuligerus F1D28 - ST 167:161,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9978003933,0.9998827727,intra,intra,16,167,167,1
12.0,GCF_015912395.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:162,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9380056294,0.9998980451,intra,intra,16,167,167,1
12.0,GCF_015912435.1 | Streptomyces clavuligerus NCIMB 14335 - ST 167:163,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9351990195,0.9997467991,intra,intra,16,167,167,1
12.0,GCF_015912455.1 | Streptomyces clavuligerus BW0219 - ST 167:164,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9743528534,0.9998854894,intra,intra,16,167,167,1
12.0,GCF_015912465.1 | Streptomyces clavuligerus BW0220 - ST 167:165,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9749292239,0.9998052731,intra,intra,16,167,167,1
12.0,GCF_015912875.1 | Streptomyces clavuligerus DSM 738 - ST 167:166,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9377774613,0.9997885037,intra,intra,16,167,167,1
12.0,GCF_015912895.1 | Streptomyces clavuligerus NRRL 3585 - ST 167:167,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9369367642,0.9998046068,intra,intra,16,167,167,1
12.0,GCF_015912925.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:168,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9752839736,0.9997248115,intra,intra,16,167,167,1
12.0,GCF_015912945.1 | Streptomyces clavuligerus NCIMB 12785 - ST 167:169,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.936066343,0.9998172759,intra,intra,16,167,167,1
12.0,GCF_015912975.1 | Streptomyces clavuligerus BW0218 - ST 167:170,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9758108846,0.9998332346,intra,intra,16,167,167,1
12.0,GCF_015912985.1 | Streptomyces clavuligerus BW0217 - ST 167:171,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.97199492,0.999774607,intra,intra,16,167,167,1
12.0,GCF_015912995.1 | Streptomyces clavuligerus BW0216 - ST 167:172,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,1,0.9756957966,0.9998680119,intra,intra,16,167,167,1
12.0,GCF_000148465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:146,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.9568997272,0.9999438812,intra,intra,16,167,167,1
12.0,GCF_000163875.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:147,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.9987765418,0.9999479314,intra,intra,16,167,167,1
12.0,GCF_001693675.1 | Streptomyces clavuligerus F613-1 - ST 167:148,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,1.0028013013,0.9998841307,intra,intra,16,167,167,1
12.0,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.9584806043,0.9994522633,intra,intra,16,167,167,1
12.0,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,1.00925611,0.9999899109,intra,intra,16,167,167,1
12.0,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,1.00669516,0.9998890012,intra,intra,16,167,167,1
12.0,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.9969382953,0.9998591907,intra,intra,16,167,167,1
12.0,GCF_015767775.1 | Streptomyces clavuligerus F1D7 - ST 167:154,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,1.0005143592,0.9998988407,intra,intra,16,167,167,1
12.0,GCF_015767795.1 | Streptomyces clavuligerus F1D10 - ST 167:155,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.9825171058,0.9998794875,intra,intra,16,167,167,1
12.0,GCF_015767815.1 | Streptomyces clavuligerus F1D14 - ST 167:156,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.9803295732,0.9998668453,intra,intra,16,167,167,1
12.0,GCF_015767855.1 | Streptomyces clavuligerus F1D18 - ST 167:157,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,1.0060578755,0.9998762537,intra,intra,16,167,167,1
12.0,GCF_015767875.1 | Streptomyces clavuligerus F1D26 - ST 167:158,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,1.0033859661,0.9998878385,intra,intra,16,167,167,1
12.0,GCF_015767895.1 | Streptomyces clavuligerus F1D31 - ST 167:159,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,1.006074506,0.9998271691,intra,intra,16,167,167,1
12.0,GCF_015767915.1 | Streptomyces clavuligerus F1D35 - ST 167:160,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.9684472937,0.9998700162,intra,intra,16,167,167,1
12.0,GCF_015767935.1 | Streptomyces clavuligerus F1D28 - ST 167:161,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,1.0060417973,0.9998790141,intra,intra,16,167,167,1
12.0,GCF_015912395.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:162,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.9555830252,0.9998987389,intra,intra,16,167,167,1
12.0,GCF_015912435.1 | Streptomyces clavuligerus NCIMB 14335 - ST 167:163,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.9527063248,0.9997480066,intra,intra,16,167,167,1
12.0,GCF_015912455.1 | Streptomyces clavuligerus BW0219 - ST 167:164,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.9978758259,0.9999265809,intra,intra,16,167,167,1
12.0,GCF_015912465.1 | Streptomyces clavuligerus BW0220 - ST 167:165,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.9985756238,0.9998589165,intra,intra,16,167,167,1
12.0,GCF_015912875.1 | Streptomyces clavuligerus DSM 738 - ST 167:166,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.955114949,0.9998094398,intra,intra,16,167,167,1
12.0,GCF_015912895.1 | Streptomyces clavuligerus NRRL 3585 - ST 167:167,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.954513066,0.9998063034,intra,intra,16,167,167,1
12.0,GCF_015912925.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:168,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.9935501752,0.9997447918,intra,intra,16,167,167,1
12.0,GCF_015912945.1 | Streptomyces clavuligerus NCIMB 12785 - ST 167:169,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.9537474976,0.9997922971,intra,intra,16,167,167,1
12.0,GCF_015912975.1 | Streptomyces clavuligerus BW0218 - ST 167:170,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.99896695,0.9998765774,intra,intra,16,167,167,1
12.0,GCF_015912985.1 | Streptomyces clavuligerus BW0217 - ST 167:171,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.9955010907,0.9998170532,intra,intra,16,167,167,1
12.0,GCF_015912995.1 | Streptomyces clavuligerus BW0216 - ST 167:172,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,1,0.9993360152,0.9999111746,intra,intra,16,167,167,1
12.0,GCF_000148465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:146,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.82737864,0.9998596173,intra,intra,16,167,167,1
12.0,GCF_000163875.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:147,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.8659322801,0.9998542449,intra,intra,16,167,167,1
12.0,GCF_001693675.1 | Streptomyces clavuligerus F613-1 - ST 167:148,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,1.0007951775,0.9999615627,intra,intra,16,167,167,1
12.0,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.9492508182,0.9995879809,intra,intra,16,167,167,1
12.0,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.8845799305000001,0.9998919016,intra,intra,16,167,167,1
12.0,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.8776447758,0.9998890012,intra,intra,16,167,167,1
12.0,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.9949456041,0.9999433537,intra,intra,16,167,167,1
12.0,GCF_015767775.1 | Streptomyces clavuligerus F1D7 - ST 167:154,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.9989375444,0.9999846966,intra,intra,16,167,167,1
12.0,GCF_015767795.1 | Streptomyces clavuligerus F1D10 - ST 167:155,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.9769476699,0.9999707858,intra,intra,16,167,167,1
12.0,GCF_015767815.1 | Streptomyces clavuligerus F1D14 - ST 167:156,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.9762406166,0.9999530626,intra,intra,16,167,167,1
12.0,GCF_015767855.1 | Streptomyces clavuligerus F1D18 - ST 167:157,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,1.0020095119,0.9999663665,intra,intra,16,167,167,1
12.0,GCF_015767875.1 | Streptomyces clavuligerus F1D26 - ST 167:158,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,1.0011615675,0.9999704528,intra,intra,16,167,167,1
12.0,GCF_015767895.1 | Streptomyces clavuligerus F1D31 - ST 167:159,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,1.0007138193,0.9999185803,intra,intra,16,167,167,1
12.0,GCF_015767915.1 | Streptomyces clavuligerus F1D35 - ST 167:160,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.9630481817,0.9999703525,intra,intra,16,167,167,1
12.0,GCF_015767935.1 | Streptomyces clavuligerus F1D28 - ST 167:161,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,1.0018976223,0.9999681477,intra,intra,16,167,167,1
12.0,GCF_015912395.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:162,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.8170020998,0.9998109429,intra,intra,16,167,167,1
12.0,GCF_015912435.1 | Streptomyces clavuligerus NCIMB 14335 - ST 167:163,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.8142043566,0.9997760404,intra,intra,16,167,167,1
12.0,GCF_015912455.1 | Streptomyces clavuligerus BW0219 - ST 167:164,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.9797496017,0.9998524703,intra,intra,16,167,167,1
12.0,GCF_015912465.1 | Streptomyces clavuligerus BW0220 - ST 167:165,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.980409323,0.9997868877,intra,intra,16,167,167,1
12.0,GCF_015912875.1 | Streptomyces clavuligerus DSM 738 - ST 167:166,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.8163438322000001,0.9998109408,intra,intra,16,167,167,1
12.0,GCF_015912895.1 | Streptomyces clavuligerus NRRL 3585 - ST 167:167,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.8163117272,0.9997936584,intra,intra,16,167,167,1
12.0,GCF_015912925.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:168,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.8486941844,0.9996646203,intra,intra,16,167,167,1
12.0,GCF_015912945.1 | Streptomyces clavuligerus NCIMB 12785 - ST 167:169,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.8168399819000001,0.9997455669,intra,intra,16,167,167,1
12.0,GCF_015912975.1 | Streptomyces clavuligerus BW0218 - ST 167:170,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.9811796625,0.9998085839,intra,intra,16,167,167,1
12.0,GCF_015912985.1 | Streptomyces clavuligerus BW0217 - ST 167:171,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.9776565708,0.9997496432,intra,intra,16,167,167,1
12.0,GCF_015912995.1 | Streptomyces clavuligerus BW0216 - ST 167:172,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,1,0.9811540856,0.999836714,intra,intra,16,167,167,1
12.0,GCF_000148465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:146,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.8249610428,0.9998333539,intra,intra,16,167,167,1
12.0,GCF_000163875.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:147,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.8633689662,0.9998249807,intra,intra,16,167,167,1
12.0,GCF_001693675.1 | Streptomyces clavuligerus F613-1 - ST 167:148,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,1.0063788096,0.9999310135,intra,intra,16,167,167,1
12.0,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.9526696757,0.9994317297,intra,intra,16,167,167,1
12.0,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.8893965955,0.9998581407,intra,intra,16,167,167,1
12.0,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.877853741,0.9998591907,intra,intra,16,167,167,1
12.0,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,1.0049221793,0.9999433537,intra,intra,16,167,167,1
12.0,GCF_015767775.1 | Streptomyces clavuligerus F1D7 - ST 167:154,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,1.0056070823,0.9999464002,intra,intra,16,167,167,1
12.0,GCF_015767795.1 | Streptomyces clavuligerus F1D10 - ST 167:155,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.9783079848,0.9999568967,intra,intra,16,167,167,1
12.0,GCF_015767815.1 | Streptomyces clavuligerus F1D14 - ST 167:156,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.9756192574,0.9999411922,intra,intra,16,167,167,1
12.0,GCF_015767855.1 | Streptomyces clavuligerus F1D18 - ST 167:157,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,1.006527048,0.9999474783,intra,intra,16,167,167,1
12.0,GCF_015767875.1 | Streptomyces clavuligerus F1D26 - ST 167:158,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,1.0012131051,0.9999594239,intra,intra,16,167,167,1
12.0,GCF_015767895.1 | Streptomyces clavuligerus F1D31 - ST 167:159,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,1.0017776377,0.9999392957,intra,intra,16,167,167,1
12.0,GCF_015767915.1 | Streptomyces clavuligerus F1D35 - ST 167:160,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.9684646787,0.9999376299,intra,intra,16,167,167,1
12.0,GCF_015767935.1 | Streptomyces clavuligerus F1D28 - ST 167:161,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,1.003495502,0.9999559771,intra,intra,16,167,167,1
12.0,GCF_015912395.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:162,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.8132249418,0.9997566108,intra,intra,16,167,167,1
12.0,GCF_015912435.1 | Streptomyces clavuligerus NCIMB 14335 - ST 167:163,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.8116615460000001,0.9997441009,intra,intra,16,167,167,1
12.0,GCF_015912455.1 | Streptomyces clavuligerus BW0219 - ST 167:164,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.9783347068,0.999826359,intra,intra,16,167,167,1
12.0,GCF_015912465.1 | Streptomyces clavuligerus BW0220 - ST 167:165,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.9779367193,0.9997691875,intra,intra,16,167,167,1
12.0,GCF_015912875.1 | Streptomyces clavuligerus DSM 738 - ST 167:166,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.8125792949,0.9997647094,intra,intra,16,167,167,1
12.0,GCF_015912895.1 | Streptomyces clavuligerus NRRL 3585 - ST 167:167,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.8127877784,0.9997570383,intra,intra,16,167,167,1
12.0,GCF_015912925.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:168,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.8449598944000001,0.9996214514,intra,intra,16,167,167,1
12.0,GCF_015912945.1 | Streptomyces clavuligerus NCIMB 12785 - ST 167:169,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.8135558877,0.9997059982,intra,intra,16,167,167,1
12.0,GCF_015912975.1 | Streptomyces clavuligerus BW0218 - ST 167:170,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.9799506396,0.9997949295,intra,intra,16,167,167,1
12.0,GCF_015912985.1 | Streptomyces clavuligerus BW0217 - ST 167:171,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.9760498734,0.9997322244,intra,intra,16,167,167,1
12.0,GCF_015912995.1 | Streptomyces clavuligerus BW0216 - ST 167:172,GCF_015767755.1 | Streptomyces clavuligerus F1D4 - ST 167:153,1,0.9806365117,0.9998098942,intra,intra,16,167,167,1
12.0,GCF_000148465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:146,GCF_015767775.1 | Streptomyces clavuligerus F1D7 - ST 167:154,1,0.8221574832,0.9998691019,intra,intra,16,167,167,1
12.0,GCF_000163875.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:147,GCF_015767775.1 | Streptomyces clavuligerus F1D7 - ST 167:154,1,0.8631694779,0.9998613602,intra,intra,16,167,167,1
12.0,GCF_001693675.1 | Streptomyces clavuligerus F613-1 - ST 167:148,GCF_015767775.1 | Streptomyces clavuligerus F1D7 - ST 167:154,1,0.9997744626,0.9999712744,intra,intra,16,167,167,1
12.0,GCF_003454755.1 | Streptomyces clavuligerus F1D-5 - ST 167:149,GCF_015767775.1 | Streptomyces clavuligerus F1D7 - ST 167:154,1,0.9491788501,0.9995395808,intra,intra,16,167,167,1
12.0,GCF_005519465.1 | Streptomyces clavuligerus ATCC 27064 - ST 167:150,GCF_015767775.1 | Streptomyces clavuligerus F1D7 - ST 167:154,1,0.8841320183,0.9998984657,intra,intra,16,167,167,1
12.0,GCF_015708605.1 | Streptomyces clavuligerus Leon-isolate - ST 167:151,GCF_015767775.1 | Streptomyces clavuligerus F1D7 - ST 167:154,1,0.8721605615,0.9998988407,intra,intra,16,167,167,1
12.0,GCF_015767735.1 | Streptomyces clavuligerus F1D1 - ST 167:152,GCF_015767775.1 | Streptomyces clavuligerus F1D7 - ST 167:154,1,0.9988278957,0.9999846966,intra,intra,16,167,167,1
