	GCF_000261345.2 | Streptomyces globisporus C-1027 - ST 245:245	GCF_000498935.1 | Streptomyces sp. HCCB10043 - ST 259:246	GCF_000698495.1 | Streptomyces sp. NTK 937 - ST 265:247	GCF_000719355.1 | Streptomyces griseus NRRL F-5144 - ST 292:248	GCF_000721185.1 | Streptomyces griseolus NRRL B-2925 - ST 314:249	GCF_000743295.1 | Streptomyces sp. JS01 - ST 329:250	GCF_001746305.1 | Streptomyces sp. EN23 - ST 408:251	GCF_001751305.1 | Streptomyces nanshensis SCSIO M10372 - ST 410:252	GCF_001905405.1 | Streptomyces sp. TSRI0445 - ST 416:253	GCF_001905785.1 | Streptomyces sp. CB02130 - ST 422:254	GCF_002154385.1 | Streptomyces albovinaceus NRRL B-2566 - ST 24:255	GCF_002217715.1 | Streptomyces sp. SS07 - ST 442:256	GCF_002551105.1 | Streptomyces sp. st170 - ST 451:257	GCF_002551135.1 | Streptomyces sp. st140 - ST 452:258	GCF_002551175.1 | Streptomyces sp. st77 - ST 454:259	GCF_002551335.1 | Streptomyces sp. ms184 - ST 457:260	GCF_002551345.1 | Streptomyces sp. ms115 - ST 458:261	GCF_002551375.1 | Streptomyces sp. gb14 - ST 459:262	GCF_002551415.1 | Streptomyces sp. f51 - ST 460:263	GCF_002551435.1 | Streptomyces sp. f150 - ST 462:264	GCF_002551475.1 | Streptomyces sp. b62 - ST 464:265	GCF_002705695.1 | Streptomyces sp. OspMP-M45 - ST 465:266	GCF_002803175.1 | Streptomyces sp. CB02613 - ST 469:267	GCF_002804165.1 | Streptomyces cavourensis 1AS2a - ST 470:268	GCF_002832675.1 | Streptomyces sp. S063 - ST 471:269	GCF_002910775.2 | Streptomyces sp. SM18 - ST 478:270	GCF_003024215.1 | Streptomyces sp. CS149 - ST 486:271	GCF_003116755.1 | Streptomyces sp. CS131 - ST 494:272	GCF_003116775.1 | Streptomyces sp. CS147 - ST 495:273	GCF_003147545.1 | Streptomyces globisporus TFH56 - ST 338:274	GCF_003330865.1 | Streptomyces atratus SCSIO_ZH16 - ST 499:275	GCF_003352445.1 | Streptomyces cavourensis TJ430 - ST 500:276	GCF_003353555.1 | Streptomyces sp. HB202 - ST 501:277	GCF_003949895.1 | Streptomyces sp. WAC04770 - ST 535:278	GCF_003989035.1 | Streptomyces sp. NP10 - ST 546:279	GCF_004000405.1 | Streptomyces sp. B27 - ST 549:280	GCF_006788935.1 | Streptomyces cavourensis DSM 41795 - ST 583:281	GCF_008180165.1 | Streptomyces parvus C05 - ST 595:282	GCF_008632535.1 | Streptomyces parvus NRRL B-1455 - ST 596:283	GCF_009811575.1 | Streptomyces glebosus NBRC 13786 - ST 614:284	GCF_009862465.1 | Streptomyces sp. SID4941 - ST 624:285	GCF_009863145.1 | Streptomyces sp. SID4937 - ST 631:286	GCF_009863235.1 | Streptomyces sp. SID4925 - ST 465:287	GCF_009864905.1 | Streptomyces sp. SID8378 - ST 633:288	GCF_009865365.1 | Streptomyces sp. SID4912 - ST 260:289	GCF_009872565.1 | Streptomyces sp. SID5614 - ST 642:290	GCF_010548175.1 | Streptomyces halstedii SID11342 - ST 647:291	GCF_010548665.1 | Streptomyces parvus SID7590 - ST 654:292	GCF_013363455.1 | Streptomyces sp. CAI-121 - ST 672:293	GCF_013363475.1 | Streptomyces sp. KAI-26 - ST 674:294	GCF_013363655.1 | Streptomyces sp. CAI 127 - ST 676:295	GCF_013363665.1 | Streptomyces sp. CAI-68 - ST 672:296	GCF_013363675.1 | Streptomyces sp. CAI-24 - ST 677:297	GCF_013363735.1 | Streptomyces sp. CAI-155 - ST 678:298	GCF_014648655.1 | Streptomyces atratus JCM 3386 - ST 702:299	GCF_014648875.1 | Streptomyces parvus JCM 4069 - ST 596:300	GCF_014649215.1 | Streptomyces cavourensis JCM 4298 - ST 583:301	GCF_014649535.1 | Streptomyces gelaticus JCM 4376 - ST 706:302	GCF_014649875.1 | Streptomyces rubiginosohelvolus JCM 4415 - ST 708:303	GCF_014656235.1 | Streptomyces glebosus JCM 4954 - ST 614:304	GCF_016612575.1 | Streptomyces sp. MBT67 - ST 734:305	GCF_016612645.1 | Streptomyces sp. MBT61 - ST 734:306	GCF_016612665.1 | Streptomyces sp. MBT60 - ST 736:307	GCF_016612705.1 | Streptomyces sp. MBT56 - ST 737:308	GCF_016612725.1 | Streptomyces sp. MBT54 - ST 737:309	GCF_016612775.1 | Streptomyces sp. MBT98 - ST 737:310	GCF_016654055.1 | Streptomyces sp. MBT55 - ST 740:311	GCF_016654065.1 | Streptomyces sp. MBT59 - ST 734:312	GCF_900090065.1 | Streptomyces sp. OspMP-M45 - ST 465:313	GCF_900091745.1 | Streptomyces sp. DpondAA-D4 - ST 260:314	GCF_900091765.1 | Streptomyces sp. PalvLS-984 - ST 624:315	GCF_900091775.1 | Streptomyces sp. ScaeMP-e83 - ST 631:316	GCF_900091865.1 | Streptomyces sp. DvalAA-19 - ST 791:317	GCF_900092005.1 | Streptomyces sp. Cmuel-A718b - ST 794:318	GCF_900187925.1 | Streptomyces sp. PgraA7 - ST 633:319
GCF_003024215.1 | Streptomyces sp. CS149 - ST 486:271	6206375	5572905	3120259	6326247	3108936	6234547	6307201	4834251	6316238	6196398	5768896	6231645	6344605	6306942	6698130	6343612	6220090	6250215	6225306	6330332	6348447	3105285	6268229	5009239	6329332	3114360	7775341	6736576	6671282	6303018	3137356	5004890	6338960	4744918	6340676	4911713	5023177	6876835	6598688	1508451	3076801	5201952	3110351	6678303	3118206	6220487	3039478	6442619	7068883	5013403	7068557	7068062	5013408	5014159	3149239	6645922	5016733	3099830	6332571	1510455	6113448	6111230	6082178	6139516	6166572	6227194	6237629	6080026	3110351	3113183	3074378	5200971	4993172	6715099	6678303
GCF_003116755.1 | Streptomyces sp. CS131 - ST 494:272	6320135	5383909	3160650	6358048	3123483	6261612	6097743	4890378	6321314	6338251	5779914	6271160	6410208	6339418	6830849	6386496	6253888	6409879	6364556	6406341	6363593	3121669	6298819	4997712	6153983	3129974	6736576	8010476	6861133	6383934	3178222	4986543	6424845	4794463	6356369	4886782	4993612	6779726	7273312	1502449	3091109	5157523	3121844	6887150	3136833	6329917	3069618	6305355	6655358	4978887	6666636	6653809	4978713	4970236	3154217	7331014	4967749	3108819	6339357	1506201	6197173	6188835	6138854	6269251	6283722	6345797	6350024	6162402	3121844	3128494	3088899	5154657	5014936	7461897	6887150
GCF_003116775.1 | Streptomyces sp. CS147 - ST 495:273	6418079	5378620	3115608	6498423	3117754	6392666	6099944	4840565	6430032	6425689	5882570	6415541	6457566	6506482	7593639	6447599	6427479	6490767	6410551	6503444	6518320	3104961	6349098	5002795	6190315	3135691	6671282	6861133	7877244	6449417	3143436	4995418	6494486	4772076	6509821	4881254	4994868	6709813	6790120	1504257	3064167	5199693	3108368	7573009	3108516	6383266	3050191	6329923	6722652	4992497	6732226	6722073	4983257	4989075	3137551	6841696	4982649	3116563	6475102	1501797	6323800	6316013	6298447	6253855	6279442	6333778	6366451	6292385	3108368	3102823	3062751	5197571	4974280	6809069	7573009
GCF_003147545.1 | Streptomyces globisporus TFH56 - ST 338:274	6866079	5218514	3115497	6609994	3125772	6629552	5944165	4829371	7186645	6781199	6549538	6641302	7410192	6693395	6467035	6660088	6597714	6538311	6495294	6636880	6630686	3106923	5817508	5040865	6016082	3125472	6303018	6383934	6449417	7666521	3166285	5052679	7279927	4781081	6627474	4884521	5026043	6283758	6287126	1522875	3069337	5219669	3112337	6455620	3113140	6459634	3051525	5990350	6339739	5013826	6362859	6338319	5029609	5008178	3163599	6334290	4999980	3071901	6607298	1507433	6488441	6489599	6483715	6812893	6847041	6913060	6938636	6470520	3112337	3113416	3067495	5217195	4987867	6313128	6455620
GCF_003330865.1 | Streptomyces atratus SCSIO_ZH16 - ST 499:275	3144172	2789365	2940430	3168247	2931785	3177279	2987548	2910423	3140008	3135404	2985149	3173345	3150034	3173025	3153693	3149835	3147200	3174517	3111730	3187826	3159275	2930122	3068272	3027106	3024524	2946890	3137356	3178222	3143436	3166285	9641288	3036212	3186065	2921465	3178054	2976968	3034404	3142829	3122585	1542421	2919989	3228661	2932098	3174874	2921156	3120639	2861281	3012352	3161163	3022577	3145401	3158979	3017518	3018191	8373688	3145507	3015974	5414518	3169121	1531474	3163436	3141460	3119578	3134437	3145044	3174559	3156847	3120266	2932098	2916544	2917926	3226694	3062809	3146727	3174874
GCF_003352445.1 | Streptomyces cavourensis TJ430 - ST 500:276	5030208	4197588	3142976	5034976	3139564	5031435	4800469	7194546	4998332	5046462	4585581	5076601	4981192	4974167	4991669	5059688	5016406	5040180	4978684	5015294	5044414	3144523	4693161	7375590	4847774	3179905	5004890	4986543	4995418	5052679	3036212	7613757	5034724	6638022	5041589	6550842	7427547	4985306	4967477	1499832	3116650	5866245	3151457	5005151	3147187	4984392	3083024	4858039	5105236	7395456	5109165	5103941	7453924	7317644	3004979	5002204	7386029	3024614	5062958	1487412	4941278	4938847	4936021	4916189	4934470	4985969	4993091	4917878	3151457	3145794	3114829	5863425	7020488	4973725	5005151
GCF_003353555.1 | Streptomyces sp. HB202 - ST 501:277	6799825	5241248	3182346	6657322	3138476	6696188	5985385	4862148	7548874	6818962	6912430	6685548	7385254	6799619	6567687	6897831	6653662	6565730	6552135	6737244	6734638	3140120	5848221	5005272	6068426	3169497	6338960	6424845	6494486	7279927	3186065	5034724	8099206	4785405	6677510	4867019	4986267	6362398	6273177	1510289	3088917	5228601	3139797	6614735	3144889	6476692	3079558	6022971	6375636	4996955	6403118	6373412	5005511	4977767	3158708	6323648	4969193	3075968	6628333	1503723	6565166	6557314	6533691	6784586	6813303	6880549	6902461	6533336	3139797	3141684	3086857	5225908	4968891	6346901	6614735
GCF_003949895.1 | Streptomyces sp. WAC04770 - ST 535:278	4775888	4065888	3041207	4810457	3116883	4796996	4571913	6712048	4775438	4790761	4406125	4796472	4756097	4787721	4782455	4886008	4810821	4847892	4846172	4854083	4840712	3099933	4506867	6652165	4591394	3084875	4744918	4794463	4772076	4781081	2921465	6638022	4785405	8327360	4808858	6195284	6635352	4851237	4764004	1481564	3032488	5608726	3096783	4788583	3116557	4799406	3047607	4749203	4888652	6630233	4868034	4883902	6647187	6649083	2919347	4779106	6628755	2947431	4829194	1483463	4757609	4747504	4741598	4747633	4758524	4797067	4821771	4732960	3096782	3118127	3030418	5607322	7040760	4824795	4788583
GCF_003989035.1 | Streptomyces sp. NP10 - ST 546:279	6583156	5268494	3117098	7277073	3134305	6879638	5966478	4894307	6651785	6607622	6050081	6897578	6667787	6961866	6600766	6759960	6904236	6928820	6830868	6922837	7344435	3133174	5859668	5045507	6017215	3112468	6340676	6356369	6509821	6627474	3178054	5041589	6677510	4808858	7677866	4922582	5027626	6378900	6303629	1528830	3103754	5301002	3134246	6637977	3126777	6770680	3058834	6126060	6449197	5044897	6494832	6446625	5042596	5032317	3199849	6346697	5030458	3120429	7216430	1530515	6807246	6807575	6795427	6526017	6550487	6614432	6656896	6784766	3134246	3126132	3101943	5298606	5036492	6364627	6637977
GCF_004000405.1 | Streptomyces sp. B27 - ST 549:280	4917736	4118960	3070875	4909170	3073545	4921257	4721168	7077676	4856197	4925334	4477405	4915166	4864908	4887164	4903215	4875482	4881702	4919060	4868334	4921382	4946433	3082382	4638787	6531401	4724493	3117524	4911713	4886782	4881254	4884521	2976968	6550842	4867019	6195284	4922582	7626984	6533508	4895861	4886270	1462007	3066088	5591732	3082319	4906258	3073757	4868295	3040852	4672627	4959453	6552880	4946687	4957608	6566817	6518219	2968485	4920794	6530332	3012361	4926026	1464409	4802796	4803939	4803356	4725848	4741989	4786712	4812015	4783788	3082319	3074159	3063337	5589429	6567537	4888241	4906258
GCF_006788935.1 | Streptomyces cavourensis DSM 41795 - ST 583:281	5011311	4184333	3149109	5021223	3138473	5002722	4771624	7160765	4972089	5017382	4569249	5051908	4963432	4993887	4981664	5036998	5015166	5021202	4959756	5004280	5029971	3146086	4723707	7374527	4831797	3169885	5023177	4993612	4994868	5026043	3034404	7427547	4986267	6635352	5027626	6533508	7670394	4998982	4974050	1502675	3113700	5853070	3151577	5001306	3142428	4973578	3078440	4856452	5118505	7302414	5107571	5116708	7396779	7304066	3011035	5008775	7669576	3036333	5055107	1495428	4931434	4930458	4918146	4913468	4919832	4972294	4985184	4906985	3151577	3141538	3111874	5849546	7020362	4992395	5001306
GCF_008180165.1 | Streptomyces parvus C05 - ST 595:282	6203373	5567917	3152851	6351752	3147155	6311008	6169193	5017019	6293447	6242687	5764124	6286647	6318437	6339843	6720088	6485667	6294768	6347707	6361493	6484761	6387459	3149750	6321370	4987077	6223679	3197406	6876835	6779726	6709813	6283758	3142829	4985306	6362398	4851237	6378900	4895861	4998982	8755172	6690045	1499647	3104307	5201475	3150935	6789716	3161416	6332032	3104840	6527162	6946947	4978437	6943351	6943623	4981594	4989065	3141411	6711758	4993525	3101544	6337395	1502489	6208741	6197596	6172393	6263983	6277607	6336199	6347925	6177528	3150935	3158503	3100880	5198973	5042639	6914421	6789716
GCF_008632535.1 | Streptomyces parvus NRRL B-1455 - ST 596:283	6240453	5384121	3131675	6294311	3121233	6322692	6063115	4896139	6236521	6288007	5710642	6265978	6303999	6287464	6769915	6327869	6218352	6305883	6262861	6329433	6309757	3109969	6268562	4972721	6080253	3115373	6598688	7273312	6790120	6287126	3122585	4967477	6273177	4764004	6303629	4886270	4974050	6690045	7985796	1490705	3075770	5180948	3105979	6826813	3115754	6236828	3046053	6268608	6662658	4974727	6649511	6660718	4983595	4965546	3121446	7980535	4964932	3074982	6303706	1491956	6192036	6175838	6103196	6205715	6228000	6287588	6294471	6149540	3105979	3113873	3074306	5178324	4979807	7297368	6826813
GCF_009811575.1 | Streptomyces glebosus NBRC 13786 - ST 614:284	1532476	1393250	1362372	1522483	1378859	1526648	1425451	1423357	1502976	1521288	1421694	1549670	1502402	1531877	1518106	1518217	1530330	1517906	1510291	1524250	1531570	1369783	1497222	1508906	1452650	1366455	1508451	1502449	1504257	1522875	1542421	1499832	1510289	1481564	1528830	1462007	1502675	1499647	1490705	8442457	1365045	1532016	1375729	1516430	1367629	1507583	1367335	1489281	1538889	1500421	1536048	1538747	1485594	1489642	1558451	1505419	1493222	1573296	1546254	8433845	1534410	1530637	1495256	1500461	1501771	1520726	1513733	1521194	1375729	1368677	1363930	1530937	1502288	1506527	1516430
GCF_009862465.1 | Streptomyces sp. SID4941 - ST 624:285	3096366	2756142	6553226	3113420	6666996	3094949	3038735	2883940	3082731	3081124	2924200	3081800	3052661	3113970	3077950	3105588	3082488	3100273	3078749	3104179	3105778	6670620	3022215	3134774	3033386	6565481	3076801	3091109	3064167	3069337	2919989	3116650	3088917	3032488	3103754	3066088	3113700	3104307	3075770	1365045	7123431	3222647	6663315	3088839	6640747	3076112	6336375	2968174	3092092	3121336	3085781	3090845	3118365	3110591	2945412	3091860	3111903	2906207	3115961	1364141	3054208	3042010	3011195	3041703	3049240	3079779	3069144	3037844	6663315	6642716	7098159	3221071	3147553	3084168	3088839
GCF_009863145.1 | Streptomyces sp. SID4937 - ST 631:286	5228577	4366353	3250085	5267201	3272634	5244281	4936356	5693025	5215406	5243227	4764499	5246404	5213005	5237343	5241019	5329687	5222546	5249895	5198866	5269940	5304913	3276569	4902545	5871821	4990178	3264542	5201952	5157523	5199693	5219669	3228661	5866245	5228601	5608726	5301002	5591732	5853070	5201475	5180948	1532016	3222647	7839483	3274550	5240669	3271646	5182264	3191790	5074832	5335921	5861294	5326689	5335914	5875135	5831833	3206393	5221922	5842247	3178225	5284964	1532176	5133469	5133412	5124402	5197710	5209623	5262493	5266371	5116447	3274550	3270121	3219297	7833966	5877628	5209418	5240669
GCF_009863235.1 | Streptomyces sp. SID4925 - ST 465:287	3126845	2748792	6724484	3145791	6941856	3135414	3062667	2916268	3123835	3132710	2930955	3130754	3103026	3129961	3133550	3134038	3130343	3144622	3110724	3136216	3141040	7407822	3045076	3158268	3060495	6704172	3110351	3121844	3108368	3112337	2932098	3151457	3139797	3096783	3134246	3082319	3151577	3150935	3105979	1375729	6663315	3274550	7407922	3131690	7024131	3105796	6425895	2994663	3133863	3152221	3117538	3132334	3144419	3145276	2946498	3128642	3144149	2916028	3142267	1374431	3115330	3101983	3070235	3077093	3082159	3114444	3110643	3093244	7407822	7006444	6659404	3275125	3193670	3111666	3131690
GCF_009864905.1 | Streptomyces sp. SID8378 - ST 633:288	6433959	5399556	3165900	6645144	3123735	6455490	6128632	4868239	6487616	6481030	5918168	6447701	6555722	6605200	7764527	6526830	6466088	6596483	6492538	6531536	6676845	3131690	6321856	5019671	6193053	3149818	6678303	6887150	7573009	6455620	3174874	5005151	6614735	4788583	6637977	4906258	5001306	6789716	6826813	1516430	3088839	5240669	3131690	8317680	3129529	6427403	3077682	6366551	6745424	5009160	6770862	6743204	5004388	4998808	3165768	6868734	4994433	3103777	6527335	1506088	6413920	6416131	6341790	6344553	6366952	6424305	6437779	6383674	3132345	3122638	3085556	5240570	4985246	6844815	8317220
GCF_009865365.1 | Streptomyces sp. SID4912 - ST 260:289	3120007	2757449	6709650	3127991	6952918	3121703	3068456	2937504	3126669	3101092	2932773	3122444	3112067	3116548	3112082	3130022	3131300	3140606	3103334	3134557	3146579	7024131	3046866	3141505	3056594	6716034	3118206	3136833	3108516	3113140	2921156	3147187	3144889	3116557	3126777	3073757	3142428	3161416	3115754	1367629	6640747	3271646	7024131	3129529	7295516	3115017	6484059	2985364	3139068	3151110	3121540	3137892	3140314	3144313	2949052	3133138	3138628	2936591	3129191	1364963	3123643	3112851	3057472	3066581	3072360	3103303	3116728	3102998	7053965	7301238	6636614	3268833	3190487	3120001	3127814
GCF_009872565.1 | Streptomyces sp. SID5614 - ST 642:290	6465344	5136720	3089750	6787220	3135088	6734150	5860769	4825584	6449400	6464573	5883135	6752037	6521764	6719464	6419608	6608085	6755932	7112672	7151595	6857214	6799359	3105796	5829460	4988903	5879876	3110412	6220487	6329917	6383266	6459634	3120639	4984392	6476692	4799406	6770680	4868295	4973578	6332032	6236828	1507583	3076112	5182264	3105796	6427403	3115017	7422738	3043212	6108065	6402293	4969059	6385558	6401737	4979999	4980718	3124891	6277628	4962154	3077165	6778457	1495291	6668242	6667637	6656795	6428666	6448117	6513072	6579236	6643310	3098303	3108696	3068218	5174282	4998766	6349588	6423603
GCF_010548175.1 | Streptomyces halstedii SID11342 - ST 647:291	3045097	2728460	6372901	3077029	6465758	3073167	3012907	2897776	3053888	3034623	2869360	3069005	3053159	3068028	3068577	3073021	3066474	3073699	3041912	3060981	3082519	6425895	3006859	3093075	3008142	6714347	3039478	3069618	3050191	3051525	2861281	3083024	3079558	3047607	3058834	3040852	3078440	3104840	3046053	1367335	6336375	3191790	6425895	3077682	6484059	3043212	7840907	2944762	3087766	3081251	3064160	3086976	3079168	3067011	2855568	3063813	3064796	2871565	3074597	1361958	3034398	3024071	2995169	3003047	3024118	3041675	3051279	3017554	6426231	6482930	6323951	3184178	3119754	3059220	3076452
GCF_010548665.1 | Streptomyces parvus SID7590 - ST 654:292	6008504	5504778	2988072	6119646	2995229	6073146	5875178	4697141	5992832	6004553	5481586	6105693	6016462	6073877	6345329	6282966	6106168	6145520	6141190	6198353	6137207	2994663	6046983	4850305	5931502	2993870	6442619	6305355	6329923	5990350	3012352	4858039	6022971	4749203	6126060	4672627	4856452	6527162	6268608	1489281	2968174	5074832	2994663	6366551	2985364	6108065	2944762	8057313	6766459	4847087	6750381	6764767	4860410	4828372	3011467	6300359	4844803	2964462	6135937	1473227	6020603	6019395	5973838	6055341	6073190	6122995	6155587	5991822	2992934	2981172	2963722	5074257	4957214	6419411	6364675
GCF_013363455.1 | Streptomyces sp. CAI-121 - ST 672:293	6309339	5713366	3127398	6436526	3164220	6415626	6273951	4963433	6345677	6299394	5783096	6413602	6368623	6422976	6781050	6607819	6382136	6425015	6425961	6495002	6476564	3133863	6303480	5096306	6288729	3148929	7068883	6655358	6722652	6339739	3161163	5105236	6375636	4888652	6449197	4959453	5118505	6946947	6662658	1538889	3092092	5335921	3133863	6745424	3139068	6402293	3087766	6766459	8164319	5126826	7917451	8186345	5119156	5108528	3172004	6707764	5116489	3151301	6452675	1532514	6312920	6308633	6244758	6312731	6338200	6394238	6444024	6284508	3131638	3137124	3092545	5334425	5125732	6755666	6749970
GCF_013363475.1 | Streptomyces sp. KAI-26 - ST 674:294	5006145	4191909	3128171	5036996	3156078	5015041	4794560	7157491	5003237	5023574	4586436	5044168	4995207	4985462	5012084	5049631	5039990	5007801	4976808	5024089	5054081	3152221	4695571	7303779	4812612	3169908	5013403	4978887	4992497	5013826	3022577	7395456	4996955	6630233	5044897	6552880	7302414	4978437	4974727	1500421	3121336	5861294	3152221	5009160	3151110	4969059	3081251	4847087	5126826	7726528	5115355	5126517	7373453	7433826	3014460	5010768	7296022	3033017	5062913	1494365	4938531	4944047	4926669	4912903	4926235	4979319	4991458	4919144	3154013	3150931	3124824	5856803	7039730	4984217	5014240
GCF_013363655.1 | Streptomyces sp. CAI 127 - ST 676:295	6327048	5712612	3115345	6476771	3124418	6394816	6294921	4937644	6366971	6314133	5816210	6413606	6382178	6438871	6786408	6622819	6398841	6470041	6445093	6519453	6500037	3117538	6293369	5104843	6341927	3135843	7068557	6666636	6732226	6362859	3145401	5109165	6403118	4868034	6494832	4946687	5107571	6943351	6649511	1536048	3085781	5326689	3117538	6770862	3121540	6385558	3064160	6750381	7917451	5115355	8200570	7904770	5106602	5084642	3157694	6697343	5097144	3121457	6473695	1529701	6330278	6325704	6265095	6330011	6357480	6411733	6471095	6301201	3115994	3118538	3086724	5321266	5116949	6743930	6770938
GCF_013363665.1 | Streptomyces sp. CAI-68 - ST 672:296	6308460	5711736	3124502	6436104	3162120	6408671	6272287	4960396	6343660	6298713	5781599	6408355	6367957	6421596	6779123	6604683	6380488	6424379	6424714	6495773	6475960	3132334	6301038	5094754	6287607	3145911	7068062	6653809	6722073	6338319	3158979	5103941	6373412	4883902	6446625	4957608	5116708	6943623	6660718	1538747	3090845	5335914	3132334	6743204	3137892	6401737	3086976	6764767	8186345	5126517	7904770	8163649	5119078	5105914	3168987	6706026	5113106	3148865	6449905	1535298	6309783	6305713	6242887	6306223	6333450	6389800	6440932	6281001	3131960	3137913	3091636	5330421	5127268	6754267	6750476
GCF_013363675.1 | Streptomyces sp. CAI-24 - ST 677:297	5031698	4209238	3116696	5042261	3147743	5026116	4802350	7167511	5006082	5055397	4587763	5048047	4994788	4991890	4999259	5060616	5024358	5019140	4977627	5012060	5046265	3144419	4711402	7353250	4817755	3170201	5013408	4978713	4983257	5029609	3017518	7453924	5005511	6647187	5042596	6566817	7396779	4981594	4983595	1485594	3118365	5875135	3144419	5004388	3140314	4979999	3079168	4860410	5119156	7373453	5106602	5119078	7654869	7380808	3008875	5024519	7412873	3027667	5059555	1479891	4927772	4930022	4944653	4934682	4946052	4996982	5007306	4903431	3148672	3140478	3121790	5871062	7053816	4986119	5008381
GCF_013363735.1 | Streptomyces sp. CAI-155 - ST 678:298	4999710	4170915	3119181	5042294	3140316	5011686	4777227	7132044	4987696	5009717	4576402	5032377	4963707	4994664	4994565	5023524	5011778	5014475	4992932	5001333	5041937	3145276	4723994	7274630	4808922	3165120	5014159	4970236	4989075	5008178	3018191	7317644	4977767	6649083	5032317	6518219	7304066	4989065	4965546	1489642	3110591	5831833	3145276	4998808	3144313	4980718	3067011	4828372	5108528	7433826	5084642	5105914	7380808	7598393	3008454	5004279	7300876	3034484	5053315	1487511	4927245	4931082	4923926	4888678	4899401	4952000	4962894	4907271	3145163	3140665	3111961	5827529	7020243	4997367	5001808
GCF_014648655.1 | Streptomyces atratus JCM 3386 - ST 702:299	3135391	2802233	2932579	3180097	2948107	3161397	3014831	2884326	3148004	3123594	2981470	3164589	3141584	3181187	3162917	3148762	3153538	3169540	3113158	3191180	3181036	2946498	3072507	3005505	3026685	2940051	3149239	3154217	3137551	3163599	8373688	3004979	3158708	2919347	3199849	2968485	3011035	3141411	3121446	1558451	2945412	3206393	2946498	3165768	2949052	3124891	2855568	3011467	3172004	3014460	3157694	3168987	3008875	3008454	9827082	3146712	3013693	5497302	3167632	1558745	3123261	3121578	3116030	3099040	3108915	3139361	3131531	3098326	2944349	2944966	2942860	3207704	3059140	3142673	3166227
GCF_014648875.1 | Streptomyces parvus JCM 4069 - ST 596:300	6285449	5409025	3148640	6339343	3140285	6368267	6111702	4949626	6281056	6332296	5735873	6312076	6353696	6333160	6825072	6371326	6263471	6356440	6305895	6376773	6354453	3128642	6308772	5007803	6129156	3129803	6645922	7331014	6841696	6334290	3145507	5002204	6323648	4779106	6346697	4920794	5008775	6711758	7980535	1505419	3091860	5221922	3128642	6868734	3133138	6277628	3063813	6300359	6707764	5010768	6697343	6706026	5024519	5004279	3146712	8032801	5000263	3095322	6349436	1502124	6221709	6205205	6133982	6235827	6263888	6320415	6327485	6179382	3125575	3129140	3088135	5216679	5016244	7325149	6880281
GCF_014649215.1 | Streptomyces cavourensis JCM 4298 - ST 583:301	5000968	4187857	3119780	5024562	3138406	5003569	4769856	7148516	4975411	5014905	4571269	5029415	4965369	4990623	4982109	5034715	5015277	5019745	4960023	5003423	5032893	3144149	4720299	7335000	4805389	3148846	5016733	4967749	4982649	4999980	3015974	7386029	4969193	6628755	5030458	6530332	7669576	4993525	4964932	1493222	3111903	5842247	3144149	4994433	3138628	4962154	3064796	4844803	5116489	7296022	5097144	5113106	7412873	7300876	3013693	5000263	7625581	3036118	5053715	1492403	4926859	4925239	4914466	4903642	4914363	4966543	4981021	4903613	3144234	3135611	3108364	5837402	7012756	4992929	4995530
GCF_014649535.1 | Streptomyces gelaticus JCM 4376 - ST 706:302	3106542	2765942	2934905	3120262	2942891	3131025	2981370	2907845	3062098	3105087	2901660	3116187	3055868	3111880	3117046	3100683	3126317	3116140	3099801	3135890	3129413	2916028	3050092	3038340	2996419	2935398	3099830	3108819	3116563	3071901	5414518	3024614	3075968	2947431	3120429	3012361	3036333	3101544	3074982	1573296	2906207	3178225	2916028	3103777	2936591	3077165	2871565	2964462	3151301	3033017	3121457	3148865	3027667	3034484	5497302	3095322	3036118	7755498	3113120	1570849	3075544	3068316	3057870	3036630	3043360	3068331	3074066	3054221	2920076	2936953	2901852	3176244	3041251	3113912	3104173
GCF_014649875.1 | Streptomyces rubiginosohelvolus JCM 4415 - ST 708:303	6602047	5245380	3133405	7169631	3153491	6898616	5961389	4917546	6593550	6586039	6016034	6922441	6662466	6868671	6498225	6749960	6936218	6909323	6836035	6915667	7221794	3142267	5868561	5069378	5999228	3136353	6332571	6339357	6475102	6607298	3169121	5062958	6628333	4829194	7216430	4926026	5055107	6337395	6303706	1546254	3115961	5284964	3142267	6527335	3129191	6778457	3074597	6135937	6452675	5062913	6473695	6449905	5059555	5053315	3167632	6349436	5053715	3113120	7548572	1538124	6851969	6850697	6803324	6555428	6584948	6642967	6697062	6829384	3143997	3130898	3118047	5280587	5059959	6369005	6527538
GCF_014656235.1 | Streptomyces glebosus JCM 4954 - ST 614:304	1523238	1394186	1364703	1523352	1379089	1529782	1429143	1418743	1503966	1524300	1422917	1543552	1503805	1532462	1516912	1518400	1532420	1516842	1510877	1529189	1530156	1374431	1497710	1491296	1444351	1356050	1510455	1506201	1501797	1507433	1531474	1487412	1503723	1483463	1530515	1464409	1495428	1502489	1491956	8433845	1364141	1532176	1374431	1506088	1364963	1495291	1361958	1473227	1532514	1494365	1529701	1535298	1479891	1487511	1558745	1502124	1492403	1570849	1538124	8393947	1533442	1528748	1493112	1499089	1500379	1513920	1508670	1519318	1377816	1367157	1362128	1530767	1506879	1504646	1513990
