	GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1	GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2	GCF_000239075.1 | Streptomyces sp. W007 - ST 243:3	GCF_000364805.1 | Streptomyces sp. PAMC 26508 - ST 252:4	GCF_000373405.1 | Streptomyces sp. ScaeMP-e10 - ST 253:5	GCF_000385945.1 | Streptomyces fulvissimus DSM 40593 - ST 174:6	GCF_000716025.1 | Streptomyces baarnensis NRRL B-2842 - ST 268:7	GCF_000716935.1 | Streptomyces alboviridis NRRL B-1579 - ST 38:8	GCF_000717795.1 | Streptomyces griseus NRRL WC-3480 - ST 275:9	GCF_000720395.1 | Streptomyces flavovirens NRRL B-2182 - ST 309:10	GCF_000720405.1 | Streptomyces sp. NRRL B-24051 - ST 310:11	GCF_000721595.1 | Streptomyces sp. NRRL S-325 - ST 318:12	GCF_001189025.1 | Streptomyces europaeiscabiei NCPPB 4064 - ST 349:13	GCF_001418625.1 | Streptomyces luridiscabiei NRRL B-24455 - ST 372:14	GCF_001426325.1 | Streptomyces sp. Root1295 - ST 376:15	GCF_001427565.1 | Streptomyces sp. Root63 - ST 376:16	GCF_001434355.1 | Streptomyces anulatus ATCC 11523 - ST 378:17	GCF_001723115.1 | Streptomyces griseus NRRL B-2165 - ST 12:18	GCF_001905485.1 | Streptomyces sp. TSRI0261 - ST 417:19	GCF_001905525.1 | Streptomyces sp. TSRI0395 - ST 419:20	GCF_001905575.1 | Streptomyces sp. CB00072 - ST 420:21	GCF_001905645.1 | Streptomyces sp. CB02115 - ST 421:22	GCF_002188345.1 | Streptomyces sp. CS057 - ST 441:23	GCF_002551015.1 | Streptomyces sp. wa1071 - ST 449:24	GCF_002551045.1 | Streptomyces sp. wa1063 - ST 450:25	GCF_002551055.1 | Streptomyces sp. wa1002 - ST 449:26	GCF_002551145.1 | Streptomyces sp. st115 - ST 453:27	GCF_002551225.1 | Streptomyces sp. rh206 - ST 455:28	GCF_002551305.1 | Streptomyces sp. or20 - ST 456:29	GCF_002551465.1 | Streptomyces sp. b84 - ST 463:30	GCF_002910875.1 | Streptomyces sp. SM13 - ST 480:31	GCF_002910905.1 | Streptomyces sp. SM11 - ST 481:32	GCF_002910935.1 | Streptomyces sp. B226SN101 - ST 482:33	GCF_002910985.1 | Streptomyces sp. B188M101 - ST 482:34	GCF_003116675.1 | Streptomyces sp. CS090A - ST 492:35	GCF_003367645.1 | Streptomyces sp. IB2014 011-12 - ST 503:36	GCF_003610995.1 | Streptomyces griseus ATCC 13273 - ST 509:37	GCF_004524875.1 | Streptomyces sp. S501 - ST 566:38	GCF_005234185.1 | Streptomyces sp. BPSDS2 - ST 574:39	GCF_009862355.1 | Streptomyces sp. SID7834 - ST 623:40	GCF_009865505.1 | Streptomyces sp. SID2119 - ST 637:41	GCF_009866455.1 | Streptomyces griseus CGMCC 4.18 - ST 12:42	GCF_009872615.1 | Streptomyces sp. SID5594 - ST 253:43	GCF_010548045.1 | Streptomyces anulatus SID10689 - ST 645:44	GCF_010548165.1 | Streptomyces cyaneofuscatus SID10855 - ST 646:45	GCF_010548505.1 | Streptomyces sp. SID14515 - ST 652:46	GCF_010548615.1 | Streptomyces anulatus SID505 - ST 653:47	GCF_010548705.1 | Streptomyces anulatus SID7903 - ST 655:48	GCF_010550525.1 | Streptomyces anulatus SID9598 - ST 655:49	GCF_013167895.1 | Streptomyces fulvorobeus NBRC 15897 - ST 51:50	GCF_013364315.1 | Streptomyces fulvissimus NA06532 - ST 681:51	GCF_013409565.1 | Streptomyces fulvorobeus DSM 41455 - ST 51:52	GCF_014495705.1 | Streptomyces sp. CB00271 - ST 417:53	GCF_014655335.1 | Streptomyces griseus JCM 4516 - ST 718:54	GCF_016653995.1 | Streptomyces sp. MBT58 - ST 739:55	GCF_016772455.1 | Streptomyces fulvissimus DF - ST 745:56	GCF_016901035.1 | Streptomyces sp. RHZ10 - ST 748:57	GCF_017358145.1 | Streptomyces sp. CA-256286 - ST 752:58	GCF_018070665.1 | Streptomyces sp. 404i - ST 768:59	GCF_018070745.1 | Streptomyces sp. C3-3 - ST 769:60	GCF_018530825.1 | Streptomyces sp. Tu10 - ST 772:61	GCF_018619185.1 | Streptomyces sp. McG3 - ST 776:62	GCF_019049185.1 | Streptomyces anulatus AC569_RSS891 - ST 782:63	GCF_900091905.1 | Streptomyces sp. OspMP-M43 - ST 793:64	GCF_900105705.1 | Streptomyces griseus DSM 40236 - ST 12:65	GCF_900460065.1 | Streptomyces griseus NCTC13033 - ST 12:66
GCF_002910905.1 | Streptomyces sp. SM11 - ST 481:32	5404563	5385441	5558844	3043745	4809711	4906421	5581860	4978535	5311237	3032971	3037993	3047685	5573234	4680599	5620375	5627067	5602868	5081116	5495689	5595133	5569891	5570126	5462889	5519779	5522294	5531923	5539974	5562232	5590903	5566079	5686497	8000960	5573019	5542110	4786731	4797568	4647775	3072994	5533597	2631576	4488891	5377728	4806794	5421905	4855292	5507766	5290860	5434103	5273713	2991888	4862578	2990333	5394341	5578685	4701124	4829104	5186909	4853021	5563654	5547317	5567089	5409155	5493249	5130010	5410779	5374767
GCF_002910935.1 | Streptomyces sp. B226SN101 - ST 482:33	5960907	5962780	6278435	3378742	5378013	5519849	7648039	5488211	5810288	3393929	3392074	3388919	6334224	5292164	6328326	6335955	6346962	5600882	6167090	6318338	6245064	6302274	6146246	6169517	6157337	6192659	7470673	6230259	6355814	6227132	6805369	5573019	8273663	8212919	5329420	5317484	5171024	3358009	7165325	2917686	5051224	5922449	5375750	6078625	5398009	6684556	5935376	6087758	5908788	3129697	5499910	3131601	6016636	7621161	5301393	5459976	5935272	5482498	6287112	6308948	6292186	6008583	6206957	5642430	5971749	5921806
GCF_002910985.1 | Streptomyces sp. B188M101 - ST 482:34	5922642	5929988	6240694	3364124	5347004	5481333	7592437	5454061	5774410	3379213	3376746	3374610	6295365	5265028	6287757	6296616	6306994	5571555	6130457	6278161	6205546	6261616	6110497	6141327	6127880	6160941	7416006	6195068	6316493	6191004	6779514	5542110	8212919	8223974	5302805	5287078	5143380	3348741	7116775	2912045	5038247	5886853	5348522	6047743	5379584	6642212	5917918	6057993	5898350	3119948	5468270	3121720	5984972	7567331	5274922	5428435	5904312	5450697	6246633	6268279	6254541	5977822	6169994	5633191	5934052	5884773
GCF_003116675.1 | Streptomyces sp. CS090A - ST 492:35	5431602	5404823	5408077	3325839	7602526	6255833	5391001	6295921	5361542	3306862	3302427	3305494	5446311	6082347	5481114	5492988	5484265	5109981	5323965	5461943	5436189	5500209	5310933	5283911	5273673	5313939	5411844	5350338	5522072	5376367	5178005	4786731	5329420	5302805	8298873	6846412	5826633	3320565	5496795	2858371	6511168	5425656	7612120	5266926	7075365	5504127	5139783	5295090	5124056	3093304	6325360	3094330	5185917	5397298	6124320	6256719	5118940	6287731	5346853	5330161	5455043	5256201	5380546	5189448	5433702	5401301
GCF_003367645.1 | Streptomyces sp. IB2014 011-12 - ST 503:36	5283697	5280514	5305149	3320151	6876904	6217279	5379291	6324737	5258957	3324557	3319712	3354721	5394913	5960147	5380862	5392388	5381648	4974995	5277515	5370327	5349000	5403155	5246328	5313217	5315483	5276756	5447958	5307746	5397605	5346894	5194641	4797568	5317484	5287078	6846412	8153082	5846757	3295200	5451243	2872397	6451803	5277088	6885008	5166319	7194894	5494097	5123195	5192083	5014229	3116341	6198216	3115146	5244039	5366960	5999508	6149889	5072986	6169926	5343811	5348981	5375724	5255100	5307033	5051245	5281991	5247153
GCF_003610995.1 | Streptomyces griseus ATCC 13273 - ST 509:37	5062574	5048645	5032110	3240546	5874103	5909848	5206643	5886324	5011101	3204662	3190299	3232622	5083109	5802966	5102605	5115447	5110020	4738592	5021270	5132687	5076595	5156921	4969552	4948305	4959372	4974042	5200857	5059953	5118595	5033561	5051860	4647775	5171024	5143380	5826633	5846757	7238194	3234715	5245005	2760293	5743133	5037094	5866609	4942422	5871752	5220664	4835137	4941749	4769424	3060553	5999803	3060082	5011168	5219964	5803408	5981385	4867717	6009139	5080193	5050807	5108754	4955666	4983399	4764205	5068381	5037250
GCF_004524875.1 | Streptomyces sp. S501 - ST 566:38	3340387	3327511	3313200	6996440	3300216	3369287	3359260	3367806	3284939	6825365	6834702	6802024	3360368	3248816	3391719	3400847	3391085	3145514	3302180	3369707	3353949	3381781	3288551	3259785	3294568	3292669	3341894	3330098	3391002	3336773	3260354	3072994	3358009	3348741	3320565	3295200	3234715	7461832	3332619	6267308	3109310	3324329	3301470	3279452	3352246	3351360	3214971	3299203	3203228	3250551	3394792	3251061	3290608	3382324	3270134	3354256	3156908	3367878	3383014	3376741	3380661	3275476	3352394	3193000	3340425	3329923
GCF_005234185.1 | Streptomyces sp. BPSDS2 - ST 574:39	6049579	6021696	6345989	3336583	5542903	5620138	7205490	5622119	5921335	3351937	3344255	3354410	6403018	5426968	6390496	6400096	6420572	5685673	6274961	6410142	6351819	6383194	6212117	6227282	6245983	6255168	7213521	6253590	6405493	6305973	6697310	5533597	7165325	7116775	5496795	5451243	5245005	3332619	8272875	2890303	5167570	6052010	5545527	6183046	5545258	7001439	6005323	6159522	5962878	3109032	5598731	3110400	6043599	7212713	5415008	5592223	5883705	5588345	6293391	6247108	6382230	6026280	6254456	5724016	6066827	6015445
GCF_009862355.1 | Streptomyces sp. SID7834 - ST 623:40	2879217	2889338	2878650	6523355	2866029	2908327	2924930	2945563	2859616	6561423	6547292	6451075	2930855	2807309	2954158	2967537	2918030	2726070	2885735	2920595	2942790	2925079	2882135	2833004	2865006	2855057	2900253	2922627	2972213	2896796	2875057	2631576	2917686	2912045	2858371	2872397	2760293	6267308	2890303	7336691	2608883	2796866	2779220	2772425	2811331	2833083	2705487	2776111	2709787	2720421	2846117	2723359	2790348	2851596	2749695	2779587	2676219	2818939	2865005	2860144	2841059	2782240	2869740	2689174	2799842	2779621
GCF_009865505.1 | Streptomyces sp. SID2119 - ST 637:41	4985023	4970019	5031400	3111134	6561854	5936084	5081163	5983296	4919710	3129207	3100144	3125181	5068966	5831897	5084906	5099955	5065742	4711214	4974921	5065659	5048550	5123144	4928127	4964428	4955883	4982920	5107481	5032288	5120348	5003687	4942721	4488891	5051224	5038247	6511168	6451803	5743133	3109310	5167570	2608883	7657831	4975193	6559777	4902663	6616997	5205349	4831370	4932926	4821731	2925564	6000275	2925428	4877036	5086129	5849603	5967869	4808132	6004755	5012177	5025154	5060490	4953958	4956897	4800400	4982015	4951487
GCF_009866455.1 | Streptomyces griseus CGMCC 4.18 - ST 12:42	8496871	7927690	6537605	3339320	5426073	5382300	5978695	5412127	7737261	3335161	3354565	3338291	6554298	5290649	6607592	6619424	6567850	8045025	6376533	6550579	6538393	6631473	6487930	6452667	6463765	6475230	5963917	6428686	6621018	6540179	5744796	5377728	5922449	5886853	5425656	5277088	5037094	3324329	6052010	2796866	4975193	8474298	5423350	6448603	5344699	6040269	6283929	6463955	6265003	3095704	5456519	3095989	6104698	5961006	5283387	5421824	5641676	5443258	6331366	6325142	6576625	6849008	6462397	7581426	8599063	8535625
GCF_009872615.1 | Streptomyces sp. SID5594 - ST 253:43	5427608	5433769	5429176	3325090	8074805	6295986	5409972	6352791	5345291	3317786	3308506	3330709	5472139	6116154	5490685	5506096	5483446	5107371	5335519	5495623	5466086	5508525	5347322	5323109	5336713	5353594	5425816	5366434	5521983	5431341	5188862	4806794	5375750	5348522	7612120	6885008	5866609	3301470	5545527	2779220	6559777	5423350	8075580	5265134	7197182	5535786	5147536	5286478	5107422	3101625	6330486	3101490	5191926	5420087	6156003	6266491	5113626	6299742	5386316	5365670	5465642	5280019	5380183	5158785	5433575	5391777
GCF_010548045.1 | Streptomyces anulatus SID10689 - ST 645:44	6457071	6443880	7104909	3305875	5265134	5271601	6091795	5312880	6286944	3293430	3279914	3291100	7316694	5101450	7340972	7355041	7312198	6055456	7430607	7331992	7140468	7308953	8028034	7067110	7076436	7082386	6114821	6987827	7280997	7111366	5872639	5421905	6078625	6047743	5266926	5166319	4942422	3279452	6183046	2772425	4902663	6448603	5265134	8286260	5202165	6051332	7762831	7910554	7708059	3040159	5289338	3040021	7098278	6091867	5100387	5248533	5560784	5277046	6939658	6915391	7298355	6185184	7061146	6146365	6464868	6381610
GCF_010548165.1 | Streptomyces cyaneofuscatus SID10855 - ST 646:45	5346844	5337558	5360572	3348065	7197182	6335309	5451985	6391581	5277660	3327047	3329747	3402107	5431953	6097456	5418307	5432889	5441820	5033880	5310232	5441700	5410519	5447130	5268173	5278003	5289144	5303807	5421821	5369645	5490428	5370974	5226972	4855292	5398009	5379584	7075365	7194894	5871752	3352246	5545258	2811331	6616997	5344699	7197182	5202165	7879299	5569806	5100950	5229124	5060465	3117578	6302963	3118699	5221204	5464748	6121956	6284040	5113082	6293351	5414513	5409322	5430315	5302421	5363052	5089512	5347629	5313525
GCF_010548505.1 | Streptomyces sp. SID14515 - ST 652:46	6055018	6047183	6204476	3364804	5535786	5629376	6703439	5610801	5919787	3346396	3347629	3355455	6288006	5407470	6285423	6293702	6292392	5684452	6166972	6296923	6215573	6283568	6068218	6131979	6143801	6156739	6763788	6172203	6281714	6200960	6438065	5507766	6684556	6642212	5504127	5494097	5220664	3351360	7001439	2833083	5205349	6040269	5535786	6051332	5569806	8684930	5863662	6036485	5840366	3120612	5611129	3122130	5964665	6701386	5403486	5595209	5860879	5611495	6202606	6212652	6305455	6023961	6147445	5717402	6054985	6003854
GCF_010548615.1 | Streptomyces anulatus SID505 - ST 653:47	6289374	6262734	6945641	3231731	5147536	5165284	5946039	5263221	6108267	3212121	3186612	3202747	7100851	5011156	7143931	7153427	7119349	5940075	7169126	7139848	6949904	7127575	7741669	6948111	6948338	6936251	6045727	6844744	7090024	6938266	5730544	5290860	5935376	5917918	5139783	5123195	4835137	3214971	6005323	2705487	4831370	6283929	5147536	7762831	5100950	5863662	8240482	7693032	7578837	2959762	5191159	2959792	6888160	5950154	5015690	5164192	5440623	5182531	6773763	6766392	7114037	6066680	6860630	6065218	6310398	6249756
GCF_010548705.1 | Streptomyces anulatus SID7903 - ST 655:48	6477258	6423963	7082543	3301128	5286478	5279600	6109785	5328935	6292468	3293520	3286056	3303932	7256813	5111257	7321900	7333745	7336885	6097410	7366375	7293702	7091095	7318226	7960578	7064310	7053298	7080008	6116401	7032735	7254134	7110135	5859823	5434103	6087758	6057993	5295090	5192083	4941749	3299203	6159522	2776111	4932926	6463955	5286478	7910554	5229124	6036485	7693032	8423833	8127792	3052533	5316749	3048872	7085427	6115378	5123649	5288593	5609700	5291948	7004230	6963138	7256876	6205913	7025130	6179814	6494108	6438782
GCF_010550525.1 | Streptomyces anulatus SID9598 - ST 655:49	6280442	6217000	6874474	3201538	5107422	5114541	5917184	5151206	6095961	3205992	3197902	3213604	7040064	4956264	7114533	7128764	7121300	5921598	7161719	7084166	6889550	7096336	7751448	6877853	6864257	6883471	5926553	6835678	7046629	6908711	5687390	5273713	5908788	5898350	5124056	5014229	4769424	3203228	5962878	2709787	4821731	6265003	5107422	7708059	5060465	5840366	7578837	8127792	8142247	2952277	5127127	2952118	6885616	5920603	4963632	5118312	5440567	5121804	6777074	6737154	7056531	6025281	6821118	6044458	6287496	6236755
GCF_013167895.1 | Streptomyces fulvorobeus NBRC 15897 - ST 51:50	3115977	3103204	3065252	3243563	3101625	3217143	3144871	3223953	3048730	3203391	3208223	3214070	3097177	3111792	3113541	3121388	3125528	2952003	3078456	3099660	3087268	3129482	3061939	2996861	3022888	3023303	3116322	3059063	3136484	3070366	3081289	2991888	3129697	3119948	3093304	3116341	3060553	3250551	3109032	2720421	2925564	3095704	3101625	3040159	3117578	3120612	2959762	3052533	2952277	6633309	3249378	6632275	3079039	3136054	3137594	3210726	2994112	3244203	3149955	3145130	3109875	3052317	3122832	2950614	3127014	3100093
GCF_013364315.1 | Streptomyces fulvissimus NA06532 - ST 681:51	5487601	5500370	5444220	3401073	6330486	7065919	5505210	7088973	5371482	3371067	3365178	3384266	5560860	7403783	5568514	5580231	5575599	5129226	5356758	5565538	5462075	5549508	5351235	5328561	5331870	5347627	5502565	5487955	5570362	5413822	5372462	4862578	5499910	5468270	6325360	6198216	5999803	3394792	5598731	2846117	6000275	5456519	6330486	5289338	6302963	5611129	5191159	5316749	5127127	3249378	8452583	3247896	5268000	5528211	7404452	7436971	5132166	7567834	5467061	5479386	5558811	5410067	5378164	5229002	5489848	5452259
GCF_013409565.1 | Streptomyces fulvorobeus DSM 41455 - ST 51:52	3116323	3104432	3066370	3244690	3101490	3218680	3144080	3225518	3051239	3206730	3212246	3214391	3095499	3112416	3111845	3121543	3125977	2953316	3078262	3099821	3087418	3128969	3061776	2996945	3022976	3023380	3116867	3059994	3139846	3070472	3084365	2990333	3131601	3121720	3094330	3115146	3060082	3251061	3110400	2723359	2925428	3095989	3101490	3040021	3118699	3122130	2959792	3048872	2952118	6632275	3247896	6646162	3078502	3135843	3139951	3208939	2996150	3245398	3152551	3145571	3107793	3053006	3123122	2951712	3128492	3101572
GCF_014495705.1 | Streptomyces sp. CB00271 - ST 417:53	6129949	6127346	6816822	3316483	5191926	5256583	6023905	5284329	6098162	3293358	3290626	3286972	6970280	5059275	7060042	7076843	7022346	5761155	8270557	7031776	6868394	6941575	7188320	6796717	6802183	6816167	6030415	6741694	6880808	6847879	5843718	5394341	6016636	5984972	5185917	5244039	5011168	3290608	6043599	2790348	4877036	6104698	5191926	7098278	5221204	5964665	6888160	7085427	6885616	3079039	5268000	3078502	8309852	6033451	5083776	5245489	5498407	5282031	6715013	6721915	7020422	6158828	6939918	5823023	6154984	6099053
GCF_014655335.1 | Streptomyces griseus JCM 4516 - ST 718:54	5962827	5932278	6258807	3390396	5420087	5518440	7748337	5552056	5839833	3387775	3391940	3413907	6359168	5333531	6370474	6377388	6345747	5607610	6207471	6368354	6287927	6356228	6150589	6167846	6175138	6193944	7588824	6253504	6354811	6247503	6733163	5578685	7621161	7567331	5397298	5366960	5219964	3382324	7212713	2851596	5086129	5961006	5420087	6091867	5464748	6701386	5950154	6115378	5920603	3136054	5528211	3135843	6033451	8065044	5344200	5493876	5950985	5503893	6332440	6333897	6353312	6027642	6254313	5659669	5965786	5924468
GCF_016653995.1 | Streptomyces sp. MBT58 - ST 739:55	5282945	5292151	5280090	3281149	6156003	6783179	5330882	6853117	5210239	3265348	3262599	3291929	5376827	7236638	5391848	5402532	5379213	4999099	5192010	5360128	5271520	5353725	5158050	5145157	5152478	5161893	5310114	5284456	5377706	5239165	5166546	4701124	5301393	5274922	6124320	5999508	5803408	3270134	5415008	2749695	5849603	5283387	6156003	5100387	6121956	5403486	5015690	5123649	4963632	3137594	7404452	3139951	5083776	5344200	8090418	7055332	4993503	7206808	5261542	5299713	5360465	5232094	5174349	5072438	5291249	5260311
GCF_016772455.1 | Streptomyces fulvissimus DF - ST 745:56	5459427	5428344	5380997	3345856	6266491	7008943	5497045	7064543	5328525	3315633	3310627	3323990	5483257	7113009	5514348	5523772	5542989	5095492	5322028	5494915	5412114	5521154	5304048	5277807	5284875	5302179	5472547	5407813	5493577	5359772	5306058	4829104	5459976	5428435	6256719	6149889	5981385	3354256	5592223	2779587	5967869	5421824	6266491	5248533	6284040	5595209	5164192	5288593	5118312	3210726	7436971	3208939	5245489	5493876	7055332	7800405	5082110	7619240	5393295	5405401	5494691	5341774	5305037	5167175	5459613	5424922
GCF_016901035.1 | Streptomyces sp. RHZ10 - ST 748:57	5639363	5646857	5729975	3190543	5113626	5116725	5980567	5120591	5533079	3178092	3185853	3186098	5838480	4965804	5861009	5871241	5840506	5326463	5663494	5835268	5756936	5847108	5632910	5660669	5672202	5681880	5922567	5782950	5840010	5738939	5875861	5186909	5935272	5904312	5118940	5072986	4867717	3156908	5883705	2676219	4808132	5641676	5113626	5560784	5113082	5860879	5440623	5609700	5440567	2994112	5132166	2996150	5498407	5950985	4993503	5082110	7959868	5138874	5786177	5791161	5807998	5715298	5703612	5395783	5648619	5614948
GCF_017358145.1 | Streptomyces sp. CA-256286 - ST 752:58	5482057	5473919	5416663	3371136	6299742	7034482	5494499	7129103	5345545	3323924	3322788	3333847	5531919	7246810	5550330	5568223	5554859	5123090	5361101	5526096	5455157	5533332	5332820	5311178	5312163	5322837	5490063	5438686	5550428	5386263	5339757	4853021	5482498	5450697	6287731	6169926	6009139	3367878	5588345	2818939	6004755	5443258	6299742	5277046	6293351	5611495	5182531	5291948	5121804	3244203	7567834	3245398	5282031	5503893	7206808	7619240	5138874	8193177	5425989	5449759	5526039	5365084	5327072	5189718	5484176	5448582
GCF_018070665.1 | Streptomyces sp. 404i - ST 768:59	6335687	6313404	7050395	3405455	5386316	5476506	6342776	5500145	6160038	3401620	3383413	3398864	7354296	5264241	7353258	7364050	7363379	5967549	6948049	7325268	6998836	7322366	7021415	6919504	6954316	6942134	6286462	7323400	7346675	6995252	6054193	5563654	6287112	6246633	5346853	5343811	5080193	3383014	6293391	2865005	5012177	6331366	5386316	6939658	5414513	6202606	6773763	7004230	6777074	3149955	5467061	3152551	6715013	6332440	5261542	5393295	5786177	5425989	8081834	7898249	7330008	6391450	7038321	6033214	6354366	6297672
GCF_018070745.1 | Streptomyces sp. C3-3 - ST 769:60	6323168	6368132	7083763	3406418	5365670	5466703	6342364	5487339	6223768	3411577	3390466	3410525	7398230	5262452	7425356	7437149	7383828	5964761	6960525	7347469	7019724	7341256	6982999	6930505	6934035	6949496	6286681	7368725	7381242	7041301	6080819	5547317	6308948	6268279	5330161	5348981	5050807	3376741	6247108	2860144	5025154	6325142	5365670	6915391	5409322	6212652	6766392	6963138	6737154	3145130	5479386	3145571	6721915	6333897	5299713	5405401	5791161	5449759	7898249	8593712	7381122	6401454	7066344	6038963	6347543	6293382
GCF_018530825.1 | Streptomyces sp. Tu10 - ST 772:61	6575578	6547691	7415231	3401282	5465642	5493946	6339782	5544109	6411120	3382339	3371460	3389550	8175065	5332169	8332413	8342253	8271941	6189658	7323196	8129812	7401342	7915467	7328584	7322589	7309403	7329524	6349981	7562407	7736515	7362631	6037735	5567089	6292186	6254541	5455043	5375724	5108754	3380661	6382230	2841059	5060490	6576625	5465642	7298355	5430315	6305455	7114037	7256876	7056531	3109875	5558811	3107793	7020422	6353312	5360465	5494691	5807998	5526039	7330008	7381122	8683600	6600279	7204966	6270048	6587664	6538782
GCF_018619185.1 | Streptomyces sp. McG3 - ST 776:62	6857499	6864669	6487477	3302769	5280019	5348242	6037163	5377005	6686853	3283298	3283867	3272695	6568359	5220098	6630510	6642166	6565698	6525934	6363883	6582725	6499053	6569402	6297372	6395343	6393207	6402451	5999831	6489251	6562362	6427957	5924684	5409155	6008583	5977822	5256201	5255100	4955666	3275476	6026280	2782240	4953958	6849008	5280019	6185184	5302421	6023961	6066680	6205913	6025281	3052317	5410067	3053006	6158828	6027642	5232094	5341774	5715298	5365084	6391450	6401454	6600279	8717509	6381217	6527767	6887354	6826033
GCF_019049185.1 | Streptomyces anulatus AC569_RSS891 - ST 782:63	6467234	6472716	7253132	3364494	5380183	5373556	6259360	5413568	6329933	3363400	3355203	3359474	7128613	5152631	7212090	7211245	7153697	6093922	7231120	7155718	7226695	7145152	7143387	7172412	7207308	7193053	6299638	6961106	7176500	7248912	6001034	5493249	6206957	6169994	5380546	5307033	4983399	3352394	6254456	2869740	4956897	6462397	5380183	7061146	5363052	6147445	6860630	7025130	6821118	3122832	5378164	3123122	6939918	6254313	5174349	5305037	5703612	5327072	7038321	7066344	7204966	6381217	9103607	6196258	6479899	6424434
GCF_900091905.1 | Streptomyces sp. OspMP-M43 - ST 793:64	7564443	7543733	6284455	3205380	5158785	5125019	5695543	5172009	7379949	3194218	3208510	3189405	6255510	5053490	6323867	6333995	6272578	7218268	6084486	6266882	6249047	6337343	6196576	6186880	6187424	6197568	5718640	6163548	6333414	6232850	5493995	5130010	5642430	5633191	5189448	5051245	4764205	3193000	5724016	2689174	4800400	7581426	5158785	6146365	5089512	5717402	6065218	6179814	6044458	2950614	5229002	2951712	5823023	5659669	5072438	5167175	5395783	5189718	6033214	6038963	6270048	6527767	6196258	8236685	7604499	7540376
GCF_900105705.1 | Streptomyces griseus DSM 40236 - ST 12:65	8517354	8035067	6557699	3353404	5433575	5414659	5993017	5416476	7797059	3338496	3359623	3341497	6575475	5292940	6613550	6625818	6612275	8117332	6394306	6557729	6559406	6640874	6514615	6463144	6486647	6496850	5982115	6431645	6641366	6564800	5777872	5410779	5971749	5934052	5433702	5281991	5068381	3340425	6066827	2799842	4982015	8599063	5433575	6464868	5347629	6054985	6310398	6494108	6287496	3127014	5489848	3128492	6154984	5965786	5291249	5459613	5648619	5484176	6354366	6347543	6587664	6887354	6479899	7604499	8630192	8579789
GCF_900460065.1 | Streptomyces griseus NCTC13033 - ST 12:66	8435699	7958494	6495560	3336787	5391777	5379735	5945069	5389099	7717683	3313574	3333037	3314154	6520021	5260917	6570750	6585321	6549795	8025268	6339530	6514538	6500802	6601143	6455810	6413752	6424785	6437771	5929059	6390589	6581276	6505651	5734380	5374767	5921806	5884773	5401301	5247153	5037250	3329923	6015445	2779621	4951487	8535625	5391777	6381610	5313525	6003854	6249756	6438782	6236755	3100093	5452259	3101572	6099053	5924468	5260311	5424922	5614948	5448582	6297672	6293382	6538782	6826033	6424434	7540376	8579789	8528890
