	GCF_000261345.2 | Streptomyces globisporus C-1027 - ST 245:245	GCF_000498935.1 | Streptomyces sp. HCCB10043 - ST 259:246	GCF_000698495.1 | Streptomyces sp. NTK 937 - ST 265:247	GCF_000719355.1 | Streptomyces griseus NRRL F-5144 - ST 292:248	GCF_000721185.1 | Streptomyces griseolus NRRL B-2925 - ST 314:249	GCF_000743295.1 | Streptomyces sp. JS01 - ST 329:250	GCF_001746305.1 | Streptomyces sp. EN23 - ST 408:251	GCF_001751305.1 | Streptomyces nanshensis SCSIO M10372 - ST 410:252	GCF_001905405.1 | Streptomyces sp. TSRI0445 - ST 416:253	GCF_001905785.1 | Streptomyces sp. CB02130 - ST 422:254	GCF_002154385.1 | Streptomyces albovinaceus NRRL B-2566 - ST 24:255	GCF_002217715.1 | Streptomyces sp. SS07 - ST 442:256	GCF_002551105.1 | Streptomyces sp. st170 - ST 451:257	GCF_002551135.1 | Streptomyces sp. st140 - ST 452:258	GCF_002551175.1 | Streptomyces sp. st77 - ST 454:259	GCF_002551335.1 | Streptomyces sp. ms184 - ST 457:260	GCF_002551345.1 | Streptomyces sp. ms115 - ST 458:261	GCF_002551375.1 | Streptomyces sp. gb14 - ST 459:262	GCF_002551415.1 | Streptomyces sp. f51 - ST 460:263	GCF_002551435.1 | Streptomyces sp. f150 - ST 462:264	GCF_002551475.1 | Streptomyces sp. b62 - ST 464:265	GCF_002705695.1 | Streptomyces sp. OspMP-M45 - ST 465:266	GCF_002803175.1 | Streptomyces sp. CB02613 - ST 469:267	GCF_002804165.1 | Streptomyces cavourensis 1AS2a - ST 470:268	GCF_002832675.1 | Streptomyces sp. S063 - ST 471:269	GCF_002910775.2 | Streptomyces sp. SM18 - ST 478:270	GCF_003024215.1 | Streptomyces sp. CS149 - ST 486:271	GCF_003116755.1 | Streptomyces sp. CS131 - ST 494:272	GCF_003116775.1 | Streptomyces sp. CS147 - ST 495:273	GCF_003147545.1 | Streptomyces globisporus TFH56 - ST 338:274	GCF_003330865.1 | Streptomyces atratus SCSIO_ZH16 - ST 499:275	GCF_003352445.1 | Streptomyces cavourensis TJ430 - ST 500:276	GCF_003353555.1 | Streptomyces sp. HB202 - ST 501:277	GCF_003949895.1 | Streptomyces sp. WAC04770 - ST 535:278	GCF_003989035.1 | Streptomyces sp. NP10 - ST 546:279	GCF_004000405.1 | Streptomyces sp. B27 - ST 549:280	GCF_006788935.1 | Streptomyces cavourensis DSM 41795 - ST 583:281	GCF_008180165.1 | Streptomyces parvus C05 - ST 595:282	GCF_008632535.1 | Streptomyces parvus NRRL B-1455 - ST 596:283	GCF_009811575.1 | Streptomyces glebosus NBRC 13786 - ST 614:284	GCF_009862465.1 | Streptomyces sp. SID4941 - ST 624:285	GCF_009863145.1 | Streptomyces sp. SID4937 - ST 631:286	GCF_009863235.1 | Streptomyces sp. SID4925 - ST 465:287	GCF_009864905.1 | Streptomyces sp. SID8378 - ST 633:288	GCF_009865365.1 | Streptomyces sp. SID4912 - ST 260:289	GCF_009872565.1 | Streptomyces sp. SID5614 - ST 642:290	GCF_010548175.1 | Streptomyces halstedii SID11342 - ST 647:291	GCF_010548665.1 | Streptomyces parvus SID7590 - ST 654:292	GCF_013363455.1 | Streptomyces sp. CAI-121 - ST 672:293	GCF_013363475.1 | Streptomyces sp. KAI-26 - ST 674:294	GCF_013363655.1 | Streptomyces sp. CAI 127 - ST 676:295	GCF_013363665.1 | Streptomyces sp. CAI-68 - ST 672:296	GCF_013363675.1 | Streptomyces sp. CAI-24 - ST 677:297	GCF_013363735.1 | Streptomyces sp. CAI-155 - ST 678:298	GCF_014648655.1 | Streptomyces atratus JCM 3386 - ST 702:299	GCF_014648875.1 | Streptomyces parvus JCM 4069 - ST 596:300	GCF_014649215.1 | Streptomyces cavourensis JCM 4298 - ST 583:301	GCF_014649535.1 | Streptomyces gelaticus JCM 4376 - ST 706:302	GCF_014649875.1 | Streptomyces rubiginosohelvolus JCM 4415 - ST 708:303	GCF_014656235.1 | Streptomyces glebosus JCM 4954 - ST 614:304	GCF_016612575.1 | Streptomyces sp. MBT67 - ST 734:305	GCF_016612645.1 | Streptomyces sp. MBT61 - ST 734:306	GCF_016612665.1 | Streptomyces sp. MBT60 - ST 736:307	GCF_016612705.1 | Streptomyces sp. MBT56 - ST 737:308	GCF_016612725.1 | Streptomyces sp. MBT54 - ST 737:309	GCF_016612775.1 | Streptomyces sp. MBT98 - ST 737:310	GCF_016654055.1 | Streptomyces sp. MBT55 - ST 740:311	GCF_016654065.1 | Streptomyces sp. MBT59 - ST 734:312	GCF_900090065.1 | Streptomyces sp. OspMP-M45 - ST 465:313	GCF_900091745.1 | Streptomyces sp. DpondAA-D4 - ST 260:314	GCF_900091765.1 | Streptomyces sp. PalvLS-984 - ST 624:315	GCF_900091775.1 | Streptomyces sp. ScaeMP-e83 - ST 631:316	GCF_900091865.1 | Streptomyces sp. DvalAA-19 - ST 791:317	GCF_900092005.1 | Streptomyces sp. Cmuel-A718b - ST 794:318	GCF_900187925.1 | Streptomyces sp. PgraA7 - ST 633:319
GCF_003989035.1 | Streptomyces sp. NP10 - ST 546:279	225806	260119	417617	32530	419277	148525	355515	513691	258864	229057	230520	149020	258658	129088	338555	214304	149270	178743	173950	118092	32194	419914	302992	545511	358397	416980	336228	335317	337670	258655	428547	544898	259901	501493	1	533049	543647	325839	330238	224679	414513	561204	420317	339377	418293	170987	407080	303469	333913	545256	336904	333457	544564	543724	429083	337581	543684	416072	33668	225243	146580	146517	147714	250541	252236	254384	256067	146938	420317	417682	414300	560985	540443	334537	339377
GCF_004000405.1 | Streptomyces sp. B27 - ST 549:280	535221	422819	405729	530978	405708	532285	516349	188094	529595	536416	479896	531220	527826	525486	532306	522590	528094	533859	524753	532157	534074	407143	496218	250863	516246	414347	536670	532763	532246	532795	401551	252529	530786	221090	533049	1	250260	527297	529417	215503	403822	489492	407064	534482	405893	524848	402470	488913	537958	251847	534266	537613	253190	250065	398473	536622	250177	403313	535147	216091	515787	516338	516321	510801	512860	517816	519549	514631	407064	405370	403533	489339	251657	531455	534482
GCF_006788935.1 | Streptomyces cavourensis DSM 41795 - ST 583:281	543434	425304	413212	543006	413605	538350	518209	233881	543118	544802	491215	543479	538164	535107	541208	536761	541171	542589	530719	538698	543273	415472	503205	47906	523013	418554	546928	542305	542029	546777	407333	38856	541969	121189	543647	250260	1	537247	536343	220555	409904	506283	416456	543795	415359	535389	405778	506702	552544	43526	549714	552256	43429	45062	403918	543707	587	406271	547190	220533	527136	527132	527493	530352	531615	537708	538320	524469	416456	414890	409684	506061	140920	540708	543795
GCF_008180165.1 | Streptomyces parvus C05 - ST 595:282	324500	170388	418902	323794	418370	321994	325152	519958	332792	327661	299931	318788	332662	320520	215495	319371	319958	329310	328678	329155	325517	418623	193122	535542	328599	427144	121075	209952	212828	332879	420932	535250	338011	507054	325839	527297	537247	1	209688	219616	410862	548956	419087	217043	420271	325489	411092	154666	194105	533322	193558	193530	532174	534722	419115	212188	535733	412403	322360	220043	316858	315284	311621	331167	332632	335349	335551	315159	419087	419301	410485	548743	538856	213564	217043
GCF_008632535.1 | Streptomyces parvus NRRL B-1455 - ST 596:283	332734	185535	416393	330239	414585	322753	332732	503527	338987	335852	304452	327132	342804	326839	161917	318643	322136	334110	328270	332393	330323	415471	119035	536117	334432	416912	215612	103320	161444	341461	418666	535800	341751	496948	330238	529417	536343	209688	1	218338	410075	549670	415107	163640	417105	327099	405383	194634	199586	536007	197844	199240	536373	534481	417790	945	535281	408506	330904	218481	324086	321205	315030	336242	337891	341499	340750	320442	415107	416454	409928	549475	533312	79997	163640
GCF_009811575.1 | Streptomyces glebosus NBRC 13786 - ST 614:284	224170	201678	202526	223541	204734	224401	207824	207256	220656	223261	207503	226882	220208	224821	222637	222089	224225	222503	220553	223314	224390	203669	219486	220820	210788	202588	222059	220607	220837	221580	227628	219783	220436	217442	224679	215503	220555	219616	218338	1	201960	226196	204465	223062	203082	220311	202412	216351	225762	221160	224833	225700	218334	219295	229712	220827	220056	230950	227770	325	225236	224666	218823	219916	220445	222580	221619	223353	204465	202956	201805	226093	221249	220936	223062
GCF_009862465.1 | Streptomyces sp. SID4941 - ST 624:285	413669	356890	118612	415860	109450	412365	405392	377422	410250	410920	386673	409808	404903	413307	410346	411085	409951	412708	408337	411413	414004	111089	400872	411841	404346	240637	410582	413185	409376	408174	392042	410249	411076	394438	414513	403822	409904	410862	410075	201960	1	428927	110908	412301	109829	408977	229565	387825	410790	410097	409589	410588	409337	409111	394920	413235	409404	387068	415421	201885	404550	402740	398745	403075	404446	408597	407631	402860	110908	109255	0	428783	413501	411256	412301
GCF_009863145.1 | Streptomyces sp. SID4937 - ST 631:286	556376	436975	434597	558123	436872	554665	528605	472456	557359	558603	499279	557099	553704	552128	559195	555914	553420	557969	548725	559056	561817	437777	513496	507887	535301	438244	555739	551912	555693	558366	435417	507209	557087	462996	561204	489492	506283	548956	549670	226196	428927	1	437406	558841	437634	547331	425303	521382	564875	507087	562104	564937	508338	503918	429605	558248	505404	424528	559690	226708	540340	540689	539750	552839	553331	559551	559323	539333	437406	436975	428609	0	502106	554036	558841
GCF_009863235.1 | Streptomyces sp. SID4925 - ST 465:287	417969	356138	91879	421148	53558	419542	409653	383300	417431	417948	388253	418120	412603	416058	418181	416799	417546	420992	413527	418792	419636	0	405796	416910	408877	248644	416694	418173	415293	415595	394061	416335	418748	403677	420317	407064	416456	419087	415107	204465	110908	437406	1	417452	48625	414410	235479	391848	416735	415751	414869	416516	413971	414979	395780	419205	415264	388366	421507	204065	413943	411944	407555	409301	410206	414678	414535	411065	0	48001	110858	437632	421860	415508	417452
GCF_009864905.1 | Streptomyces sp. SID8378 - ST 633:288	339186	191231	419539	339853	417088	331610	344041	514272	350657	343508	311215	329173	351621	333985	48187	327005	330700	342327	333383	336325	341794	417452	153109	545385	349161	421726	224093	170680	45131	350358	427250	543422	355258	500962	339377	534482	543795	217043	163640	223062	412301	558841	417452	1	417767	331412	409506	204549	210804	544115	210972	210360	542315	542758	424488	167756	543015	413549	338974	221640	325841	325413	320796	342319	344257	346658	345721	324622	417545	416263	411681	558802	535471	165133	0
GCF_009865365.1 | Streptomyces sp. SID4912 - ST 260:289	416333	357323	92382	418403	55259	417307	410480	386703	418365	414260	388702	416502	414712	414601	415932	415069	416419	420213	412463	418718	419662	48625	404994	414974	408831	248077	418403	419824	415600	415948	392097	416174	420056	407156	418293	405893	415359	420271	417105	203082	109829	437634	48625	417767	1	414987	239238	391161	418813	416421	415898	418592	413989	415486	395632	420493	414925	391952	418777	202537	414127	412530	406000	408264	409079	413567	415141	411588	48708	415	109599	437435	422019	416402	417428
GCF_009872565.1 | Streptomyces sp. SID5614 - ST 642:290	226946	254021	411724	171914	416256	169715	347736	505903	263561	226533	236179	169619	264524	174899	332323	219858	169882	71369	62004	176814	172694	414410	302656	536048	348970	414967	330553	337694	329616	263346	417989	534975	263940	500380	170987	524848	535389	325489	327099	220311	408977	547331	414410	331412	414987	1	403126	305583	332560	533423	330765	332466	533438	535813	418380	333665	533902	408198	172016	218588	168196	167146	166782	259748	261151	263732	266771	167469	413273	413513	408071	546425	534798	336174	330699
GCF_010548175.1 | Streptomyces halstedii SID11342 - ST 647:291	404250	351874	231106	409016	238341	409790	401581	379658	406938	403364	379446	408061	405842	407380	408489	405415	408126	408022	402768	407144	409738	235479	397431	406752	399991	100480	405653	407936	407022	406326	383282	406171	409962	398414	407080	402470	405778	411092	405383	202412	229565	425303	235479	409506	239238	403126	1	385646	410935	406041	406973	410799	405131	404609	382222	408905	404175	380798	408850	201836	401272	400028	396455	397192	400318	402748	404218	399436	235409	239075	229013	424194	411452	405248	409310
GCF_010548665.1 | Streptomyces parvus SID7590 - ST 654:292	304608	164053	391205	304018	391149	300128	300071	482345	307856	305478	276904	301513	308437	300782	206780	304570	302035	310685	309344	307606	303162	391848	185453	503602	300960	392906	163981	199584	202720	307051	395809	506147	308703	483164	303469	488913	506702	154666	194634	216351	387825	521382	391848	204549	391161	305583	385646	1	169664	503102	168022	169275	505212	502035	394588	198327	505384	386745	305103	214047	295721	295389	293065	306709	307634	309324	312647	293707	391924	390444	387660	521618	515906	201142	204782
GCF_013363455.1 | Streptomyces sp. CAI-121 - ST 672:293	335278	175473	416651	331582	419135	333225	336886	520405	342053	333528	305048	330881	340276	330663	213296	327555	328397	338744	335452	336854	333541	416735	187870	548847	337564	422383	206093	206997	209577	342813	423906	550091	344613	507917	333913	537958	552544	194105	199586	225762	410790	564875	416735	210804	418813	332560	410935	169664	1	553755	54206	572	550205	550689	424051	205400	552250	419093	333251	224897	322957	321813	318010	334248	336626	338248	342394	321308	416434	418114	411082	564849	548746	204763	210808
GCF_013363475.1 | Streptomyces sp. KAI-26 - ST 674:294	543595	426019	411826	544242	415747	538605	521442	234612	546011	544836	492484	544017	540931	533488	543967	539178	541064	540319	532714	538958	545771	415751	499608	44131	523330	420059	544994	541668	543129	547078	407965	42905	544234	121745	545256	251847	43526	533322	536007	221160	410097	507087	415751	544115	416421	533423	406041	503102	553755	1	550142	553817	42323	38373	404009	543641	43252	404944	547225	220270	525198	526427	528393	529320	531199	537478	537594	523392	416101	415620	410674	506218	142926	539212	545053
GCF_013363655.1 | Streptomyces sp. CAI 127 - ST 676:295	334748	175233	414116	334295	415180	330396	338889	514736	342798	334064	306792	329495	339879	331338	213157	328899	327409	341421	335979	337929	336396	414869	186239	548181	342352	419965	204793	207015	209368	342900	420921	548697	345473	504642	336904	534266	549714	193558	197844	224833	409589	562104	414869	210972	415898	330765	406973	168022	54206	550142	1	53769	546931	545873	421082	203876	548302	414395	335137	223933	323918	322825	318116	333875	336485	338027	343052	322507	414536	415024	409969	561421	545597	204025	211062
GCF_013363665.1 | Streptomyces sp. CAI-68 - ST 672:296	335130	175101	416149	331506	418771	332400	336639	519919	341729	333361	304730	330222	340062	330332	212961	327058	328016	338645	335247	336963	333499	416516	187341	548584	337393	421825	206007	206831	209546	342498	423529	549867	344212	507113	333457	537613	552256	193530	199240	225700	410588	564937	416516	210360	418592	332466	410799	169275	572	553817	53769	1	550583	550567	423484	204928	551838	418524	332591	225331	322543	321417	317779	332859	335472	337235	341494	320948	416349	418116	410701	564263	549257	204603	210030
GCF_013363675.1 | Streptomyces sp. CAI-24 - ST 677:297	545267	427694	410462	544711	414006	538910	522272	234476	544911	548542	491226	542748	539800	534452	541523	539867	541603	540983	531780	538985	543954	413971	500428	43768	524302	419151	543074	541447	539792	547282	406238	40933	544223	121317	544564	253190	43429	532174	536373	218334	409337	508338	413971	542315	413989	533438	405131	505212	550205	42323	546931	550583	1	41531	402902	545067	43333	403592	546405	217529	524856	525506	529433	531488	533196	538986	537984	522188	414987	413854	409891	507580	141244	538667	542855
GCF_013363735.1 | Streptomyces sp. CAI-155 - ST 678:298	543273	423403	410891	544523	414275	538918	519286	232125	543324	543752	490550	542997	536875	535931	542188	535530	541019	541477	533697	538250	544191	414979	502187	43081	523828	419286	544923	540926	542356	546353	406997	44216	541341	122700	543724	250065	45062	534722	534481	219295	409111	503918	414979	542758	415486	535813	404609	502035	550689	38373	545873	550567	41531	1	403088	542520	45193	405026	547062	218967	526047	527025	528852	526598	527847	533884	534355	524261	415204	414463	409714	503093	141024	541193	543180
GCF_014648655.1 | Streptomyces atratus JCM 3386 - ST 702:299	420029	364853	393765	427830	395074	424128	403760	381677	423103	417895	398573	424566	420571	425695	423539	419186	422808	426450	415453	428817	427007	395780	410640	402873	405703	396710	423219	424981	420887	425790	101087	402390	424485	385274	429083	398473	403918	419115	417790	229712	394920	429605	395780	424488	395632	418380	382222	394588	424051	404009	421082	423484	402902	403088	1	422831	404468	530275	425721	229501	417476	417326	416546	413941	415848	419767	418807	414097	395434	394369	394399	429683	411020	421414	424501
GCF_014648875.1 | Streptomyces parvus JCM 4069 - ST 596:300	340511	188687	419741	337749	418565	330421	341607	511855	347108	343408	308783	334869	351355	333824	166939	325300	329429	342563	335373	339797	337155	419205	122597	543400	343574	419684	221574	105716	166288	349408	423221	543027	350237	500067	337581	536622	543707	212188	945	220827	413235	558248	419205	167756	420493	333665	408905	198327	205400	543641	203876	204928	545067	542520	422831	1	542700	412987	338242	220264	327978	325370	319929	341435	344138	346660	346032	324700	418904	419427	412755	557314	541260	81301	168391
GCF_014649215.1 | Streptomyces cavourensis JCM 4298 - ST 583:301	543027	425625	412048	543131	413839	538455	518362	232958	543481	544729	491210	542396	538307	535037	541308	536466	541327	542569	530894	538785	543383	415264	502982	47598	522276	418023	546260	541123	541722	546033	406814	38629	541161	120852	543684	250177	587	535733	535281	220056	409404	505404	415264	543015	414925	533902	404175	505384	552250	43252	548302	551838	43333	45193	404468	542700	1	405988	546832	219662	526585	526431	526903	529115	530658	536751	537575	523994	415410	413977	408907	504653	140678	540993	543078
GCF_014649535.1 | Streptomyces gelaticus JCM 4376 - ST 706:302	415728	358639	392205	416327	391968	417818	396699	384055	408176	414845	383534	416254	405889	413747	414694	410825	417930	415390	411616	419030	417229	388366	405376	406249	398421	392830	413859	415804	415078	409540	522887	403757	409999	387946	416072	403313	406271	412403	408506	230950	387068	424528	388366	413549	391952	408198	380798	386745	419093	404944	414395	418524	403592	405026	530275	412987	405988	1	415488	230275	407764	406726	406676	403380	404834	407779	409044	404933	389066	391324	386664	424406	405842	415454	413771
GCF_014649875.1 | Streptomyces rubiginosohelvolus JCM 4415 - ST 708:303	228166	258500	420445	33030	421610	149735	355183	514076	259968	227328	231571	150292	259949	128044	337206	214545	151207	180939	174884	116726	32390	421507	304294	548647	358725	420334	337323	335343	336908	260634	427223	547194	260952	504894	33668	535147	547190	322360	330904	227770	415421	559690	421507	338974	418777	172016	408850	305103	333251	547225	335137	332591	546405	547062	425721	338242	546832	415488	1	226577	150381	150335	147280	251996	254634	255649	259413	150601	422123	418716	416571	559286	543647	334446	338736
GCF_014656235.1 | Streptomyces glebosus JCM 4954 - ST 614:304	224018	201880	202871	223933	204978	224812	208474	207425	221023	223971	208003	227358	220727	225127	222648	222392	224887	222639	220991	224348	224927	204065	219767	220209	210633	202043	222352	221722	221131	221090	226958	219473	220687	218105	225243	216091	220533	220043	218481	325	201885	226708	204065	221640	202537	218588	201836	214047	224897	220270	223933	225331	217529	218967	229501	220264	219662	230275	226577	1	225302	224548	218670	219943	220470	222250	221388	223261	204437	202689	201552	226627	221832	220916	222877
GCF_016612575.1 | Streptomyces sp. MBT67 - ST 734:305	217739	249360	412563	146549	413892	91705	339772	498270	252905	220476	228688	88685	254386	143214	324417	211050	96127	175985	170781	142172	148361	413943	291788	528126	341659	406679	321899	323251	321746	251472	422722	528207	255987	492176	146580	515787	527136	316858	324086	225236	404550	540340	413943	325841	414127	168196	401272	295721	322957	525198	323918	322543	524856	526047	417476	327978	526585	407764	150381	225302	1	4699	94987	250439	251692	254000	257613	6298	414181	413526	404972	540200	524049	325198	325323
GCF_016612645.1 | Streptomyces sp. MBT61 - ST 734:306	217003	249528	410845	146709	411022	89013	338810	495334	251980	218862	228194	88488	253680	142733	323618	211072	96153	175503	170281	142367	148556	411944	291204	528318	340446	405030	321015	321707	320318	250874	421173	528356	254236	490941	146517	516338	527132	315284	321205	224666	402740	540689	411944	325413	412530	167146	400028	295389	321813	526427	322825	321417	525506	527025	417326	325370	526431	406726	150335	224548	4699	1	94500	250618	252278	254020	256580	5121	411854	411730	403126	540029	523872	322737	325204
GCF_016612665.1 | Streptomyces sp. MBT60 - ST 736:307	216375	249053	406008	146940	407166	89851	336432	495875	255068	216892	227640	85467	251524	144301	320062	207925	63104	174781	169706	140713	147523	407555	291015	529682	340995	405564	317504	319124	319198	250668	417992	528948	254542	492800	147714	516321	527493	311621	315030	218823	398745	539750	407555	320796	406000	166782	396455	293065	318010	528393	318116	317779	529433	528852	416546	319929	526903	406676	147280	218670	94987	94500	1	249521	251035	253268	253690	94711	407833	405404	398823	539643	524583	316954	320697
GCF_016612705.1 | Streptomyces sp. MBT56 - ST 737:308	251387	262025	414328	250869	410794	260679	345876	507691	152480	258055	139208	254368	157117	252959	336542	242041	254166	268230	262956	253139	251096	409301	303070	528631	349002	411185	331413	341109	335480	153250	419900	529916	154901	496261	250541	510801	530352	331167	336242	219916	403075	552839	409301	342319	408264	259748	397192	306709	334248	529320	333875	332859	531488	526598	413941	341435	529115	403380	251996	219943	250439	250618	249521	1	4509	5148	29219	249764	408925	407537	403032	552340	531550	340637	343121
GCF_016612725.1 | Streptomyces sp. MBT54 - ST 737:309	253710	262086	415591	253326	411863	262535	346785	510317	153692	259757	139919	256374	158862	254637	338980	243057	256121	269853	264805	255770	252787	410206	305884	529794	349787	412960	333909	342697	337351	154476	422059	531745	155807	497791	252236	512860	531615	332632	337891	220445	404446	553331	410206	344257	409079	261151	400318	307634	336626	531199	336485	335472	533196	527847	415848	344138	530658	404834	254634	220470	251692	252278	251035	4509	1	4735	29542	251772	409468	407783	404200	552730	534539	342565	345218
GCF_016612775.1 | Streptomyces sp. MBT98 - ST 737:310	255688	263546	420260	255175	415752	264914	350588	513951	154857	262581	141129	257957	160756	257471	341144	245096	257742	271886	266837	257596	254606	414678	307210	535874	353430	417423	336218	345537	339830	155679	425747	537770	157538	501955	254384	517816	537708	335349	341499	222580	408597	559551	414678	346658	413567	263732	402748	309324	338248	537478	338027	337235	538986	533884	419767	346660	536751	407779	255649	222250	254000	254020	253268	5148	4735	1	29373	253232	414032	412554	408561	558665	539839	345409	348115
GCF_016654055.1 | Streptomyces sp. MBT55 - ST 740:311	260336	264948	419258	256299	416450	263419	352505	512593	156188	261034	143320	258532	161801	259127	344097	247282	258687	274466	269208	259837	257884	414535	307692	536229	354326	416670	336970	345181	341595	157502	424068	537655	158309	503844	256067	519549	538320	335551	340750	221619	407631	559323	414535	345721	415141	266771	404218	312647	342394	537594	343052	341494	537984	534355	418807	346032	537575	409044	259413	221388	257613	256580	253690	29219	29542	29373	1	256798	413465	413732	406829	558403	539849	345210	345813
GCF_016654065.1 | Streptomyces sp. MBT59 - ST 734:312	217564	247678	409742	146696	409781	89304	338377	492910	252861	218807	228513	89141	253853	143273	323025	210499	95945	176472	171124	142633	148551	411065	290143	525394	339894	403899	319242	320865	319582	251607	418237	525799	254549	489900	146938	514631	524469	315159	320442	223353	402860	539333	411065	324622	411588	167469	399436	293707	321308	523392	322507	320948	522188	524261	414097	324700	523994	404933	150601	223261	6298	5121	94711	249764	251772	253232	256798	1	411272	411034	403312	539230	521489	321968	324596
GCF_900090065.1 | Streptomyces sp. OspMP-M45 - ST 465:313	417969	356138	91879	421148	53558	419542	409653	383300	417431	417948	388253	418120	412603	416058	418181	416799	417546	420992	413527	418792	419636	0	405796	416910	408877	248644	416694	418173	415293	415595	394061	416335	418748	403677	420317	407064	416456	419087	415107	204465	110908	437406	0	417545	48708	413273	235409	391924	416434	416101	414536	416349	414987	415204	395434	418904	415410	389066	422123	204437	414181	411854	407833	408925	409468	414032	413465	411272	1	48001	110858	437632	421860	415508	417452
GCF_900091745.1 | Streptomyces sp. DpondAA-D4 - ST 260:314	414863	357233	91310	417768	54554	416344	409638	385829	417354	412919	388250	415309	413944	413817	415006	414260	415623	419136	411749	417976	419049	48001	403698	414441	408143	246491	417507	418488	414639	415265	391373	415586	419007	407030	417682	405370	414890	419301	416454	202956	109255	436975	48001	416263	415	413513	239075	390444	418114	415620	415024	418116	413854	414463	394369	419427	413977	391324	418716	202689	413526	411730	405404	407537	407783	412554	413732	411034	48001	1	109424	436879	421560	415631	416310
GCF_900091765.1 | Streptomyces sp. PalvLS-984 - ST 624:315	413428	356575	118364	415644	109132	412238	405113	377265	409980	410760	386524	409663	404743	413170	410168	410872	409807	412511	408176	411234	413789	110858	400691	411624	404150	240121	410321	412933	409229	407993	391838	410030	410876	394225	414300	403533	409684	410485	409928	201805	0	428609	110858	411681	109599	408071	229013	387660	411082	410674	409969	410701	409891	409714	394399	412755	408907	386664	416571	201552	404972	403126	398823	403032	404200	408561	406829	403312	110858	109424	1	428668	413382	411132	412189
GCF_900091775.1 | Streptomyces sp. ScaeMP-e83 - ST 631:316	556084	436961	434370	557898	436729	554439	528484	472341	557150	558328	499176	556993	553573	551981	558975	555700	553177	557854	548499	558957	561571	437632	513382	507670	535168	438095	555662	551674	555487	558153	435199	507038	556935	462890	560985	489339	506061	548743	549475	226093	428783	0	437632	558802	437435	546425	424194	521618	564849	506218	561421	564263	507580	503093	429683	557314	504653	424406	559286	226627	540200	540029	539643	552340	552730	558665	558403	539230	437632	436879	428668	1	502027	553911	558617
GCF_900091865.1 | Streptomyces sp. DvalAA-19 - ST 791:317	538101	427233	414628	541006	420338	536556	517471	236577	535200	538269	483846	539788	532843	533694	536749	546450	540311	544853	538302	550451	541580	421860	499485	140418	517174	423192	539029	543578	535168	539358	412625	140617	536695	99109	540443	251657	140920	538856	533312	221249	413501	502106	421860	535471	422019	534798	411452	515906	548746	142926	545597	549257	141244	141024	411020	541260	140678	405842	543647	221832	524049	523872	524583	531550	534539	539839	539849	521489	421860	421560	413382	502027	1	545826	536140
GCF_900092005.1 | Streptomyces sp. Cmuel-A718b - ST 794:318	337891	189180	416845	334590	416514	328633	337135	515920	344711	339883	306544	327566	346614	332648	163815	328224	327952	343757	338380	341049	333558	415508	120530	536898	338506	417557	216892	98937	162643	346203	422765	537754	347772	506350	334537	531455	540708	213564	79997	220936	411256	554036	415508	165133	416402	336174	405248	201142	204763	539212	204025	204603	538667	541193	421414	81301	540993	415454	334446	220916	325198	322737	316954	340637	342565	345409	345210	321968	415508	415631	411132	553911	545826	1	165768
GCF_900187925.1 | Streptomyces sp. PgraA7 - ST 633:319	339186	191231	419539	339853	417088	331610	344041	514272	350657	343508	311215	329173	351621	333985	48187	327005	330700	342327	333383	336325	341794	417452	153109	545385	349161	421726	224093	170680	45131	350358	427250	543422	355258	500962	339377	534482	543795	217043	163640	223062	412301	558841	417452	0	417428	330699	409310	204782	210808	545053	211062	210030	542855	543180	424501	168391	543078	413771	338736	222877	325323	325204	320697	343121	345218	348115	345813	324596	417452	416310	412189	558617	536140	165768	1
