	GCF_000010605.1 | Streptomyces griseus NBRC 13350 - ST 12:1	GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240:2	GCF_000239075.1 | Streptomyces sp. W007 - ST 243:3	GCF_000364805.1 | Streptomyces sp. PAMC 26508 - ST 252:4	GCF_000373405.1 | Streptomyces sp. ScaeMP-e10 - ST 253:5	GCF_000385945.1 | Streptomyces fulvissimus DSM 40593 - ST 174:6	GCF_000716025.1 | Streptomyces baarnensis NRRL B-2842 - ST 268:7	GCF_000716935.1 | Streptomyces alboviridis NRRL B-1579 - ST 38:8	GCF_000717795.1 | Streptomyces griseus NRRL WC-3480 - ST 275:9	GCF_000720395.1 | Streptomyces flavovirens NRRL B-2182 - ST 309:10	GCF_000720405.1 | Streptomyces sp. NRRL B-24051 - ST 310:11	GCF_000721595.1 | Streptomyces sp. NRRL S-325 - ST 318:12	GCF_001189025.1 | Streptomyces europaeiscabiei NCPPB 4064 - ST 349:13	GCF_001418625.1 | Streptomyces luridiscabiei NRRL B-24455 - ST 372:14	GCF_001426325.1 | Streptomyces sp. Root1295 - ST 376:15	GCF_001427565.1 | Streptomyces sp. Root63 - ST 376:16	GCF_001434355.1 | Streptomyces anulatus ATCC 11523 - ST 378:17	GCF_001723115.1 | Streptomyces griseus NRRL B-2165 - ST 12:18	GCF_001905485.1 | Streptomyces sp. TSRI0261 - ST 417:19	GCF_001905525.1 | Streptomyces sp. TSRI0395 - ST 419:20	GCF_001905575.1 | Streptomyces sp. CB00072 - ST 420:21	GCF_001905645.1 | Streptomyces sp. CB02115 - ST 421:22	GCF_002188345.1 | Streptomyces sp. CS057 - ST 441:23	GCF_002551015.1 | Streptomyces sp. wa1071 - ST 449:24	GCF_002551045.1 | Streptomyces sp. wa1063 - ST 450:25	GCF_002551055.1 | Streptomyces sp. wa1002 - ST 449:26	GCF_002551145.1 | Streptomyces sp. st115 - ST 453:27	GCF_002551225.1 | Streptomyces sp. rh206 - ST 455:28	GCF_002551305.1 | Streptomyces sp. or20 - ST 456:29	GCF_002551465.1 | Streptomyces sp. b84 - ST 463:30	GCF_002910875.1 | Streptomyces sp. SM13 - ST 480:31	GCF_002910905.1 | Streptomyces sp. SM11 - ST 481:32	GCF_002910935.1 | Streptomyces sp. B226SN101 - ST 482:33	GCF_002910985.1 | Streptomyces sp. B188M101 - ST 482:34	GCF_003116675.1 | Streptomyces sp. CS090A - ST 492:35	GCF_003367645.1 | Streptomyces sp. IB2014 011-12 - ST 503:36	GCF_003610995.1 | Streptomyces griseus ATCC 13273 - ST 509:37	GCF_004524875.1 | Streptomyces sp. S501 - ST 566:38	GCF_005234185.1 | Streptomyces sp. BPSDS2 - ST 574:39	GCF_009862355.1 | Streptomyces sp. SID7834 - ST 623:40	GCF_009865505.1 | Streptomyces sp. SID2119 - ST 637:41	GCF_009866455.1 | Streptomyces griseus CGMCC 4.18 - ST 12:42	GCF_009872615.1 | Streptomyces sp. SID5594 - ST 253:43	GCF_010548045.1 | Streptomyces anulatus SID10689 - ST 645:44	GCF_010548165.1 | Streptomyces cyaneofuscatus SID10855 - ST 646:45	GCF_010548505.1 | Streptomyces sp. SID14515 - ST 652:46	GCF_010548615.1 | Streptomyces anulatus SID505 - ST 653:47	GCF_010548705.1 | Streptomyces anulatus SID7903 - ST 655:48	GCF_010550525.1 | Streptomyces anulatus SID9598 - ST 655:49	GCF_013167895.1 | Streptomyces fulvorobeus NBRC 15897 - ST 51:50	GCF_013364315.1 | Streptomyces fulvissimus NA06532 - ST 681:51	GCF_013409565.1 | Streptomyces fulvorobeus DSM 41455 - ST 51:52	GCF_014495705.1 | Streptomyces sp. CB00271 - ST 417:53	GCF_014655335.1 | Streptomyces griseus JCM 4516 - ST 718:54	GCF_016653995.1 | Streptomyces sp. MBT58 - ST 739:55	GCF_016772455.1 | Streptomyces fulvissimus DF - ST 745:56	GCF_016901035.1 | Streptomyces sp. RHZ10 - ST 748:57	GCF_017358145.1 | Streptomyces sp. CA-256286 - ST 752:58	GCF_018070665.1 | Streptomyces sp. 404i - ST 768:59	GCF_018070745.1 | Streptomyces sp. C3-3 - ST 769:60	GCF_018530825.1 | Streptomyces sp. Tu10 - ST 772:61	GCF_018619185.1 | Streptomyces sp. McG3 - ST 776:62	GCF_019049185.1 | Streptomyces anulatus AC569_RSS891 - ST 782:63	GCF_900091905.1 | Streptomyces sp. OspMP-M43 - ST 793:64	GCF_900105705.1 | Streptomyces griseus DSM 40236 - ST 12:65	GCF_900460065.1 | Streptomyces griseus NCTC13033 - ST 12:66
GCF_009865505.1 | Streptomyces sp. SID2119 - ST 637:41	532101	530492	529703	412602	249043	436859	522031	443521	523689	414784	411334	414100	527992	429005	530682	531434	527356	495780	518176	528466	532435	537819	519332	518219	518248	522169	524738	524535	538083	526922	508866	466658	515657	513476	247042	238335	380809	413052	529192	345676	1	530831	248849	515210	243557	534267	504331	519149	503060	379923	448280	379813	504945	523390	430506	446287	492534	449068	524437	525421	526335	517638	521507	506344	531512	527527
GCF_009866455.1 | Streptomyces griseus CGMCC 4.18 - ST 12:42	1025	70508	461995	449586	596815	579112	503772	580962	70135	448328	451980	448337	452600	566401	461890	460410	453942	4331	439910	453695	463132	464776	452556	445541	447460	450444	499931	447403	463640	459225	482157	442578	492426	487560	597060	574016	551887	445837	506945	374345	530831	1	596304	445206	582999	496739	426217	449485	426417	408390	590925	408507	415616	502424	566493	587349	477357	590279	440126	440356	456179	421542	457833	63159	1099	1052
GCF_009872615.1 | Streptomyces sp. SID5594 - ST 253:43	597097	598789	589762	448255	0	483702	571874	486862	586725	447998	447113	449074	588408	464979	591042	592262	590121	552211	573222	592850	594769	595796	580631	569427	570951	575688	571220	573997	598020	588911	545134	513509	563108	559417	103126	269585	422637	446322	586744	372825	248849	596304	1	567054	278939	583335	548960	569815	540764	408935	492429	408736	553100	573355	468594	485409	531681	486615	579728	576584	587872	565851	583885	554895	597819	592800
GCF_010548045.1 | Streptomyces anulatus SID10689 - ST 645:44	444814	445766	302331	440510	567054	550364	480921	553736	431421	439912	437816	439547	284001	531012	288222	285548	280265	408558	248796	283356	301713	291444	80219	294663	296033	297166	481415	276887	315355	301175	462272	404714	476775	472951	568227	548572	527971	437393	487150	368966	515210	445206	567054	1	554563	460748	61807	83807	79839	398059	555050	397875	236003	481663	531464	552215	450094	553990	288882	287396	280826	372532	322760	414801	444736	438274
GCF_010548165.1 | Streptomyces cyaneofuscatus SID10855 - ST 646:45	583114	583950	575064	453215	278939	474232	573354	479889	575763	449936	450494	460168	580271	451738	578887	579846	579241	539261	566154	581283	582368	583956	565810	558033	560441	563354	567719	571181	586810	575212	547508	514997	564262	561447	272463	84087	413444	453319	581577	378332	243557	582999	278939	554563	1	581895	538755	557741	531266	410937	476630	411107	554029	576895	454576	474718	531792	474018	578278	578257	579986	563905	577236	542237	583267	578974
GCF_010548505.1 | Streptomyces sp. SID14515 - ST 652:46	497457	498410	466747	449267	583335	576560	346774	575208	484688	446871	447072	447937	465815	550746	467804	465753	464923	456539	462629	465894	468891	468842	465555	453678	456482	458649	346164	457599	471063	467213	316745	384879	342494	339693	579703	573902	550766	446610	325019	376851	534267	496739	583335	460748	581895	1	438684	459999	435963	406391	580065	406618	442384	349245	552898	579510	450696	579877	459971	462091	466417	452359	466374	457001	497032	492842
GCF_010548615.1 | Streptomyces anulatus SID505 - ST 653:47	425978	426366	291331	428584	548960	533912	462572	543386	412040	425421	421965	424029	272387	517380	279873	276161	270540	394187	237104	272526	290273	282295	76157	288882	290070	288241	471968	269277	303996	288240	445114	389719	459659	457716	547651	540182	510148	426254	465628	357668	504331	426217	548960	61807	538755	438684	1	79346	77337	384095	539515	383935	225722	464231	517650	538195	434555	538680	278203	278283	272512	361203	306758	405625	427691	423356
GCF_010548705.1 | Streptomyces anulatus SID7903 - ST 655:48	449187	446247	302572	440247	569815	551439	484805	555381	434830	440637	439468	441035	282801	532917	288904	285780	282096	413929	252323	281952	301198	292771	89576	296123	295395	299105	484961	280543	314884	301146	464060	406030	480010	476422	570758	552508	528085	440373	485814	369937	519149	449485	569815	83807	557741	459999	79346	1	349	400020	558940	399393	241008	487927	534332	557065	456003	556388	293471	290441	278564	375181	321621	419798	450137	446133
GCF_010550525.1 | Streptomyces anulatus SID9598 - ST 655:49	426512	422529	287361	423978	540764	525542	460605	528945	411745	425121	423873	424877	268461	509057	274813	271781	268568	394248	240225	267418	286308	277621	84473	283994	282683	285445	462235	267720	299886	286643	442355	386449	457976	457020	543449	525637	501278	423891	461064	358229	503060	426417	540764	79839	531266	435963	77337	349	1	382957	531221	382770	229205	462884	509562	530927	434520	530099	278187	275265	265441	356348	305696	405632	426971	423290
GCF_013167895.1 | Streptomyces fulvorobeus NBRC 15897 - ST 51:50	408779	407137	401543	428732	408935	421779	411669	425048	401586	425661	427201	427582	403654	409611	407164	407774	406703	385802	403658	404578	405516	411057	403380	388826	392761	393957	408129	399200	412573	401857	403006	390369	406340	404903	409552	411029	401092	428259	406799	361367	379923	408390	408935	398059	410937	406391	384095	400020	382957	1	429735	1040	401483	411066	412773	424305	391856	427386	412345	412076	406791	398628	411922	385843	410799	406844
GCF_013364315.1 | Streptomyces fulvissimus NA06532 - ST 681:51	592973	594222	572635	456678	492429	181943	577895	185288	580401	453972	454464	456226	582913	51770	585340	584833	581954	545148	560891	586003	577027	582908	566473	552108	552628	557669	576419	571789	586898	569104	559552	506128	571640	566671	492295	465415	473010	455842	584713	381886	448280	590925	492429	555050	476630	580065	539515	558940	531221	429735	1	429351	547628	581219	53886	48695	536398	48910	572808	574000	582490	566457	568643	554500	592317	587374
GCF_013409565.1 | Streptomyces fulvorobeus DSM 41455 - ST 51:52	408738	407271	401556	428801	408736	421953	411599	425248	401937	426160	427844	427515	403475	409692	406980	407619	406638	385840	403487	404429	405441	410824	403234	388760	392670	393888	408057	399290	413097	401741	403378	389984	406580	405073	409648	411082	400987	428238	406884	361834	379813	408507	408736	397875	411107	406618	383935	399393	382770	1040	429351	1	401231	411112	413198	424583	392213	427573	412669	412072	406549	398660	411892	386006	410922	406970
GCF_014495705.1 | Streptomyces sp. CB00271 - ST 417:53	415722	417551	250117	440383	553100	543347	468819	546357	416442	439667	439061	438389	216921	521690	225627	221507	213391	382330	1797	216564	253839	231084	239633	241241	242865	243698	467021	224941	264452	247309	448156	392037	460564	456391	551456	555568	533440	437560	466724	370334	504945	415616	553100	236003	554029	442384	225722	241008	229205	401483	547628	401231	1	469970	525382	545962	439941	549864	241791	242364	215423	351447	295139	384768	417287	413669
GCF_014655335.1 | Streptomyces griseus JCM 4516 - ST 718:54	501762	499496	496105	454582	573355	574832	71810	577259	489130	453315	454226	457101	500261	553856	502847	501113	497238	460569	488650	502132	501010	504205	491834	481251	481646	485940	88530	491367	503577	495180	277582	424916	71389	70513	570119	564579	553197	453127	258000	380446	523390	502424	573355	481663	576895	349245	464231	487927	462884	411066	581219	411112	469970	1	554649	578376	463815	578631	500574	500516	499014	476937	499632	461771	501821	498384
GCF_016653995.1 | Streptomyces sp. MBT58 - ST 739:55	566875	567625	549259	437023	468594	174514	553690	179131	557500	436366	436247	439512	555976	51176	558505	558462	557992	528392	538931	557546	551652	556946	541653	528862	529391	533106	549046	544433	560537	545126	534238	487222	546110	541840	467623	444031	450814	436919	557635	366076	430506	566493	468594	531464	454576	552898	517650	534332	509562	412773	53886	413198	525382	554649	1	48961	516444	49549	545038	548185	555311	543455	541360	534969	567844	563872
GCF_016772455.1 | Streptomyces fulvissimus DF - ST 745:56	590093	587153	566228	448914	485409	183063	578385	184338	576688	446681	445670	447497	574527	47785	579073	578652	580456	541826	558153	578134	571719	580425	562087	547626	548172	552933	573653	563665	577835	563330	553915	503385	567376	562342	484298	462344	472087	449240	585066	372775	446287	587349	485409	552215	474718	579510	538195	557065	530927	424305	48695	424583	545962	578376	48961	1	530915	41341	565952	567378	576082	559356	560314	549268	589483	585111
GCF_016901035.1 | Streptomyces sp. RHZ10 - ST 748:57	476543	478478	464814	426345	531681	531432	464437	531760	466359	424136	425811	426695	472163	513168	474308	473875	472542	441529	457590	472018	470804	475421	460463	453938	455539	458332	456692	467645	476595	468205	451936	425358	457605	453778	535280	528071	510737	421007	451308	356564	492534	477357	531681	450094	531792	450696	434555	456003	434520	391856	536398	392213	439941	463815	516444	530915	1	536892	470666	471554	468272	464719	468562	446887	477352	474570
GCF_017358145.1 | Streptomyces sp. CA-256286 - ST 752:58	592430	591442	568979	451902	486615	181064	576784	185030	578849	447206	448113	449053	578302	50355	580671	581002	581117	545288	562617	581629	575283	581497	564424	550922	550196	555278	574318	565479	583882	565513	555466	505074	569176	564091	487451	462558	473923	451120	582999	378326	449068	590279	486615	553990	474018	579877	538680	556388	530099	427386	48910	427573	549864	578631	49549	41341	536892	1	569154	571132	579300	561549	562332	551653	592172	587567
GCF_018070665.1 | Streptomyces sp. 404i - ST 768:59	440082	441586	237685	456573	579728	569171	499541	569781	426512	454997	453383	454073	216822	544349	220100	216095	214789	404637	252566	213524	238053	216719	296303	230527	233981	233742	491625	203180	235461	239251	471090	397999	490476	486247	575942	566938	547271	452741	487312	380340	524437	440126	579728	288882	578278	459971	278203	293471	278187	412345	572808	412669	241791	500574	545038	565952	470666	569154	1	38395	211847	356220	251327	408907	441506	437313
GCF_018070745.1 | Streptomyces sp. C3-3 - ST 769:60	439277	446288	239794	456807	576584	568599	500500	569706	432904	456058	454123	454530	218635	544746	225476	221200	215805	405023	253020	215501	238412	216832	294632	230796	232672	233667	490760	206176	238665	240970	474428	396458	491921	487310	572834	567649	543203	452203	483068	379876	525421	440356	576584	287396	578257	462091	278283	290441	275265	412076	574000	412072	242364	500516	548185	567378	471554	571132	38395	1	214742	357572	254328	409552	441393	437538
GCF_018530825.1 | Streptomyces sp. Tu10 - ST 772:61	455421	453590	220728	455003	587872	571215	496639	574147	441604	451939	450578	453647	67518	551073	69032	62810	59352	418679	226034	68430	220349	171606	284274	213794	214137	215226	494273	179220	252250	220465	467686	397188	488319	484686	587742	570925	549432	452011	491585	378528	526335	456179	587872	280826	579986	466417	272512	278564	265441	406791	582490	406549	215423	499014	555311	576082	468272	579300	211847	214742	1	364927	275548	421722	456032	452870
GCF_018619185.1 | Streptomyces sp. McG3 - ST 776:62	421454	423998	372441	442493	565851	555720	476941	556603	409629	439337	439307	437666	364676	541909	373003	370780	362766	395616	366815	366301	377612	367734	383520	361578	361196	363078	471980	362928	375592	368870	464870	398304	471906	468500	563339	557219	531871	438535	469795	371170	517638	421542	565851	372532	563905	452359	361203	375181	356348	398628	566457	398660	351447	476937	543455	559356	464719	561549	356220	357572	364927	1	379617	392056	423647	420035
GCF_019049185.1 | Streptomyces anulatus AC569_RSS891 - ST 782:63	457274	460116	303272	452484	583885	564807	498311	568278	447264	452572	450601	451774	275191	538657	284522	281189	273611	422965	307874	275106	304864	279906	330423	296351	299513	299162	500776	268247	271855	305618	476141	411026	491637	487442	584519	568507	538433	450983	492315	385949	521507	457833	583885	322760	577236	466374	306758	321621	305696	411922	568643	411892	295139	499632	541360	560314	468562	562332	251327	254328	275548	379617	1	428979	457865	453941
GCF_900091905.1 | Streptomyces sp. OspMP-M43 - ST 793:64	62161	54376	433249	426447	554895	539086	467048	543332	52349	424201	427190	424067	419878	532592	429261	428835	421552	60628	407573	421898	429520	432027	421682	420203	421334	422827	468391	418225	431124	427766	451122	411322	458088	457214	557953	536867	510603	424450	466500	357269	506344	63159	554895	414801	542237	457001	405625	419798	405632	385843	554500	386006	384768	461771	534969	549268	446887	551653	408907	409552	421722	392056	428979	1	63183	62540
GCF_900105705.1 | Streptomyces griseus DSM 40236 - ST 12:65	455	72474	462874	450183	597819	580667	504492	581472	71496	448636	452594	448527	453854	566563	462002	460546	455378	4149	440836	453826	464372	465172	453636	446042	448677	451726	500982	447351	464926	460922	483425	443734	494171	489673	597878	574386	553324	446946	507811	374767	531512	1099	597819	444736	583267	497032	427691	450137	426971	410799	592317	410922	417287	501821	567844	589483	477352	592172	441506	441393	456032	423647	457865	63183	1	489
GCF_900460065.1 | Streptomyces griseus NCTC13033 - ST 12:66	442	71340	458405	446547	592800	576169	500342	578197	70551	444339	448588	444307	450055	562885	459377	457867	451385	3890	437113	451014	460100	462276	449353	442651	444472	447404	496731	444329	460748	456854	479830	440838	490670	486108	593443	570090	549326	443582	503673	371670	527527	1052	592800	438274	578974	492842	423356	446133	423290	406844	587374	406970	413669	498384	563872	585111	474570	587567	437313	437538	452870	420035	453941	62540	489	1
