	GCF_000299175.2 | Streptomyces sp. SM8 - ST 247:386	GCF_000359525.1 | Streptomyces albidoflavus J1074 - ST 39:387	GCF_000495755.1 | Streptomyces sp. PVA 94-07 - ST 258:388	GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295:389	GCF_000725635.1 | Streptomyces sp. NRRL B-3253 - ST 324:390	GCF_000797385.1 | Streptomyces sp. CNQ431 - ST 330:391	GCF_000800535.1 | Streptomyces sp. M10 - ST 331:392	GCF_001014595.1 | Streptomyces sp. KE1 - ST 345:393	GCF_001431765.1 | Streptomyces sp. FR-008 - ST 377:394	GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382:395	GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411:396	GCF_002289335.1 | Streptomyces albidoflavus 132 - ST 447:397	GCF_002317005.1 | Streptomyces albidoflavus 38 - ST 447:398	GCF_002317025.1 | Streptomyces albidoflavus 138 - ST 447:399	GCF_002844215.1 | Streptomyces sp. EAG2 - ST 472:400	GCF_002910795.1 | Streptomyces sp. SM9 - ST 479:401	GCF_002910815.1 | Streptomyces sp. FM008 - ST 479:402	GCF_003687515.1 | Streptomyces sp. S5 - ST 516:403	GCF_004000395.1 | Streptomyces sp. B29(2018) - ST 548:404	GCF_004078575.1 | Streptomyces albidoflavus BSII#1 - ST 550:405	GCF_004124335.1 | Streptomyces sp. N1 - ST 553:406	GCF_004195735.1 | Streptomyces albidoflavus DSM 40455 - ST 557:407	GCF_004195745.1 | Streptomyces albidoflavus NBRC 100770 - ST 558:408	GCF_004195755.1 | Streptomyces albidoflavus NBRC 13083 - ST 110:409	GCF_004195845.1 | Streptomyces albidoflavus CGMCC 4.1681 - ST 105:410	GCF_004195855.1 | Streptomyces albidoflavus FXJ.2339 - ST 148:411	GCF_004195885.1 | Streptomyces albidoflavus NBRC 12790 - ST 107:412	GCF_004195895.1 | Streptomyces albidoflavus Ma24 - ST 559:413	GCF_004195935.1 | Streptomyces albidoflavus CR33 - ST 144:414	GCF_004195945.1 | Streptomyces albidoflavus CR10 - ST 138:415	GCF_004195955.1 | Streptomyces albidoflavus CR25 - ST 144:416	GCF_004195965.1 | Streptomyces albidoflavus Ma1 - ST 152:417	GCF_004195995.1 | Streptomyces albidoflavus CR47 - ST 146:418	GCF_004196035.1 | Streptomyces albidoflavus CR19 - ST 143:419	GCF_004196145.1 | Streptomyces albidoflavus FXJ8.031 - ST 150:420	GCF_004196155.1 | Streptomyces albidoflavus CGMCC 4.1615 - ST 150:421	GCF_004196225.1 | Streptomyces sp. SCA2-2 - ST 560:422	GCF_007896905.1 | Streptomyces albidoflavus 77 - ST 588:423	GCF_009834105.1 | Streptomyces sp. GF20 - ST 617:424	GCF_009846825.1 | Streptomyces sp. FR-008 - ST 377:425	GCF_010523235.1 | Streptomyces sp. 604F - ST 644:426	GCF_013363465.1 | Streptomyces odorifer KAI-180 - ST 673:427	GCF_013363555.1 | Streptomyces fungicidicus CAI-93 - ST 447:428	GCF_013693715.1 | Streptomyces albidoflavus J1074/R2 - ST 39:429	GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430	GCF_016613285.1 | Streptomyces sp. DEF1AK - ST 738:431	GCF_016613335.1 | Streptomyces sp. DEF147AK - ST 738:432	GCF_016803985.1 | Streptomyces koyangensis SCSIO 5802 - ST 746:433	GCF_017979945.1 | Streptomyces sp. 604F - ST 644:434	GCF_018619165.1 | Streptomyces sp. McG6 - ST 775:435	GCF_018619195.1 | Streptomyces sp. McG5 - ST 775:436	GCF_018619235.1 | Streptomyces sp. McG2 - ST 775:437	GCF_018638335.1 | Streptomyces sp. G11C - ST 778:438	GCF_019067045.1 | Streptomyces sp. NK08203 - ST 786:439	GCF_900091785.1 | Streptomyces sp. BvitLS-983 - ST 635:440	GCF_900091885.1 | Streptomyces sp. ScaeMP-6W - ST 632:441	GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442
GCF_007896905.1 | Streptomyces albidoflavus 77 - ST 588:423	6716780	6521557	5941154	6162588	6689956	5847298	6123905	6092098	6789664	6703555	6638888	5966498	6069341	6067926	6095987	6088584	6109865	6503499	6721918	5793680	6668653	6562414	6703090	6721060	6712506	6717378	6663243	6717052	6635574	6667194	6639140	6638837	6665501	6692254	6666554	6665230	6074854	7446125	6724806	6762647	5920475	6080858	6248320	6518532	6185214	6693404	6698298	6057231	5908222	6410883	6548873	6358201	5848799	6754618	6633649	6768136	6620375
GCF_009834105.1 | Streptomyces sp. GF20 - ST 617:424	6494861	6412820	5887670	6081429	6606143	5814750	6083422	6086053	6714802	6580974	6513581	5915401	6012043	6012605	6057957	5992517	6017166	6543636	6633800	5712377	6655887	6468979	6597407	6662835	6613400	6637362	6583424	6721791	6635257	6573393	6637341	6676747	6597912	6708161	6661557	6656516	6040306	6724806	7311137	6679839	5850753	6023010	6218754	6413049	6129505	6656798	6650836	6080182	5844926	6319537	6451831	6260211	5809401	6695920	6546890	6575402	6551101
GCF_009846825.1 | Streptomyces sp. FR-008 - ST 377:425	6577434	6427370	5898944	6166096	6687812	5859674	6126666	6118907	7264461	6688426	6618066	5982499	6097197	6102191	6070667	6051440	6075756	6474468	6657272	5766922	6668986	6564551	6703988	6745929	6764395	6796022	6666462	6634019	6617008	6657793	6623267	6632821	6670238	6643348	6649805	6634528	6056559	6762647	6679839	7235067	5909255	6065212	6298207	6427167	6130662	6713528	6717542	6046583	5849113	6458101	6591093	6395840	5851763	6717361	6722680	6585589	6592646
GCF_010523235.1 | Streptomyces sp. 604F - ST 644:426	5774220	5718229	6607544	5972187	5827191	6617923	5940707	5824670	5953184	5859771	5872013	5656525	5753949	5753275	5684697	5353535	5376371	5721238	5816890	6429675	5869371	5742672	5870745	5841633	5991230	5968072	5849157	5848800	5831021	5939209	5831025	5858620	5891135	5817835	5820909	5817978	5598365	5920475	5850753	5909255	7086150	5884736	5873561	5718698	5936115	5858103	5860462	5637921	6912270	5719266	5834340	5670474	6555197	5857555	5891618	5820104	5834352
GCF_013363465.1 | Streptomyces odorifer KAI-180 - ST 673:427	5973819	5905122	5880048	6508503	6026186	5865056	6438999	6210186	6068487	6110921	6047670	5710510	5815664	5816550	5997928	5529919	5552452	5860473	6020566	5759212	6045342	5979064	6069886	6070906	6078826	6080588	6059905	6054476	6037361	6038824	6037768	6029829	6071064	6029586	6049448	6048623	5949194	6080858	6023010	6065212	5884736	6818716	5977029	5907889	6504476	6048632	6051880	5919782	5868336	5808657	5929500	5754526	5837612	6038218	6018964	6018660	6023892
GCF_013363555.1 | Streptomyces fungicidicus CAI-93 - ST 447:428	6096750	6001106	5877969	6060395	6242554	5898166	6031402	5973804	6301609	6241566	6287295	6213526	6315640	6314202	5879345	5645278	5669431	6010422	6113408	5777320	6206157	6080946	6225996	6276197	6257450	6278787	6281555	6172339	6163931	6175645	6163994	6209480	6181938	6177534	6182038	6176494	5811244	6248320	6218754	6298207	5873561	5977029	6842218	6000534	6050305	6259958	6260643	5805762	5851020	5960191	6081847	5904163	5851735	6223056	6235116	6138264	6186992
GCF_013693715.1 | Streptomyces albidoflavus J1074/R2 - ST 39:429	6387251	6981882	5745283	5922525	6441761	5626577	5903889	5904866	6457304	6487721	6371427	5716805	5812086	5815775	5877788	5927224	5944978	6220754	6449587	5571519	6397078	6465035	6479304	6480898	6515250	6435555	6423141	6427412	6433469	6408813	6438922	6362761	6431959	6378843	6390795	6388173	5846127	6518532	6413049	6427167	5718698	5907889	6000534	6942952	5974454	6481131	6485372	5894133	5716944	6195754	6323511	6140498	5637835	6432253	6365973	6386997	6454592
GCF_015601545.1 | Streptomyces albidoflavus W68 - ST 673:430	6045212	5973774	5964582	6598610	6106315	5858636	6559135	6251197	6163965	6155745	6120724	5747026	5845585	5842565	5986980	5611839	5626347	5916989	6073539	5780309	6154757	6035401	6167628	6127457	6150516	6148654	6130715	6122056	6111715	6105347	6109913	6108064	6112863	6101956	6118225	6116732	5953971	6185214	6129505	6130662	5936115	6504476	6050305	5974454	6796629	6126029	6128942	5973938	5932322	5878825	6000606	5826390	5860953	6105324	6087942	6085387	6107429
GCF_016613285.1 | Streptomyces sp. DEF1AK - ST 738:431	6551943	6480556	5930767	6129960	6826467	5864381	6134632	6112464	6715811	6784531	6567250	5966519	6073880	6070550	6099411	6096469	6126558	6405291	6590835	5743101	6622457	6658009	6791381	6823073	6717600	6816545	6806548	6603226	6569132	6617077	6569392	6589464	6593005	6583114	6622014	6621024	6065039	6693404	6656798	6713528	5858103	6048632	6259958	6481131	6126029	7095222	7130331	6034602	5849530	6418030	6549536	6357938	5851573	6599310	6768816	6570472	6641794
GCF_016613335.1 | Streptomyces sp. DEF147AK - ST 738:432	6554793	6484775	5931746	6130413	6828030	5865898	6135270	6111365	6718702	6787984	6572570	5966123	6073349	6072178	6099692	6095478	6125329	6407746	6595214	5746437	6628697	6661031	6797022	6829690	6722459	6823122	6830824	6606860	6571890	6620754	6577924	6595279	6597008	6587057	6637304	6625561	6064053	6698298	6650836	6717542	5860462	6051880	6260643	6485372	6128942	7130331	7096968	6037051	5852076	6419372	6553411	6359989	5852148	6594445	6763348	6576215	6646403
GCF_016803985.1 | Streptomyces koyangensis SCSIO 5802 - ST 746:433	5915250	5894513	5654439	5936991	6027582	5615626	5947753	6005157	6078783	6026773	6016443	5536035	5634834	5631304	6495040	5475933	5500984	5813477	5964589	5526299	6054539	5938873	6024003	6039142	6030134	6040706	6035225	6011349	5993581	5993378	5993179	6005618	6010330	6001979	6028402	6025401	6688649	6057231	6080182	6046583	5637921	5919782	5805762	5894133	5973938	6034602	6037051	7001532	5632910	5752331	5873820	5703445	5601969	5991189	6001436	5983092	5984009
GCF_017979945.1 | Streptomyces sp. 604F - ST 644:434	5760528	5716943	6590206	5901638	5824148	6536879	5938133	5826519	5894084	5858862	5859304	5584064	5676997	5675511	5673305	5342747	5366112	5641909	5801285	6427798	5846499	5740728	5867964	5841289	5941688	5864824	5849829	5849613	5830802	5856531	5831004	5857468	5842295	5818829	5818513	5818432	5595099	5908222	5844926	5849113	6912270	5868336	5851020	5716944	5932322	5849530	5852076	5632910	6912945	5617172	5730706	5569857	6520269	5840170	5787354	5807331	5828237
GCF_018619165.1 | Streptomyces sp. McG6 - ST 775:435	6309617	6195648	5678571	5957587	6364164	5611721	5855548	5795787	6454108	6427569	6316260	5853593	5944210	5942377	5780357	5977788	6000983	6280365	6305083	5595211	6336712	6305514	6437929	6410015	6480332	6498456	6365057	6322077	6303174	6470302	6302975	6298958	6388265	6335511	6327615	6324916	5757528	6410883	6319537	6458101	5719266	5808657	5960191	6195754	5878825	6418030	6419372	5752331	5617172	6873309	6825253	6713774	5573820	6353232	6451103	6304989	6361443
GCF_018619195.1 | Streptomyces sp. McG5 - ST 775:436	6436346	6323490	5791346	6080698	6496041	5721874	5976183	5912001	6586820	6560646	6448671	5927648	6026481	6023192	5901903	6068024	6093300	6394129	6437272	5687599	6470425	6432695	6568854	6540969	6610686	6628897	6497217	6453637	6437672	6603981	6435672	6431902	6521491	6466406	6455747	6454569	5879860	6548873	6451831	6591093	5834340	5929500	6081847	6323511	6000606	6549536	6553411	5873820	5730706	6825253	7018127	6768690	5687111	6486148	6575097	6432893	6491803
GCF_018619235.1 | Streptomyces sp. McG2 - ST 775:437	6247282	6140475	5627865	5901505	6303355	5560742	5801042	5740771	6394022	6371173	6257905	5814949	5901257	5887830	5732918	5923634	5948576	6221043	6248695	5548514	6278235	6249748	6380198	6346724	6417348	6440859	6307715	6266445	6247013	6413232	6245297	6240691	6328869	6277168	6268421	6266097	5708996	6358201	6260211	6395840	5670474	5754526	5904163	6140498	5826390	6357938	6359989	5703445	5569857	6713774	6768690	6911121	5523906	6295130	6393985	6247031	6301187
GCF_018638335.1 | Streptomyces sp. G11C - ST 778:438	5732814	5637719	6453955	5861506	5819254	6528781	5898628	5839222	5853778	5822397	5809811	5580474	5669377	5667978	5697264	5275820	5300770	5625099	5753480	6343767	5807476	5684997	5818459	5835321	5873087	5863333	5837101	5801057	5820494	5798446	5821118	5842400	5800093	5766239	5803591	5803231	5591321	5848799	5809401	5851763	6555197	5837612	5851735	5637835	5860953	5851573	5852148	5601969	6520269	5573820	5687111	5523906	6877037	5800919	5797894	5791476	5788000
GCF_019067045.1 | Streptomyces sp. NK08203 - ST 786:439	6514017	6432054	5872929	6099034	6571217	5800982	6079861	6075614	6717132	6614758	6596807	5941986	6039964	6037479	6019962	6033966	6059981	6505112	6654193	5760667	6578071	6483678	6613902	6616000	6628689	6612266	6553160	6724937	6585243	6607528	6593077	6568695	6607092	6691817	6667461	6664729	6012345	6754618	6695920	6717361	5857555	6038218	6223056	6432253	6105324	6599310	6594445	5991189	5840170	6353232	6486148	6295130	5800919	7005868	6516364	6591107	6574351
GCF_900091785.1 | Streptomyces sp. BvitLS-983 - ST 635:440	6547216	6367283	5866066	6138542	6769709	5848581	6086414	6072210	6708903	6670444	6545551	5977835	6088640	6088584	6042023	6076937	6107455	6455470	6484922	5716287	6557829	6560283	6707563	6727332	6729674	6920407	6773576	6512332	6476605	6592142	6474677	6531771	6574132	6493636	6536145	6536605	6008223	6633649	6546890	6722680	5891618	6018964	6235116	6365973	6087942	6768816	6763348	6001436	5787354	6451103	6575097	6393985	5797894	6516364	7282735	6500995	6596413
GCF_900091885.1 | Streptomyces sp. ScaeMP-6W - ST 632:441	6629432	6386984	5852668	6074647	6538311	5779630	6055089	6046007	6586470	6573566	6499110	5865064	5963194	5962297	6008128	5998267	6025354	6414487	6570706	5709026	6534042	6433062	6569568	6564973	6578647	6551200	6532765	6620091	6544023	6561855	6549598	6518499	6564710	6557006	6557665	6557732	5989648	6768136	6575402	6585589	5820104	6018660	6138264	6386997	6085387	6570472	6576215	5983092	5807331	6304989	6432893	6247031	5791476	6591107	6500995	7163425	6546491
GCF_900171555.1 | Streptomyces albidoflavus R-53649 - ST 802:442	6507741	6453914	5877114	6099588	6592248	5789137	6095875	6057925	6594667	6644416	6532626	5913796	6011856	6008615	6020396	6081750	6111104	6402886	6536036	5723583	6511461	6548011	6685692	6651173	6632733	6604259	6584003	6578517	6540899	6567768	6547307	6505116	6555721	6561758	6533111	6533369	5959642	6620375	6551101	6592646	5834352	6023892	6186992	6454592	6107429	6641794	6646403	5984009	5828237	6361443	6491803	6301187	5788000	6574351	6596413	6546491	7004412
