query,subject,identity,algn_length,mismatches,gap_opens,q_start,q_end,s_start,s_end,evalue,bit_score,q_cov,assembly_accession,name,symbol,attributes,status,product_accession
atpD_687,NZ_JAENRY010000044.1,100.0,495,0,0,1,495,24828,25322,0.0,893.0,100,GCF_016612545.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_200679778.1
atpD_319,NZ_JAENRX010000188.1,100.0,495,0,0,1,495,20862,21356,0.0,893.0,100,GCF_016612575.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_032783651.1
atpD_319,NZ_JAENRV010000123.1,100.0,495,0,0,1,495,10220,9726,0.0,893.0,100,GCF_016612605.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_032783651.1
atpD_806,NZ_JAENRZ010000049.1,100.0,495,0,0,1,495,32797,33291,0.0,893.0,100,GCF_016612625.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_200711001.1
atpD_319,NZ_JAENSA010000098.1,100.0,495,0,0,1,495,9977,10471,0.0,893.0,100,GCF_016612645.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_032783651.1
atpD_258,NZ_JAENSB010000048.1,100.0,495,0,0,1,495,8049,7555,0.0,893.0,100,GCF_016612665.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_032783651.1
atpD_333,NZ_JAENSD010000229.1,100.0,495,0,0,1,495,8079,7585,0.0,893.0,100,GCF_016612705.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_200720476.1
atpD_333,NZ_JAENSE010000079.1,100.0,495,0,0,1,495,30981,31475,0.0,893.0,100,GCF_016612725.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_200720476.1
atpD_40,NZ_JAENSG010000025.1,100.0,495,0,0,1,495,41112,40618,0.0,893.0,100,GCF_016612755.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_014048353.1
atpD_333,NZ_JAENSF010000012.1,100.0,495,0,0,1,495,8094,7600,0.0,893.0,100,GCF_016612775.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_200720476.1
atpD_440,NZ_JAENSJ010000002.1,100.0,495,0,0,1,495,68677,69171,0.0,893.0,100,GCF_016612805.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_189919668.1
atpD_440,NZ_JAENSH010000005.1,100.0,495,0,0,1,495,71536,72030,0.0,893.0,100,GCF_016612825.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_189919668.1
atpD_639,NZ_JAENSI010000021.1,100.0,495,0,0,1,495,24053,24547,0.0,893.0,100,GCF_016612855.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_200699343.1
atpD_92,NZ_JACXJF010000003.1,100.0,495,0,0,1,495,118634,119128,0.0,893.0,100,GCF_016613285.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_003950883.1
atpD_92,NZ_JACXJE010000004.1,100.0,495,0,0,1,495,39178,39672,0.0,893.0,100,GCF_016613335.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_003950883.1
atpD_498,NZ_JAEKDS010000004.1,100.0,495,0,0,1,495,2125643,2125149,0.0,893.0,100,GCF_016624005.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_030113487.1
atpD_1,NZ_JAEQAX010000013.1,100.0,495,0,0,1,495,30796,31290,0.0,893.0,100,GCF_016653995.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_031122932.1
atpD_333,NZ_JAEQAY010000031.1,100.0,495,0,0,1,495,8094,7600,0.0,893.0,100,GCF_016654055.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_200720476.1
atpD_319,NZ_JAEQAW010000107.1,100.0,495,0,0,1,495,8065,7571,0.0,893.0,100,GCF_016654065.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_032783651.1
atpD_763,NZ_JAEQAZ010000120.1,100.0,495,0,0,1,495,32834,33328,0.0,893.0,100,GCF_016654115.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_200711001.1
atpD_453,NZ_JAERRK010000018.1,100.0,495,0,0,1,495,79014,78520,0.0,893.0,100,GCF_016741775.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_201841373.1
atpD_465,NZ_JAERRI010000002.1,100.0,495,0,0,1,495,5393,4899,0.0,893.0,100,GCF_016741825.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_030414135.1
atpD_702,NZ_JAERRH010000012.1,100.0,495,0,0,1,495,76769,76275,0.0,893.0,100,GCF_016741855.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_201822773.1
atpD_899,NZ_JAERRF010000002.1,100.0,495,0,0,1,495,135021,134527,0.0,893.0,100,GCF_016741875.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_201871196.1
atpD_807,NZ_JAERRG010000004.1,100.0,495,0,0,1,495,386081,385587,0.0,893.0,100,GCF_016741935.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_121824841.1
atpD_41,NZ_BNEC01000003.1,100.0,495,0,0,1,495,8067,8561,0.0,893.0,100,GCF_016755855.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_030008700.1
atpD_43,NZ_BNED01000005.1,100.0,495,0,0,1,495,3028601,3028107,0.0,893.0,100,GCF_016755875.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_030386949.1
atpD_179,NZ_BNEE01000006.1,100.0,495,0,0,1,495,2795998,2795504,0.0,893.0,100,GCF_016755895.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_031150522.1
atpD_511,NZ_JAESIF010000010.1,100.0,495,0,0,1,495,61473,60979,0.0,893.0,100,GCF_016757295.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_202277416.1
atpD_1,NZ_CP068598.1,100.0,495,0,0,1,495,5586750,5587244,0.0,893.0,100,GCF_016772455.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_031122932.1
atpD_505,NZ_CP049945.1,100.0,495,0,0,1,495,4941932,4942426,0.0,893.0,100,GCF_016803985.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_010642237.1
atpD_741,NZ_CP051486.1,100.0,495,0,0,1,495,1475017,1475511,0.0,893.0,100,GCF_016804005.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_203182484.1
atpD_184,NZ_JAFDML010000037.1,100.0,495,0,0,1,495,37508,38002,0.0,893.0,100,GCF_016834575.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_006130160.1
atpD_611,NZ_BNEA01000015.1,100.0,495,0,0,1,495,2695667,2695173,0.0,893.0,100,GCF_016860525.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_189998788.1
atpD_304,NZ_BNEB01000005.1,100.0,495,0,0,1,495,2698035,2697541,0.0,893.0,100,GCF_016860545.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_189919668.1
atpD_861,NZ_JAFEUF010000109.1,100.0,495,0,0,1,495,12180,11686,0.0,893.0,100,GCF_016901035.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_205084427.1
atpD_2,NZ_CP070242.1,100.0,495,0,0,1,495,5687104,5687598,0.0,893.0,100,GCF_016906185.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_030113487.1
atpD_2,NZ_CP070245.1,100.0,495,0,0,1,495,2132796,2132302,0.0,893.0,100,GCF_016906205.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_030113487.1
atpD_2,NZ_CP070249.1,100.0,495,0,0,1,495,5698600,5699094,0.0,893.0,100,GCF_016906225.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_030113487.1
atpD_2,NZ_CP070254.1,100.0,495,0,0,1,495,5657209,5657703,0.0,893.0,100,GCF_016906245.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_030113487.1
atpD_2,NZ_CP070260.1,100.0,495,0,0,1,495,2301146,2300652,0.0,893.0,100,GCF_016906265.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_030113487.1
atpD_256,NZ_JAFBGA010000011.1,100.0,495,0,0,1,495,139502,139996,0.0,893.0,100,GCF_016909575.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_203182484.1
atpD_318,NZ_CP070326.1,100.0,495,0,0,1,495,6540296,6540790,0.0,893.0,100,GCF_016917755.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_205366675.1
atpD_560,NZ_JAFEJA010000001.1,100.0,495,0,0,1,495,2808005,2807511,0.0,893.0,100,GCF_016919245.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_205373481.1
atpD_305,NZ_CP070379.1,100.0,495,0,0,1,495,2775573,2775079,0.0,893.0,100,GCF_016919685.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_006346592.1
atpD_577,NZ_JAFFZS010000029.1,100.0,495,0,0,1,495,25895,26389,0.0,893.0,100,GCF_016921115.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_205385888.1
atpD_638,NZ_JADEYH010000016.1,100.0,495,0,0,1,495,112626,112132,0.0,893.0,100,GCF_017114865.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_206349626.1
atpD_381,NZ_CP059898.1,100.0,495,0,0,1,495,5514725,5515219,0.0,893.0,100,GCF_017311125.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_030113487.1
atpD_382,NZ_JAFMOF010000003.1,100.0,495,0,0,1,495,421255,421749,0.0,893.0,100,GCF_017349075.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_086573264.1
atpD_151,NZ_CP071465.1,100.0,495,0,0,1,495,2777285,2776791,0.0,893.0,100,GCF_017352335.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_043443915.1
atpD_382,NZ_CP071595.1,100.0,495,0,0,1,495,2234146,2233652,0.0,893.0,100,GCF_017356985.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_086573264.1
atpD_1,NZ_CP071044.1,100.0,495,0,0,1,495,5541562,5542056,0.0,893.0,100,GCF_017358145.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_031122932.1
atpD_343,NZ_JAFVLN010000016.1,100.0,495,0,0,1,495,165319,165813,0.0,893.0,100,GCF_017377775.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_207827461.1
atpD_826,NZ_CP071839.1,100.0,495,0,0,1,495,5870386,5870880,0.0,893.0,100,GCF_017526105.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_014675014.1
atpD_815,NZ_JAGFNO010000006.1,100.0,495,0,0,1,495,28382,28876,0.0,893.0,100,GCF_017592595.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_208517545.1
atpD_789,NZ_WVUG01000018.1,100.0,495,0,0,1,495,24292,24786,0.0,893.0,100,GCF_017614965.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_208777996.1
atpD_41,NZ_CP071139.1,100.0,495,0,0,1,495,6104888,6105382,0.0,893.0,100,GCF_017639205.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_030008700.1
atpD_894,NZ_JAFFZM010000006.1,100.0,495,0,0,1,495,269545,270039,0.0,893.0,100,GCF_017676345.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_099884274.1
atpD_739,NZ_JAFFZN010000007.1,100.0,495,0,0,1,495,21691,22185,0.0,893.0,100,GCF_017676385.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_209264583.1
atpD_916,NZ_JAGIQL010000026.1,100.0,495,0,0,1,495,26952,27446,0.0,893.0,100,GCF_017813245.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_209339449.1
atpD_753,NZ_JAFLQY010000003.1,100.0,495,0,0,1,495,4332467,4332961,0.0,893.0,100,GCF_017825375.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_008738184.1
atpD_266,NZ_JAGGLP010000014.1,100.0,495,0,0,1,495,86800,86306,0.0,893.0,100,GCF_017874495.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_067300630.1
atpD_16,NZ_JAGINR010000001.1,100.0,495,0,0,1,495,5847176,5847670,0.0,893.0,100,GCF_017876235.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_030826852.1
atpD_446,NZ_JAGINS010000001.1,100.0,495,0,0,1,495,1736906,1736412,0.0,893.0,100,GCF_017876255.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_056794358.1
atpD_236,NZ_JAGIOH010000001.1,100.0,495,0,0,1,495,5242517,5243011,0.0,893.0,100,GCF_017876625.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_130879939.1
atpD_358,NZ_JAGIPC010000001.1,100.0,495,0,0,1,495,5782407,5782901,0.0,893.0,100,GCF_017877015.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_030321098.1
atpD_148,NZ_CP072827.1,100.0,495,0,0,1,495,5141702,5142196,0.0,893.0,100,GCF_017916255.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_004953252.1
atpD_165,NZ_CP043956.1,100.0,495,0,0,1,495,6872969,6873463,0.0,893.0,100,GCF_017933115.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_013000655.1
atpD_165,NZ_CP043957.1,100.0,495,0,0,1,495,6718582,6719076,0.0,893.0,100,GCF_017933235.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_013000655.1
atpD_165,NZ_CP043958.1,100.0,495,0,0,1,495,6759916,6760410,0.0,893.0,100,GCF_017933255.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_013000655.1
atpD_87,NZ_JAGMTS010000005.1,100.0,495,0,0,1,495,7162724,7163218,0.0,893.0,100,GCF_017942185.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_037951025.1
atpD_909,NZ_JAFFSU010000004.1,100.0,495,0,0,1,495,216866,217360,0.0,893.0,100,GCF_017948455.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_210572607.1
atpD_429,NZ_JAFFSX010000039.1,100.0,495,0,0,1,495,28637,29131,0.0,893.0,100,GCF_017948485.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_210593803.1
atpD_165,NZ_VWSO01000001.1,100.0,495,0,0,1,495,6711409,6711903,0.0,893.0,100,GCF_017968905.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_013000655.1
atpD_165,NZ_VWSN01000001.1,100.0,495,0,0,1,495,6963047,6963541,0.0,893.0,100,GCF_017968935.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_013000655.1
atpD_165,NZ_VWSP01000001.1,100.0,495,0,0,1,495,4222988,4222494,0.0,893.0,100,GCF_017968965.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_013000655.1
atpD_165,NZ_VWSS01000001.1,100.0,495,0,0,1,495,2981221,2980727,0.0,893.0,100,GCF_017969005.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_013000655.1
atpD_165,NZ_VWST01000001.1,100.0,495,0,0,1,495,2885847,2885353,0.0,893.0,100,GCF_017969025.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_013000655.1
atpD_165,NZ_VWSW01000001.1,100.0,495,0,0,1,495,6662696,6663190,0.0,893.0,100,GCF_017969045.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_013000655.1
atpD_5,NZ_MU211438.1,100.0,495,0,0,1,495,1730976,1730482,0.0,893.0,100,GCF_017979945.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_003950883.1
atpD_334,NZ_JAAAYH010000074.1,100.0,495,0,0,1,495,25230,25724,0.0,893.0,100,GCF_018035285.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_210946219.1
atpD_539,NZ_JAGPNL010000004.1,100.0,495,0,0,1,495,274018,273524,0.0,893.0,100,GCF_018069565.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_210873229.1
atpD_628,NZ_CP072941.1,100.0,495,0,0,1,495,3736479,3735985,0.0,893.0,100,GCF_018069625.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_211123640.1
atpD_342,NZ_JAGPYJ010000008.1,100.0,495,0,0,1,495,136559,136065,0.0,893.0,100,GCF_018070055.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_086875889.1
atpD_342,NZ_JAGPYI010000004.1,100.0,495,0,0,1,495,373246,372752,0.0,893.0,100,GCF_018070125.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_086875889.1
atpD_423,NZ_JAGPYG010000003.1,100.0,495,0,0,1,495,461539,462033,0.0,893.0,100,GCF_018070145.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_003973624.1
atpD_448,NZ_JAGPYE010000045.1,100.0,495,0,0,1,495,29754,30248,0.0,893.0,100,GCF_018070175.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_161377856.1
atpD_536,NZ_JAGPYH010000006.1,100.0,495,0,0,1,495,75965,75471,0.0,893.0,100,GCF_018070205.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_059301464.1
atpD_241,NZ_JAGPYC010000031.1,100.0,495,0,0,1,495,64868,64374,0.0,893.0,100,GCF_018070225.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_086700741.1
atpD_402,NZ_JAGPYD010000002.1,100.0,495,0,0,1,495,229278,229772,0.0,893.0,100,GCF_018070255.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_055625179.1
atpD_448,NZ_JAGPYB010000040.1,100.0,495,0,0,1,495,29754,30248,0.0,893.0,100,GCF_018070265.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_161377856.1
atpD_270,NZ_JAGPXM010000007.1,100.0,495,0,0,1,495,68899,68405,0.0,893.0,100,GCF_018070535.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_210960449.1
atpD_923,NZ_JAGPXL010000031.1,100.0,495,0,0,1,495,35465,35959,0.0,893.0,100,GCF_018070565.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_210924621.1
atpD_462,NZ_JAGPXJ010000007.1,100.0,495,0,0,1,495,122296,122790,0.0,893.0,100,GCF_018070605.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_099884274.1
atpD_506,NZ_JAGPXH010000004.1,100.0,495,0,0,1,495,84300,84794,0.0,893.0,100,GCF_018070665.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_069755422.1
atpD_506,NZ_JAGPXG010000026.1,100.0,495,0,0,1,495,88531,89025,0.0,893.0,100,GCF_018070745.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_069755422.1
atpD_914,NZ_JAELVF020000001.1,100.0,495,0,0,1,495,391504,391010,0.0,893.0,100,GCF_018101125.2,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_211039859.1
atpD_395,NZ_CP063808.1,100.0,495,0,0,1,495,1635154,1635648,0.0,893.0,100,GCF_018128905.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_053850768.1
atpD_87,NZ_JAGSHY010000002.1,100.0,495,0,0,1,495,4090775,4090281,0.0,893.0,100,GCF_018138705.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_037951025.1
atpD_87,NZ_JAGSHX010000006.1,100.0,495,0,0,1,495,2747614,2747120,0.0,893.0,100,GCF_018138715.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_037951025.1
atpD_212,NZ_CP060742.1,100.0,495,0,0,1,495,5750227,5750721,0.0,893.0,100,GCF_018141485.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_211827288.1
atpD_142,NZ_CP073778.1,100.0,495,0,0,1,495,2638588,2638094,0.0,893.0,100,GCF_018255875.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_030235800.1
atpD_199,NZ_CP074102.1,100.0,495,0,0,1,495,2518995,2518501,0.0,893.0,100,GCF_018310535.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_054233221.1
atpD_238,NZ_CP074111.1,100.0,495,0,0,1,495,5416922,5417416,0.0,893.0,100,GCF_018310575.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_102929172.1
atpD_326,NZ_JAHDTK010000022.1,100.0,495,0,0,1,495,515844,516338,0.0,893.0,100,GCF_018530775.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_125524924.1
atpD_481,NZ_JAHDTJ010000019.1,100.0,495,0,0,1,495,274975,275469,0.0,893.0,100,GCF_018530825.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_050360394.1
atpD_724,NZ_JAGGPA010000036.1,100.0,495,0,0,1,495,96072,96566,0.0,893.0,100,GCF_018614035.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_215133578.1
atpD_891,NZ_JAGGPB010000048.1,100.0,495,0,0,1,495,46512,46018,0.0,893.0,100,GCF_018614055.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_214928121.1
atpD_719,NZ_JAGGOZ010000071.1,100.0,495,0,0,1,495,46034,46528,0.0,893.0,100,GCF_018614075.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_215018160.1
atpD_405,NZ_JAGGOR010000071.1,100.0,495,0,0,1,495,18345,17851,0.0,893.0,100,GCF_018614185.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_062155352.1
atpD_405,NZ_JAGGOQ010000043.1,100.0,495,0,0,1,495,18248,17754,0.0,893.0,100,GCF_018614355.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_062155352.1
atpD_519,NZ_JAGGOO010000020.1,100.0,495,0,0,1,495,57058,57552,0.0,893.0,100,GCF_018614415.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_215165686.1
atpD_291,NZ_JAGGON010000036.1,100.0,495,0,0,1,495,118176,118670,0.0,893.0,100,GCF_018614445.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_073878307.1
atpD_291,NZ_JAGGOM010000002.1,100.0,495,0,0,1,495,118674,119168,0.0,893.0,100,GCF_018614515.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_073878307.1
atpD_917,NZ_JAGGOL010000023.1,100.0,495,0,0,1,495,10020,9526,0.0,893.0,100,GCF_018614525.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_215080510.1
atpD_600,NZ_JAGGOK010000024.1,100.0,495,0,0,1,495,95849,96343,0.0,893.0,100,GCF_018614615.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_214971971.1
atpD_36,NZ_JAAXYE010000065.1,100.0,495,0,0,1,495,3453,2959,0.0,893.0,100,GCF_018619165.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_003950883.1
atpD_268,NZ_JAAXYC010000084.1,100.0,495,0,0,1,495,8399,7905,0.0,893.0,100,GCF_018619185.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_069755422.1
atpD_36,NZ_JAAXYD010000107.1,100.0,495,0,0,1,495,12250,12744,0.0,893.0,100,GCF_018619195.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_003950883.1
atpD_36,NZ_JAAXYB010000074.1,100.0,495,0,0,1,495,3627,3133,0.0,893.0,100,GCF_018619235.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_003950883.1
atpD_204,NZ_JAHHEH010000008.1,100.0,495,0,0,1,495,303375,302881,0.0,893.0,100,GCF_018619495.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_018492191.1
atpD_204,NZ_JAHHEJ010000044.1,100.0,495,0,0,1,495,105709,106203,0.0,893.0,100,GCF_018619515.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_018492191.1
atpD_204,NZ_JAHHEI010000029.1,100.0,495,0,0,1,495,294416,294910,0.0,893.0,100,GCF_018619535.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_018492191.1
atpD_204,NZ_JAHHEF010000012.1,100.0,495,0,0,1,495,461464,460970,0.0,893.0,100,GCF_018619555.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_018492191.1
atpD_204,NZ_JAHHEE010000101.1,100.0,495,0,0,1,495,3961,3467,0.0,893.0,100,GCF_018619575.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_018492191.1
atpD_204,NZ_JAHHEG010000001.1,100.0,495,0,0,1,495,1329261,1329755,0.0,893.0,100,GCF_018619585.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_018492191.1
atpD_198,NZ_JABTTS010000022.1,100.0,495,0,0,1,495,19906,19412,0.0,893.0,100,GCF_018638295.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_215207393.1
atpD_568,NZ_JABTTR010000016.1,100.0,495,0,0,1,495,56090,56584,0.0,893.0,100,GCF_018638305.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_215211545.1
atpD_5,NZ_JABTTT010000004.1,100.0,495,0,0,1,495,51092,50598,0.0,893.0,100,GCF_018638335.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_003950883.1
atpD_421,NZ_JAAVVL010000001.1,100.0,495,0,0,1,495,1672134,1672628,0.0,893.0,100,GCF_018728545.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_215449031.1
atpD_317,NZ_JAHLEM010000015.1,100.0,495,0,0,1,495,90081,90575,0.0,893.0,100,GCF_018883605.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_121824841.1
atpD_461,NZ_JABRXD010000049.1,100.0,495,0,0,1,495,24716,25210,0.0,893.0,100,GCF_018927715.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_059083623.1
atpD_575,NZ_JAHLXF010000019.1,100.0,495,0,0,1,495,151668,152162,0.0,893.0,100,GCF_018966745.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_033275519.1
atpD_531,NZ_JACBYP010000006.1,100.0,495,0,0,1,495,60294,60788,0.0,893.0,100,GCF_018982965.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_216719185.1
atpD_561,NZ_JADBJQ010000002.1,100.0,495,0,0,1,495,5417285,5417779,0.0,893.0,100,GCF_019029485.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_029393654.1
atpD_561,NZ_JADBJP010000001.1,100.0,495,0,0,1,495,5416599,5417093,0.0,893.0,100,GCF_019029505.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_029393654.1
atpD_436,NZ_JAGMUF010000127.1,100.0,495,0,0,1,495,70935,70441,0.0,893.0,100,GCF_019049125.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_217254536.1
atpD_630,NZ_JAGMUE010000010.1,100.0,495,0,0,1,495,25157,25651,0.0,893.0,100,GCF_019049165.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_217140184.1
atpD_11,NZ_JAGMUG010000082.1,100.0,495,0,0,1,495,69174,68680,0.0,893.0,100,GCF_019049185.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_047178832.1
atpD_621,NZ_JAGMUK010000059.1,100.0,495,0,0,1,495,73631,73137,0.0,893.0,100,GCF_019049245.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_217239347.1
atpD_300,NZ_JAGMUJ010000061.1,100.0,495,0,0,1,495,84049,83555,0.0,893.0,100,GCF_019049255.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_217131082.1
atpD_251,NZ_JAGMUL010000097.1,100.0,495,0,0,1,495,36732,36238,0.0,893.0,100,GCF_019049285.1,F0F1 ATP synthase subunit beta,atpD,,with_protein,WP_217213150.1
